Entry No.,Headword,No.,Syllabary,Practical,Simple phonetics,Tone and length 1,Tone and length 2,Part of speech,Part of speech ch,Grammar sub entry,Grammar note,Translation 1A,Translation 1B,Translation 1C,Translation 1D,Translation 1E,Translation 1F,Translation 1G,Translation 1H,Translation 1 sub entry,Translation 2A,Translation 2B,Translation 2C,Translation 2D,Translation 2 sub entry,Translation 3A,Translation 3B,Translation 3C,Translation 3D,Translation 3 sub entry,English gloss 1,English gloss 2,English gloss 3,English gloss 4,Variant 1,Variant 2,Variant 3,Variant 4,Variant 5,Variant 6,Variant 7,Variant 8,Word audio,Sentence 1 audio,Sentence-1 SYLL,Sentence-1 PHON,Sentence-1 ENGL,Sentence 2 audio,Sentence-2 SYLL,Sentence-2 PHON,Sentence-2 ENGL,Sentence 3 audio,Sentence-3 SYLL,Sentence-3 PHON,Sentence-3 ENGL,Source of sentence 1,Source of sentence 2,Source of sentence 3,Speaker of sentence 1,Speaker of sentence 2,Speaker of sentence 3,Notes on speaker of sentence 1,Notes on speaker of sentence 2,Notes on speaker of sentence 3,Status
1623.5,ᏣᏄᏪᏍᏗ,1623,ᏣᏄᏪᏍᏗ,jahnuwesdi,tsa-nu-we-s-di,jạhnûwésdi,jahnû:wé:sdi,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,imperative with animate/ inanimate direct objects,,wear a shirt!,wear a coat!,,,,,,,,,,,,,,,,,,wear,,,,januwesdi,tsahnuwesdi,tsanuwesdi,,,,,,,Sentence_for_entry_1623.m4a,ᏧᏠᏱᎭ *ᏚᎾᏄᏬ* ᎠᏂᏲᏍᎩ.,ju:hló:yi:ha̋: *dù:nahnúwó* áni:yosgi,Soldiers *wear* uniforms.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1624.1,ᎤᏅᏉᎳᏛᎢ,1624,ᎤᏅᏉᎳᏛᎢ,uhnvkwolatv’i,u-nv-quo-la-dv-i,ùhnvkwolạtv̋’i,ù:hnv:kwo:latv̋:’i,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,rainbow,,,,,,,,,,,,,,,,,,,rainbow,,,,unvkwolatv’i,uhnvquolatv’i,uhnvgwolatv’i,unvquolatv’i,unvkwolatv’i,,,,1624.1.m4a,Sentence_for_entry_1624.m4a,*ᎤᏅᏉᎳᏛ* ᎤᏍᎪᎸᏨ ᎤᎶᎩᎸ ᎤᎵᎦᎵᏴᎭ.,*u:nv:kwoltv̋:* ù:sgolv̂:jv́ u:ló:gilv̋ u:lhgali:yv̋:ha,The *rainbow* faded when the cloud cleared up.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Russell Feeling,,,Cherokee Nation translation specialist.,,,APPROVED
1624.2,ᏚᏅᏉᎳᏛᎢ,1624,ᏚᏅᏉᎳᏛᎢ,duhnvkwolatv’i,du-nv-quo-la-dv-i,dùhnvkwolạtv̋’i,dù:hnv:kwo:latv̋:’i,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,plural,,rainbows,,,,,,,,,,,,,,,,,,,rainbow,,,,dunvkwolatv’i,duhnvquolatv’i,duhnvgwolatv’i,dunvquolatv’i,dunvkwolatv’i,,,,,Sentence_for_entry_1624.m4a,*ᎤᏅᏉᎳᏛ* ᎤᏍᎪᎸᏨ ᎤᎶᎩᎸ ᎤᎵᎦᎵᏴᎭ.,*u:nv:kwoltv̋:* ù:sgolv̂:jv́ u:ló:gilv̋ u:lhgali:yv̋:ha,The *rainbow* faded when the cloud cleared up.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Russell Feeling,,,Cherokee Nation translation specialist.,,,APPROVED
1625.1,ᎤᏅᏏᏴᎢ,1625,ᎤᏅᏏᏴᎢ,uhnvsiyv’i,u-nv-si-yv-i,ùhnv́siyv̋’i,ù:hnv́:si:yv̋:’i,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,corner,,,,,,,,,,,,,,,,,,,corner,,,,unvsiyv’i,,,,,,,,1625.1.m4a,Sentence_for_entry_1625.m4a,*ᎤᏅᏏᏴ* ᏩᎴᎲᎦ.,*u:hnv́:si:yv̋* hwalé:hv̀:ga,Go stand in the *corner.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1625.2,ᏚᏅᏏᏴᎢ,1625,ᏚᏅᏏᏴᎢ,duhnvsiyv’i,du-nv-si-yv-i,dùhnv́siyv̋’i,dù:hnv́:si:yv̋:’i,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,plural,,corners,,,,,,,,,,,,,,,,,,,corner,,,,dunvsiyv’i,,,,,,,,,Sentence_for_entry_1625.m4a,*ᎤᏅᏏᏴ* ᏩᎴᎲᎦ.,*u:hnv́:si:yv̋* hwalé:hv̀:ga,Go stand in the *corner.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1626.1,ᎤᏩᎨᏓ,1626,ᎤᏩᎨᏓ,uhwageda,u-wa-ge-da,uhwạge̋da,u:hwage̋:da,adjective,ᏄᏍᏛᎢ ᎧᏃᎮᏍᎩ ,singular,,thick,,,,,,,,,,,,,,,,,,,thick,,,,uwageda,,,,,,,,,Sentence_for_entry_1626.m4a,*ᏧᏩᎨᏓ* ᏗᎿᏬ ᏚᏅᏒ ᏧᏴᏢ ᎤᏪᎾ.,*ju:hwage̋:da* di:hnawó: dù:hnv́:sv́: ju:hyv́:dlv̋ ù:we̋:na,He took some *thick* clothing when he went up north.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
1626.2,ᏧᏩᎨᏓ,1626,ᏧᏩᎨᏓ,juhwageda,tsu-wa-ge-da,juhwạge̋da,ju:hwage̋:da,adjective,ᏄᏍᏛᎢ ᎧᏃᎮᏍᎩ ,plural,,thick ones,,,,,,,,,,,,,,,,,,,thick,,,,juwageda,tsuwageda,tsuhwageda,,,,,,,Sentence_for_entry_1626.m4a,*ᏧᏩᎨᏓ* ᏗᎿᏬ ᏚᏅᏒ ᏧᏴᏢ ᎤᏪᎾ.,*ju:hwage̋:da* di:hnawó: dù:hnv́:sv́: ju:hyv́:dlv̋ ù:we̋:na,He took some *thick* clothing when he went up north.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
1627.1,ᎤᏩᏍᎦ,1627,ᎤᏩᏍᎦ,uhwasga,u-wa-s-ga,ùhwạsga,ù:hwasga,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular,,he/she is buying it,,,,,,,,,,,,,,,,,,,buy,,,,uwasga,,,,,,,,,Sentence_for_entry_1627.m4a,ᏒᎯ ᏥᎨᏒ ᏓᏆᎴᎳ *ᎠᎩᏩᏒᎢ.*,sv:hi̋ jigè:sv̋ dagwalé:la *à:kiwásv́:’i*,Yesterday *I bought* a car.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1627.2,ᎠᎩᏩᏍᎦ,1627,ᎠᎩᏩᏍᎦ,akiwasga,a-gi-wa-s-ga,àkịwạ́sga,à:kiwásga,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,1st person singular with animate/ inanimate object,,I’m buying it,,,,,,,,,,,,,,,,,,,buy,,,,,,,,,,,,,Sentence_for_entry_1627.m4a,ᏒᎯ ᏥᎨᏒ ᏓᏆᎴᎳ *ᎠᎩᏩᏒᎢ.*,sv:hi̋ jigè:sv̋ dagwalé:la *à:kiwásv́:’i*,Yesterday *I bought* a car.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1627.3,ᎤᏩᏒᎢ,1627,ᎤᏩᏒᎢ,uhwasv’i,u-wa-sv-i,ùhwạsv́’i,ù:hwasv́:’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular non-progressive remote past tense,,he/she bought it,,,,,,,,,,,,,,,,,,,buy,,,,uwasv’i,,,,,,,,,Sentence_for_entry_1627.m4a,ᏒᎯ ᏥᎨᏒ ᏓᏆᎴᎳ *ᎠᎩᏩᏒᎢ.*,sv:hi̋ jigè:sv̋ dagwalé:la *à:kiwásv́:’i*,Yesterday *I bought* a car.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1627.4,ᎤᏩᏍᎪᎢ,1627,ᎤᏩᏍᎪᎢ,uhwasgo’i,u-wa-s-go-i,ùhwạsgọ́’i,ù:hwasgó’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular present habitual,,he/she buys it,,,,,,,,,,,,,,,,,,,buy,,,,uwasgo’i,,,,,,,,,Sentence_for_entry_1627.m4a,ᏒᎯ ᏥᎨᏒ ᏓᏆᎴᎳ *ᎠᎩᏩᏒᎢ.*,sv:hi̋ jigè:sv̋ dagwalé:la *à:kiwásv́:’i*,Yesterday *I bought* a car.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1627.5,ᏣᏩᎯ,1627,ᏣᏩᎯ,chawahi,tsa-wa-hi,chạwạhi,chawahi,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,imperative with animate/ inanimate direct objects,,buy it!,,,,,,,,,,,,,,,,,,,buy,,,,tsawahi,,,,,,,,,Sentence_for_entry_1627.m4a,ᏒᎯ ᏥᎨᏒ ᏓᏆᎴᎳ *ᎠᎩᏩᏒᎢ.*,sv:hi̋ jigè:sv̋ dagwalé:la *à:kiwásv́:’i*,Yesterday *I bought* a car.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1627.6,ᎤᏩᎯᏍᏗ,1627,ᎤᏩᎯᏍᏗ,uhwahisdi,u-wa-hi-s-di,uhwạ́hị́sdi,u:hwáhísdi,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular infinitive,,to buy something,,,,,,,,,,,,,,,,,,,buy,,,,uwahisdi,,,,,,,,,Sentence_for_entry_1627.m4a,ᏒᎯ ᏥᎨᏒ ᏓᏆᎴᎳ *ᎠᎩᏩᏒᎢ.*,sv:hi̋ jigè:sv̋ dagwalé:la *à:kiwásv́:’i*,Yesterday *I bought* a car.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1628.1,ᎤᏰᎯ,1628,ᎤᏰᎯ,uhyehi,u-ye-hi,uhye̋hi,u:hye̋:hi,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,his/her husband,,,,,,,,,,,,,,,,,,,husband,,,,uyehi,,,,,,,,1628.1.m4a,Sentence_for_entry_1628.m4a,Ꮎ ᎠᎨᏯ *ᎤᏰᎯ* ᎤᏲᎭ.,ná agě:hya *u:hye̋:hi* ù:hyoha,That woman’s *husband* is looking for her.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1629.1,ᎤᏲᎭ,1629,ᎤᏲᎭ,uhyoha,u-yo-ha,ùhyọha,ù:hyoha,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular (inanimate),,he/she is looking for it,,,,,,,,,,,,,,,,,,,look for,,,,uyoha,,,,,,,,,Sentence_for_entry_1629.m4a,ᏩᏥ ᏧᏲᎱᏎᎸ ᏒᎯ *ᎤᏲᎭ.*,wǎ:ji ju:yo:hu:sé:lv̋ sv:hí *ù:hyoha*,*He is looking for* the watch he lost yesterday.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1629.2,ᎠᎩᏲᎭ,1629,ᎠᎩᏲᎭ,agihyoha,a-gi-yo-ha,àgịhyọ́ha,à:gihyóha,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,1st person singular with inanimate object,,I’m looking for it,,,,,,,,,,,,,,,,,,,look for,,,,agiyoha,,,,,,,,,Sentence_for_entry_1629.m4a,ᏩᏥ ᏧᏲᎱᏎᎸ ᏒᎯ *ᎤᏲᎭ.*,wǎ:ji ju:yo:hu:sé:lv̋ sv:hí *ù:hyoha*,*He is looking for* the watch he lost yesterday.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1629.3,ᎤᏯᎸᎢ,1629,ᎤᏯᎸᎢ,uhyalv’i,u-ya-lv-i,ùhyạlv̌’i,ù:hyalv̌:’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular non-progressive remote past tense (inanimate),,he/she looked for it,,,,,,,,,,,,,,,,,,,look for,,,,uyalv’i,,,,,,,,,Sentence_for_entry_1629.m4a,ᏩᏥ ᏧᏲᎱᏎᎸ ᏒᎯ *ᎤᏲᎭ.*,wǎ:ji ju:yo:hu:sé:lv̋ sv:hí *ù:hyoha*,*He is looking for* the watch he lost yesterday.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1629.4,ᎤᏲᎰᎢ,1629,ᎤᏲᎰᎢ,uhyoho’i,u-yo-ho-i,ùhyọhó’i,ù:hyohó:’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular present habitual (inanimate),,he/she looks for it,,,,,,,,,,,,,,,,,,,look for,,,,uyoho’i,,,,,,,,,Sentence_for_entry_1629.m4a,ᏩᏥ ᏧᏲᎱᏎᎸ ᏒᎯ *ᎤᏲᎭ.*,wǎ:ji ju:yo:hu:sé:lv̋ sv:hí *ù:hyoha*,*He is looking for* the watch he lost yesterday.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1629.5,ᏣᏱᎦ,1629,ᏣᏱᎦ,jayhga,tsa-yi-ga,jạyhga,jayhga,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,imperative with inanimate direct objects,,look for it!,,,,,,,,,,,,,,,,,,,look for,,,,tsayhga,,,,,,,,,Sentence_for_entry_1629.m4a,ᏩᏥ ᏧᏲᎱᏎᎸ ᏒᎯ *ᎤᏲᎭ.*,wǎ:ji ju:yo:hu:sé:lv̋ sv:hí *ù:hyoha*,*He is looking for* the watch he lost yesterday.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1629.6,ᎤᏱᏍᏗ,1629,ᎤᏱᏍᏗ,uysdi,u-yi-s-di,ụysdi,uysdi,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular infinitive,,to look for something,,,,,,,,,,,,,,,,,,,look for,,,,,,,,,,,,,Sentence_for_entry_1629.m4a,ᏩᏥ ᏧᏲᎱᏎᎸ ᏒᎯ *ᎤᏲᎭ.*,wǎ:ji ju:yo:hu:sé:lv̋ sv:hí *ù:hyoha*,*He is looking for* the watch he lost yesterday.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1630.1,ᎤᏲᎷᎭ,1630,ᎤᏲᎷᎭ,uhyoluha,u-yo-lu-ha,ùhyolụ́ha,ù:hyo:lúha,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular,,he/she is afloat,it’s afloat,,,,,,,,,,,,,,,,,,afloat,,,,uyoluha,,,,,,,,,Sentence_for_entry_1630.m4a,ᎦᏙ ᎤᏍᏗ *ᎤᏲᎷᎭ* ᎠᎹᏱ?,gado usdí *u:hyo:lu:ha* amǎ:yi,What’s *floating* on the water?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1630.2,ᎠᎩᏲᎷᎭ,1630,ᎠᎩᏲᎷᎭ,akiyoluha,a-gi-yo-lu-ha,àkịyolụ́ha,à:kiyo:lúha,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,1st person singular with animate/ inanimate object,,I’m afloat,,,,,,,,,,,,,,,,,,,afloat,,,,,,,,,,,,,Sentence_for_entry_1630.m4a,ᎦᏙ ᎤᏍᏗ *ᎤᏲᎷᎭ* ᎠᎹᏱ?,gado usdí *u:hyo:lu:ha* amǎ:yi,What’s *floating* on the water?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1630.3,ᎤᏲᎷᏒᎢ,1630,ᎤᏲᎷᏒᎢ,uhyolusv’i,u-yo-lu-sv-i,ùhyolúsv̌’i,ù:hyo:lú:sv̌:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular non-progressive remote past tense,,he/she was afloat,it was afloat,,,,,,,,,,,,,,,,,,afloat,,,,uyolusv’i,,,,,,,,,Sentence_for_entry_1630.m4a,ᎦᏙ ᎤᏍᏗ *ᎤᏲᎷᎭ* ᎠᎹᏱ?,gado usdí *u:hyo:lu:ha* amǎ:yi,What’s *floating* on the water?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1630.4,ᎤᏲᎷᏐᎢ,1630,ᎤᏲᎷᏐᎢ,uhyoluso’i,u-yo-lu-so-i,ùhyolúsó’i,ù:hyo:lú:só:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular present habitual,,he/she is afloat,it is afloat,,,,,,,,,,,,,,,,,,afloat,,,,uyoluso’i,,,,,,,,,Sentence_for_entry_1630.m4a,ᎦᏙ ᎤᏍᏗ *ᎤᏲᎷᎭ* ᎠᎹᏱ?,gado usdí *u:hyo:lu:ha* amǎ:yi,What’s *floating* on the water?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1630.5,ᎯᏲᎷᎲᎦ,1630,ᎯᏲᎷᎲᎦ,hihyoluhvga,hi-yo-lu-hv-ga,hịhyoluhv̀ga,hihyo:lu:hv̀:ga,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,imperative with animate/ inanimate direct objects,,float!,,,,,,,,,,,,,,,,,,,afloat,,,,hiyoluhvga,,,,,,,,,Sentence_for_entry_1630.m4a,ᎦᏙ ᎤᏍᏗ *ᎤᏲᎷᎭ* ᎠᎹᏱ?,gado usdí *u:hyo:lu:ha* amǎ:yi,What’s *floating* on the water?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1630.6,ᎤᏲᎷᏗ,1630,ᎤᏲᎷᏗ,uhyoluhdi,u-yo-lu-di,uhyolụ́hdi,u:hyo:lúhdi,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular infinitive,,to be afloat,,,,,,,,,,,,,,,,,,,afloat,,,,uyoluhdi,,,,,,,,,Sentence_for_entry_1630.m4a,ᎦᏙ ᎤᏍᏗ *ᎤᏲᎷᎭ* ᎠᎹᏱ?,gado usdí *u:hyo:lu:ha* amǎ:yi,What’s *floating* on the water?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1631.1,ᎤᏲᎾ,1631,ᎤᏲᎾ,uhyona,u-yo-na,uhyǒna,u:hyǒ:na,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,horn,,,,,,,,,,,,,,,,,,,horn,,,,uyona,,,,,,,,1631.1.m4a,Sentence_for_entry_1631.m4a,ᎤᏔᎾ *ᎤᏲᎾ* ᏄᏩᏅᏗ ᏓᏆᎴᎷᎢ.,ű:tana *u:hyǒ:na* nù:wá:nhdi dagwalé:lű:’i,He has a big *horn* on his car.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1631.2,ᏧᏲᎾ,1631,ᏧᏲᎾ,juhyona,tsu-yo-na,juhyǒna,ju:hyǒ:na,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,plural,,horns,,,,,,,,,,,,,,,,,,,horn,,,,tsuhyona,juyona,tsuyona,,,,,,,Sentence_for_entry_1631.m4a,ᎤᏔᎾ *ᎤᏲᎾ* ᏄᏩᏅᏗ ᏓᏆᎴᎷᎢ.,ű:tana *u:hyǒ:na* nù:wá:nhdi dagwalé:lű:’i,He has a big *horn* on his car.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1632.1,ᎤᏴᏜ,1632,ᎤᏴᏜ,uhyvdla,u-yv-dla,uhyvdla,u:hyv:dla,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,cold,,,,,,,,,,,,,,,,,,,cold,,,,,uyvdla,,,,,,,1632.1.m4a,Sentence_for_entry_1632.m4a,ᎠᏣᎳᎩ *ᎤᏴᏜ* ’ᏳᏂᏴᎭ’ Ꮭ *ᎤᏴᏜ* ᏱᎦᏂᏱᏍᎪᎢ‚ *ᎤᏴᏜ*ᏍᎩᏂ ᎤᎬᏫᏳᏐ ᎤᏂᏱᏍᎪᎢ.,ajalagi *u:hyv:dla* ’yú:ni:yv̋:ha’ hla *u:hy:vdla* yigá’ni:yǐ:sgó:’i *u:hyv:dlá*sgini u:gv:wiyú:só: ù:ní:yi:sgó:’i,Whenever a Cherokee ’catches’ a *cold*‚ he doesn’t catch the *cold*; rather‚ the *cold* catches him.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1633.1,ᎤᏴᏜ,1633,ᎤᏴᏜ,uhyvdla,u-yv-dla,uhyv̋dla,u:hyv̋:dla,adjective,ᏄᏍᏛᎢ ᎧᏃᎮᏍᎩ ,singular,,cold,,,,,,,,,,,,,,,,,,,cold,,,,,uyvdla,,,,,,,1633.1.m4a,Sentence_for_entry_1633.m4a,*ᎤᏴᏜ* ᎠᎹ ᎠᎩᏔᏕᎩᎠ.,*u:hyv̋:dla* ama à:ktade:gí:’a,I’m thirsty for *cold* water.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
1634.1,ᎤᏴᏜ,1634,ᎤᏴᏜ,uhyvdla,u-yv-dla,uhyv̋dla,u:hyv̋:dla,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,Republican,,,,,,,,,,,,,,,,,,,Republican,,,,,uyvdla,,,,,,,1634.1.m4a,Sentence_for_entry_1634.m4a,*ᎤᏴᏜᏍ* ᎯᏁᎩ?,*u:hyv:dlv̋:s* hihne̋:gi,Do you vote *Republican?*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1634.2,ᎤᏂᏴᏜ,1634,ᎤᏂᏴᏜ,Unihyvdla,u-ni-yv-dla,unihyv̋dla,u:ni:hyv̋:dla,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,plural,,Republicans,,,,,,,,,,,,,,,,,,,Republican,,,,,Uniyvdla,,,,,,,,Sentence_for_entry_1634.m4a,*ᎤᏴᏜᏍ* ᎯᏁᎩ?,*u:hyv:dlv̋:s* hihne̋:gi,Do you vote *Republican?*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1635.1,ᎤᏴᏜ,1635,ᎤᏴᏜ,uhyvdla,u-yv-dla,ùhyvdla,ù:hyv:dla,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular,,it is cold,,,,,,,,refers to weather,,,,,,,,,,,cold,,,,,uyvdla,,,,,,,,Sentence_for_entry_1635.m4a,ᏙᎯᏳ *ᎤᏴᏜ* ᏙᏱ.,do:híyű *u:hyv:dla* dǒ:yi,*It’s* really *cold* outside.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1635.2,ᎤᏴᏢᎢ,1635,ᎤᏴᏢᎢ,uhyvdlv’i,u-yv-tlv-i,ùhyvdlv̌’i,ù:hyv:dlv̌:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular non-progressive remote past tense,,it was cold,,,,,,,,refers to weather,,,,,,,,,,,cold,,,,,uyvdlv’i,,,,,,,,Sentence_for_entry_1635.m4a,ᏙᎯᏳ *ᎤᏴᏜ* ᏙᏱ.,do:híyű *u:hyv:dla* dǒ:yi,*It’s* really *cold* outside.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1635.3,ᎤᏴᏠᎢ,1635,ᎤᏴᏠᎢ,uhyvdlo’i,u-yv-tlo-i,ùhyvdló’i,ù:hyv:dló:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular present habitual,,it is usually cold,,,,,,,,refers to weather,,,,,,,,,,,cold,,,,uyvdlo’i,,,,,,,,,Sentence_for_entry_1635.m4a,ᏙᎯᏳ *ᎤᏴᏜ* ᏙᏱ.,do:híyű *u:hyv:dla* dǒ:yi,*It’s* really *cold* outside.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1636.1,ᎤᏴᏜ ᎤᏂᏱᎭ,1636,ᎤᏴᏜ ᎤᏂᏱᎭ,uhyvdla uniyiha,u-yv-dla u-ni-yi-ha,uhyvdlaùníyịha,u:hyv:dlaù:ní:yiha,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular,,he/she has a cold,,,,,,,,,,,,,,,,,,,cold,,,,uyvdla uniyiha,,,,,,,,,Sentence_for_entry_1636.m4a,Ꮭ ᎣᏍᏓ ᏯᏆᏓᏅᏔ. *ᎤᏴᏜ ᎠᎩᏂᏱᎭ.*,hlá ő:sda yagwáda:nhta *u:hyv:dla à:gíni:yi:ha*,I don’t feel good. *I have a cold.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
