sentence_id,syllabary,phonetic,english,sentence_notes,sources
328302679bd6,* ᎠᏞᏌᏙ * ᎠᏞᏌᏛᎢᏍᎪ ᎠᏓᏍᏓᏴᏗ ᏱᏚᎸᏫᏍᏓᏁᎳ.,* adlè:sadó * à:dlé:sadv́sgó ada:sdàyhdi̋: yidu:lv̌:hwísdà:ne̋:la,She puts on an *apron* when she works in the kitchen.,,cn-app-dictionary.csv
abfc57a40cce,Ꮭ ᏱᏥᎪᏩᏔ * ᎠᏞᏍᎬᎢ.*,hla yijigò:wahta * à:dlé:sgv̋:'i *,I didn't see the *turn-off.*,,cn-app-dictionary.csv
4f344f5fbe63,ᎦᏙ ᎤᏍᏗ * ᎠᏟᎠ?* ᎠᎹ‚ ᎤᏅᏓᎨ?,gado u:sdi * à:dlí'a * ama u:nv̌:dáké,What *is she pouring?* Water or milk?,,cn-app-dictionary.csv
c933fb219f35,ᏧᏬᏚᎯ * ᏗᏟᎠᏙ * ᏚᏂᎭ ᎠᏂᏣᎳᎩ ᎤᏃᏢᏅᏅ ᎤᎾᏓᎾᏅᎢ ᏓᎵᏆ.,juwo:dű:hi * di:dlí'adó * dù:nǐ:ha ani:jalagi u:no:hlv:hnv:nv̋: u:nada:ná'nv̋:'i dalígwa,They have some pretty *earrings* at the Cherokee Arts and Crafts in Tahlequah.,,cn-app-dictionary.csv
dd30d2a98aa7,ᎦᏓᏬᏍᎬ‚ ᎠᎹ * ᎤᏟᏨ * ᏥᎴᏂ.,gadawó:sgv̋: ama * ù:dlî:jv́* jí'le̋:ni,While I was *swimming‚* water filled my ear.,,cn-app-dictionary.csv
b8ab1c64dac0,ᎠᎹ * ᎠᏟᎭ * ᏒᏙᏂᎢ.,ama * à:dlǐ:ha * sv:do:ni̋:'i,*He's drawing* water from a barrel.,,cn-app-dictionary.csv
1654e2492a91,ᎦᏙ ᎤᏍᏗ * ᎠᏟᏍᏗᎭ?* ᎤᎸᏌᏗᏍ‚ ᎫᎫᎨ?,gado u:sdi * à:dlí:sdi:ha * u:lv̋:sa'dí:s gù:guke,What *is she pouring it into?* A glass or a bottle?,,cn-app-dictionary.csv
a4eafb54bead,ᎯᏍᎩ ᎪᎢ * ᏗᏟᏍᏙᏗ * ᏓᏆᏚᎵᎭ.,hisgi go'i * di̋:dlì:sdohdi * dà:gwadu:lǐ:ha,I want five oil *containers.*,,cn-app-dictionary.csv
30d9a6d8371a,ᏞᏍᏗ * ᏣᏠᏱᎸᎢ.*,hlè:sdi * jadlo:hyilv́:'i *,Don't *cry.*,,cn-app-dictionary.csv
3644f2d5d2a0,ᎠᎦᏴᎵᏳ ᎢᏳᏍᏗ ᎨᏒ ᏎᎦᏨ * ᎤᏠᎢᏒ * ᏐᏈᎵᎢ.,agayv:lǐ:yú: iyű:sdi gè:sv̋: se:gà:jv̋: * ù:dlô:ysv́* sǒ:gwíli̋:'i,Because of his old age‚ *he* barely *got off* his horse.,,cn-app-dictionary.csv
bfab5e25ea17,* ᎠᏢᏈᏍᎬᏊ * ᎢᎦ ᎨᏐ ᏳᏬᏂᏌ.,* à:dlv̌:kwsgv̋:gwu * i:ga̋ gè:só yǔ:wô:ni̋:sa,All he does is *just brag* when he speaks.,,cn-app-dictionary.csv
bab63b5a37da,ᎡᎵᏊᏍ * ᏱᏯᏢᏔ * ᎮᎵ?,ě:li̋:gwú:s * hyi:yadlv́:ta * he:lí,Do you think *you* can *catch up with him?*,,cn-app-dictionary.csv
d0aeaf09720b,* ᏗᏙᎳᏅᏍᏗ * ᏕᎪᏢᏍᎪ ᎠᏓ ᏓᏲᏢᏍᎬᎢ.,* di:do:lanv́:sdi * de:gó:hlv:sgó: ada dà:yo:hlv́sgó:'i,He makes *walking canes* by carving wood.,,cn-app-dictionary.csv
876d27c79d4c,ᎯᏲᎵᎩᏍ ᎩᎶ * ᎠᏙᏂᏍᎩ * ᎠᏕᏠᏆᏍᎩ?,hí:yő:lì:gís kiloő * a:dǒ:ni̋:sgi * ade:hlohgwà:sgi,Do you know anyone who is an apprentice *sorcerer?*,,cn-app-dictionary.csv
01cb6c2f3ee8,ᎭᏢ ᎠᏩᏛᏗ * ᎠᏚᏓᎴᏍᏗ?*,ha:hlv̋ áhwahtvhdi * adu:dale̋:sdi *,Where does one find *freedom*?,,cn-app-dictionary.csv
149c636a302d,ᎯᎠ * ᎠᏓᏥ * ᎣᎩᎾᎵᎢ.,hi'a * adaji * o:gina:li̋:'i,This *German* is my friend.,,cn-app-dictionary.csv
e1ec01ec5f51,ᎦᏙ * ᎭᏛᏁᎮᏍᏗ * ᏙᏓᏈᏕᎾ?,gadò: * hadv́:ne:hé:sdi * dǒ:dágwi:de̋:na,What *will you be doing* Saturday?,,cn-app-dictionary.csv
31e79f96f3a4,ᎠᏥᏰᏣᏍᏙᏗ ᎤᏚᎵᏍᎬ ᎢᏳᏍᏗ * ᎠᏛᏁᎵᎭ.*,ajiye:jà:sdóhdi̋: ù:du:lí:sgv̋ iyű:sdi * à:dv́:ne:lǐ:ha *,*He's acting silly* because he wants to be laughed at.,,cn-app-dictionary.csv
8dac6b72aae8,* ᎠᏛᏁᎵᏍᎩ * ᎢᏳᎵᏍᏙᏗ ᎠᏕᏠᏆᎠ ᏗᏕᏠᏆᏍᎩ.,* adv̀:ně:li̋:sgi * yú:lsdohdi̋: à:de:hlohgwá'a di:de̋:hlohgwà:sgi,The student is studying to become an *actor.*,,cn-app-dictionary.csv
233b0cd8ea0d,ᏥᏈᏍᏗ ᎠᎵᏍᏓᏴᏗ * ᎠᏛᏅᎢᏍᏗᏍᎪ * ᏓᏂᏍᏓᏲᎯᎲᎢ.,tsgwi̋:sdi alsdàyhdi * à:dv:nv́'isdi:sgó * dà:ni:sdayo:hihv̋:'i,*She prepares* a lot of food at Christmas.,,cn-app-dictionary.csv
645a7f34c480,Ꮲ ᎠᏇᏅᏍᏗ ᎦᏛᏅᎢᏍᏗᎭ.,hlv̋: agwe:nv̀:sdi̋: gadv:nv́:'isdi:ha,*I'm getting ready* to go somewhere.,,cn-app-dictionary.csv
4290787438b0,ᎦᏙᎯ ᏱᏚᎾᏁᎶᎿ ᏗᏂᏲᏟ‚ * ᎠᏂᎦᏓᎭ * ᎾᎾᎵᏍᏗᏍᎪᎢ.,ga:dő:hi yidu:nâ:ne:lő:hna di:ni:yő:hli * ani:ga:da:ha̋* nà:nalsdi:sgó:'i,When children play on the ground‚ they become *dirty.*,,cn-app-dictionary.csv
1992c3f734db,ᏂᎪᎯᎸ * ᎠᎦᏟᏱ * ᎨᏐ ᎤᏓᏍᏕᏟᏗᎢ.,nigo:hí:lv̋: * agahli̋:yi * gè:só: u:da:sde:lhdi̋:'i,*He's* always *eager* to help.,,cn-app-dictionary.csv
045cc00b2302,ᎤᏍᎪᏍᏗ * ᎠᎦᎵᏍᎪ * ᏅᏓ ᎢᏳᏃ ᎧᎵ ᏅᏓ ᏱᎩ.,u:sgő:sdi * à:gá:li:sgó * nv:da iyú:hnó kali̋: nv:da yi̋gi,The moon *shines* brightly if it's a full moon.,,cn-app-dictionary.csv
673c049f6e66,ᏧᏬᏰᏂ ᎬᏗ * ᎤᎦᎳᏒ * ᎠᏍᏘ.,juwò:ye̋:ni gv̋hdi * ù:gâ:lsv́* asti,*He broke* the string with his hands.,,cn-app-dictionary.csv
a49360e4e718,Ꮎ ᎠᎨᏳᏣ ᎤᏍᏘᎬ * ᎤᎦᎳᏍᏗ * ᎤᏚᎵ.,ná age:hyű:ja u:sdihgv̋: * u:gà:lsdi̋* ù:du:lí,The girl wants *to cut* her hair.,,cn-app-dictionary.csv
f4257c06e6c9,ᎢᎦᏓ * ᎠᎦᎷᎦ * ᏧᏍᏗ ᎨᏐ. ᎢᎦᏓᏃ ᏧᏔᎾ.,i:gá:da * a:galǔ:ga * ju:sdi̋: gè:só i:gá:dáhnó: jű:tana,Some *twisters* are small and some are big.,,cn-app-dictionary.csv
9e4736702575,ᎠᎹ * ᎤᏂᎦᎾᏗᏍᏗ * ᎤᎸᏉᏓ ᏩᎦ.,á:ma * u:ni:ganǎ:dî:sdi̋* u:ni:lv̌:kwda wahga,Cows like *to lick* salt.,,cn-app-dictionary.csv
05282156271b,* ᎠᎦᎾᎦᏘ * ᎤᏴᏍᏗ ᏫᏥᏯᎥᎢ.,* agánakti * u:yv:sdi̋ wijiyá'v̌:'i,I was in the *doctor's* office.,,cn-app-dictionary.csv
f4635a633205,ᎫᎳᏏᏕᏂ * ᏓᎦᎾᏬᏗᎭ.*,ju:là:sihde̋:ni * dà:ga:nowhdǐ:ha *,*He's warming* his feet.,,cn-app-dictionary.csv
953cffb92177,ᎪᎩ ᏱᏄᎵᏍᏔᎾ * ᎠᎦᎾᏬᏍᎪᎢ.*,go:gi yinű:lstana * à:ga:nawo:sgó:'i *,When it becomes summer‚ *it gets warm.*,,cn-app-dictionary.csv
12b2348612e9,ᏥᏈᏍᏗ * ᎠᎦᏍᎦ * Ꮲ ᎡᏅᏍᏗ ᎪᎯ ᎢᎦ.,tsgwì:sdi * à:ga:sga * tlv̋: e:nv̀:sdi kò:hi i:ga,*It's raining* too much to go somewhere today.,,cn-app-dictionary.csv
b3955f6f71ae,ᎯᎠ ᎠᏍᎦᏯ ᎠᏎ * ᎠᎦᏑᏰᏓ * ᎤᏬᏂᎯᏍᏗᎢ.,hi'a asgaya a:sé: * agà:su:ye̋:da * uwò:nihísdi̋:'i,This man is a specially *selected* speaker.,,cn-app-dictionary.csv
8f2c7923edb5,* ᎠᎦᏯᎷᏗ * ᎠᏅᏗᏍᎪ ᏥᏍᏛᎾ ᏓᏂᏂᏱᏍᎬ ᎠᏂᏣᎳᎩ.,* agá:yalű:di * à:nhdi:sgó: jí:sdv:na dà:ni:ní:yǐ:sgv̋: ani:jalagi,Cherokees use a *seine* to catch crawdads.,,cn-app-dictionary.csv
ff38ed0bc536,* ᎠᎦᏴᎵ * ᏌᎶᎵ ᏧᏲ ᎩᏟ ᎤᏩᎧ ᎡᏚᏥ.,* agayv̋:li * salǒ:li jű:hyo gi:hli ù:nâ:hla e:du:ji,My uncle has an *old* squirrel dog.,,cn-app-dictionary.csv
e1eab2cc26bf,ᏔᎵᏍᎪᎯ ᎾᏕᏘᏯ ᏂᏗᎬᏕᏲᎲᏍᎪᎢ. Ꮎ * ᎠᎦᏴᎵᎨ~*,tálsgo:hi nà:de:tǐ:ya nidigv:dé:hyohvsgő:'i ná * agayv̌:líge̋:'i *,The *old woman* has been teaching for twenty years.,,cn-app-dictionary.csv
fb76dc5d5a97,* ᎠᎨ * ᏫᏓᎨᏙᎵ ᏞᎦ.,* á:ge̋:* widagé:dó:li hle̋:ga,I am going *over there* for awhile.,,cn-app-dictionary.csv
45acaaa43101,ᎦᎪ ᎥᏍᎩᎾ * ᎠᎨᏯ?*,gá:go v̀:sginá * agě:hya *,Who is that *woman?*,,cn-app-dictionary.csv
f06e1b37587d,ᎠᏂᏣᎳᎩ * ᎠᏂᎨᏳᏣ * ᎤᏂᎸᏉᏗ ᎤᎾᎳᏍᎦᏟᏗᎢ.,ani:jalagi * ani:gě:hyű:ja * u:ni:lv̋:kwdi u:nalà:sgalhdi̋:'i,Cherokee *girls* like to play ball.,,cn-app-dictionary.csv
7460944091d9,ᏧᏙᏓᏋᏓ ᏎᎷ ᎦᏚ * ᎤᏂᎩᏍᏗ * ᎤᏂᎸᏉᏓ ᎠᏂᏣᎳᎩ.,ju:dǒ:dágwv̋:da se:lú gá:du * u:ni:gì:sdi̋* u:ni:lv:kwda ani:jalagi,The Cherokees like *to eat* corn bread every day.,,cn-app-dictionary.csv
07cb58b53d29,ᏔᎵ ᎢᏧᏕᏘᏴᏓ ᎢᏳᏓᎵ ᎢᏤ ᏓᏆᎴᎳ * ᎠᎩᏍᎪᎢ.*,tá'li ijú:de:tiyv̋:d yú:da̋:li ije̋: dagwalé:la * à:gí:sgó:'i *,He *gets* a new car every two years.,,cn-app-dictionary.csv
95c863b8ad0c,ᎠᏕᎳ ᎤᎪᎭ ᎦᏙᎯ ᎠᎲ * ᎤᎩᏒᎢ.*,adě:la ù:gő:ha gǎ:dő:hi à:hv̋: * ù:gí:sv̌:'i *,When he saw money on the ground‚ *he picked it up.*,,cn-app-dictionary.csv
d23ff5f36efe,ᎠᏂᏣᎳᎩ ᏗᎨᏥᎢᎸᏍᏔᏅ * ᎠᎩᏟᏱ * ᎨᏎᎢ.,ani:jalagi dige:jí'ilv́:stanv̋: * agi:tli̋:yi * gè:sé:'i,The Trail of Tears was *agony* for the Cherokees.,,cn-app-dictionary.csv
354271ff4d97,ᏔᎵ ᏧᏒᎯᏓ ᎢᎪᎯᏓ * ᎤᎩᏟᏲᏨᎢ.*,táli ju:sv̋:hida igo:hi̋:da * ù:gi:hliyô:jv:'î *,*He was in pain* for two days.,,cn-app-dictionary.csv
e51892c6a80b,* ᎠᎩᎾ * ᎤᏩᎧᎭ. ᏐᏈᎵ ᎠᏆᏤᎵ,* agi̋:na * ù:wa:kaha sǒ:gwíli agwaje:li̋,My horse has a *colt.*,,cn-app-dictionary.csv
01ced55820f1,ᏗᏓᎾᏅ ᎪᎱᏍᏗ * ᎠᎩᏍᏗ * ᎯᎩᏒ,di:dá:nanv̋: go:hű:sdi * ágì:sdi * higí:sv̌:'i,Get *something to eat* at the store.,,cn-app-dictionary.csv
1ceb8bba7fe6,Ꮎ ᎠᎨᏯ ᏂᎪᎯᎸ ᏥᎳᎵ * ᎠᎩᏍᏙᏍᎪᎢ.*,ná agě:hya nigo:hí:lv̋: ji:lali * à:gî:sdò:sgó:'i *,The woman always *chews* gum.,,cn-app-dictionary.csv
a0b1d226432d,ᏍᎪᎯ ᎢᏯᏂᎢ ᏥᏔᎦ * ᎠᏂᎩᏏ * ᏕᏥᎪᏩᏘᎭ‚ ᏌᏊᏃ ᎠᏨᏯ.,sgǒ:hi i:yáni̋: jitǎ:ga * ani:gǐ:si * de:jígowhtí:ha sà:gwű:hnó: achv:ya,I see ten *hens* and one rooster.,,cn-app-dictionary.csv
4289f1a15201,ᏗᎪᏪᎵ ᏧᏪᏘ * ᏓᎪᎲᏍᏗᎭ *,digo:hwe:li juwe̋:ti * dà:góhvsdi:ha *,*He's burning* old papers.,,cn-app-dictionary.csv
ef4ad5accb70,ᏓᏆᎴᎳ ᏚᏟᏆᏗᎾ * ᎠᎪᎲᏍᎬ * ᎤᏓᎴᏅᎲᎢ.,dagwalé:la dù:hlihgwadi̋:na * à:góhvsgv̋:* ù:dale:nv:hv̌:'i,When the car overturned it started *burning.*,,cn-app-dictionary.csv
656b198211cd,* ᎠᏂᎪᎳ * ᎠᏃᏍᏓ ᏗᎦᏰᏍᏗ.,* ani:go:la * anő:sda diga:hye̋:sdi,*Perch* are good to eat.,,cn-app-dictionary.csv
8a5554fbc6f8,ᎣᎩᎾᎵᎢ ᏂᏓᏳᏅᏅ ᎪᏪᎵ * ᏥᎪᎵᏰᎠ.*,o:gina:li̋:'i nidayú:nv̀:nv̋: go:hwe:li * jigo:lǐ:yé'a *,*I am reading* a letter from a friend.,,cn-app-dictionary.csv
d70d61ef0b67,ᎠᎦᎾᎦᏘ * ᎤᎪᎵᏰᏗ * ᎤᏚᎵᏍᎬ ᎤᏢᎩ.,agánakti * u:go:lǐ:yê:di̋:* ù:du:lí:sgv̋: u:dlv̋:gi,The patient wanted a doctor *to examine him.*,,cn-app-dictionary.csv
245c65d3c6b3,* ᎠᎪᎾᏍ * ᏣᎶᏒᎯ?,* ago:nás * jalo:sv̋:hi,Have you gone through *famine?*,,cn-app-dictionary.csv
40372fbf3208,ᎢᏤ ᎦᎵᏣᏗ ᎬᏗ * ᎠᎪᏂᎭ.*,ije̋: galhjadi gvhdi * á:go:nihâ *,He's *target practicing* with a new bow.,,cn-app-dictionary.csv
62422bf883e7,ᏥᏍᏚ ᎬᏩᏒᏁᎸ * ᎪᏍᏓᎩᏍᏗ.*,ji:sdú gv:wasvhné:lv́  * gǒ:sdagî:sd *,Rabbits ate up her *lettuce.*,,cn-app-dictionary.csv
70bc9a2cb7a2,* ᎠᎪᏍᏗ * ᎭᏫᏯ ᎤᎬ ᏢᏓᏥ.,* agő:sdi * hawi:yá ù:gv́ hlv:dají,The lion ate some *raw* meat.,,cn-app-dictionary.csv
506118d2acd3,ᏝᏍᎪ * ᏱᎪᏩᏘ?*,hlásgò: * hyigó:hwahti *,Don't *you see it?*,,cn-app-dictionary.csv
dad842c30f0b,ᏝᏍ * ᏱᎪᏩᏘ *?,Hlas * hyigowhti *?,Don't *you see it*?,,learning-to-use-the-cherokee-verb.csv
461fb5c1385e,ᎢᏤ ᎦᏄᎸᏒ ᏙᎯᏳ ᎤᏬᏚᎯ * ᎠᎪᏩᏛᏗ * ᎨᏐᎢ.,ije̋: ganu:lv̂:sv̋: do:híyű uwo:dű:hi * agő:hwahtvhdi * gè:só:'i,The green grass is really a beautiful *sight.*,,cn-app-dictionary.csv
98e3b29c95b1,ᏤᏣᏟᎶᏍᏔᏅ * ᎤᎪᏩᏛᏗ * ᎤᏚᎵ ᏣᏥ.,je:jahli:lò:stanv̋: * ugo:hwahtvhdi̋* ù:du:li jaji,Your mother wants *to see* a picture of you.,,cn-app-dictionary.csv
3a4da391d6f9,ᎦᏂᏱᏍᎩ ᏍᏆᏞᏍᏗ ᎦᏂᏱᏍᎬ ᏚᏅᏓ * ᎠᎬᏓᎨᏂ * ᎤᏩᏂᎸᎢ.,ga'nǐ:yi̋:sgi sgwà:hle̋:sdi gá'ni:yí:sgv̋: dù:nv̋:da * agv:dage̋:ni * ù:wa:hnilv̌:'i,When the catcher missed catching the ball‚ it hit him on *his forehead.*,,cn-app-dictionary.csv
3b94900a3b4a,ᎭᏰᎵᏍᏗ ᎬᏗ * ᎠᎬᎭᎵ * ᎦᏚ ᎤᎦᎾᏍᏓ.,haye:lsdi gv̋hdi * à:gv:halí * gá:du u:gana̋:sda,*She's slicing* the cake with a knife.,,cn-app-dictionary.csv
a5aa36c4451c,ᎠᏌᏃ ᎤᏬᏢᏗ * ᎤᎬᎭᎸᎲᎢ.*,à:sanó uwő:hlvhdohdi * ù:gv:halv:hv̌:'i *,*She cut* a pattern for a dress.,,cn-app-dictionary.csv
0dce523e1bc2,ᏧᎦᏅᏕᎾ ᎬᏂᏍᏙᏗ * ᎯᎬᎭᎷᏯ.*,ju:ganhdě:nâ gv̋:hnisdohdi * higv:halù:hyâ *,*Chop up* some cabbage to cook.,,cn-app-dictionary.csv
53d7b13446a9,ᎦᏚ ᎤᎦᎾᏍᏗ * ᎠᎬᎭᎸᏓ ᏍᎬᏏ.*,gá:du u:gana̋:sdi * agv:halv̋:da skvsi *,Give me *a piece of cake.*,,cn-app-dictionary.csv
d72e3f12e330,ᎠᏲᏁᎦᏍ ᏍᏓᎵᎢ‚ * ᎠᎬᎿᎨᎢᎨ?*,ayó:ne:gás sda:li̋:'i * agv̌:hnáge̋:'ikê *,Is your friend a white person or *black?*,,cn-app-dictionary.csv
91c14fb6119c,Ꮎ ᎠᏍᎦᏯ ᎤᏪᏥ ᎠᏧᏣ * ᎠᎬᏍᎪᎸᏍᎦ.*,ná asgaya uwě:ji achű:ja * à:gv:sgǒ:lv̂:ga *,The man *is scolding* his son.,,cn-app-dictionary.csv
e14d9f0420cc,ᏪᏌ ᏳᎵᏍᏓᏴᏃᎿ * ᎠᎬᏍᏉᏍᎪᎢ.*,we:sa yú:lsdà:yv̋:hnohnâ * à:gv:sgwó:sgó:'i *,A cat *washes its face* after it eats.,,cn-app-dictionary.csv
ddd9ca6460a9,Ꮭ ᎩᎶ ᏳᎸᏉᏓ * ᎠᎭᎳᏓ.*,hla kilő: yǔ:lv́:kwda * ahala̋:da *,Nobody likes *a loudmouth.*,,cn-app-dictionary.csv
14c0000285a4,* ᎯᎠᎷᎦ * Ꮎ ᏓᏆᎴᎳ.,* hí'alǔ:ga * ná dagwalé:la,*Flag* that car *down.*,,cn-app-dictionary.csv
5a970cbed369,* ᎠᎭᏂ * ᏙᎾᏠᏒᎢ ᎪᎯ ᏴᎢ.,* áhani * ó:nadlo:sv:'i kò:hî: yv́,Let's meet *here* after a while.,,cn-app-dictionary.csv
c6fca01082f5,* ᎠᏫ * ᎭᏫᏯ ᎣᏍᏗ ᎠᎩᏍᏗ.,* ahwi * hawiyá ő:sdi ágì:sdi,*Deer* meat is good to eat.,,cn-app-dictionary.csv
a94fd19e53d8,ᏦᎳᏂ ᏓᎦᏍᏚᎿ * ᏥᎠᏬᏍᏔᏅᎢ.*,jő:lani dà:ksdû:hna * ji'awó:stanv̌:'i *,When I closed the windows‚ *I smothered it.*,,cn-app-dictionary.csv
d363b147af10,ᎢᎦᏓ ᎢᎾᏓ Ꮭ * ᎠᎯᏓ * ᏱᎩ ᏗᎪᏩᏛᏗ.,i:gá:da i:nada hla * ahi̋:da * yigi di:go:wahtv́hdi̋,Some snakes are not *easy* to see.,,cn-app-dictionary.csv
cd00bdc812e8,ᎦᏙ ᎤᏍᏗ * ᎯᎯᏙᎭ?*,gado usdi * hihi:dô:ha *,What do *you have in your hand?*,,cn-app-dictionary.csv
69b891cd3052,ᎦᎵᏉᎩ ᎢᏯᏂ ᏌᎶᎵ * ᏕᏥᎸ * ᎠᎩᏃᎭᎴᎾ.,galhgwǒ:gi i:yáni̋: salǒ:li * dě:jî:lv́* a:gino:hale̋:na,*I killed* seven squirrels when I went hunting.,,cn-app-dictionary.csv
67af7df1ed31,ᎤᏓᏅᏘᏴ ᎢᏳᏍᏗ * ᏥᎸᏉᏗ *.,Udanhtiyv iyusdi * jilvgwodi *.,*I like her* because she's friendly.,,learning-to-use-the-cherokee-verb.csv
defcb54e02e8,ᎦᎵᏉᎩ ᎢᏯᏂᎢ ᏌᎶᎵ * ᏕᎦᏥᎸ * ᎠᎩᏃᎭᎴᎾ.,Gahlgwogi iyanii saloli * degajilv * aginohalena.,*I killed* seven squirrels when I went hunting.,,learning-to-use-the-cherokee-verb.csv
76939d98631b,ᎤᏙᏓ ᎤᏤᎵ ᏓᏆᎴᎳ * ᎠᎯᎴᎭ.*,u:do:da u:je:li̋ dagwalé:la * à:hí'le:ha *,*He's driving* his dad's car.,,cn-app-dictionary.csv
f8e2a63a08d4,ᏠᎨᏏ ᏗᏜ * ᏓᎯᎵ * ᏩᎦ.,dlo:ge̋:si dí:dla * dà:hí'li * wahga,He's *driving* the cattle toward the pasture.,,cn-app-dictionary.csv
d010514fb31f,ᎪᎱᏍᏗ ᎦᎵᏍᏓ * ᎠᎯᎸᏍᏗᎢ.*,go:hű:sdi galsda * ahí'lv̀:sdi̋:'i *,Something happened to the *steering wheel.*,,cn-app-dictionary.csv
166e7344084d,* ᎯᎯᏴᎢ * Ꮎ ᏓᏆᎴᎳ ᎢᎭᏂᎩᏒᎢ.,* hihí:yv:'i * á dagwalé:la i:háhnígì:sv̋:'i,*Leave* the car when you go back.,,cn-app-dictionary.csv
a95341732461,ᎦᏍᎩᎸ * ᎯᏝᎲᎦ * Ꮎ ᎫᎫ.,ga:sgilv̋: * hihlahv̀:ga * ná gù:gu,*Put* the bottle on the table.,,cn-app-dictionary.csv
778729a32129,ᎪᎱᏍᏗ ᏳᏍᎦᏍᏓᏁᎳ ᏥᏍᏆ‚ * ᎠᏝᏫᏗᏍᎪᎢ.*,gohű:sdi yu:sgâ:sdà:ne̋:la ji:sgwa * à:hlawi:dǐ:sgó:'i *,When something scares a bird‚ *it flies away.*,,cn-app-dictionary.csv
ba6efb48368f,ᎪᎱᏍᏗᏍ * ᎠᏝᏫᏗᏍᎩ * ᏣᏚᎵ?,gohű:sdís * ahlawi:di̋:sg * jadu:lí,Do you want *something that flies?*,,cn-app-dictionary.csv
e5ca1c195940,ᏥᏳ ᏗᏁᏟᏙᏗ ᎤᎸᏉᏓ * ᎤᏝᏫᏘᏙᏗ.*,ji:yú di:ne̋:lhdohdi u:lv̌:kwda * u:hlawi:tdóhdi̋*,He likes *to fly* a toy airplane.,,cn-app-dictionary.csv
85484046c18c,ᏂᎯᏍ * ᎭᏝᏫᏘᏗᏍᎩ * ᎯᎠ ᏥᏳ?,nihís * hahlawi:tdi̋:sgi * hi'a ji:yú,Are you *the one who flies* this plane?,,cn-app-dictionary.csv
c00ffa139353,ᏥᏈᏍᏗ ᎤᎵᏍᏓᏴᏅ ᏱᎩ * ᎠᏟᎩᏍᎪᎢ.*,tsgwi̋:sdi u:lsdà:yv́hnv̋: yi̋gi * à:hligí:sgó:'i *,When he has eaten a lot‚ *he has a nightmare.*,,cn-app-dictionary.csv
78dcdb159a9f,ᎯᎳ ᎢᎪᎯᏓ * ᎤᏟᎢᎵᏙᎴ * ᎡᏣᏍᏙᏰᏍᎬ?,hilá: i:go:hi̋:da * ù:hlî:li:dô:lé:* è:tsdo:yě:sgv̋,How long *did it take* for you to get a haircut?,,cn-app-dictionary.csv
260758c0a826,ᏗᏁᏍᎨᏍᎩ * ᎠᏟᎶᏍᏗ * ᎬᏗᏍᎪ * ᎠᏟᎶᏍᎬ * ᎢᏴ ᎤᏍᏆᎵᏍᏗ ᏯᏖᎾ.,di:hnè:sge̋:sgi * ahli:lő:sdi * gvhdi:sgô: * à:hli:ló:sgv̋:* iyv̋: u:sgwà:lsdi̋: hyahtě:na,A carpenter uses a ruler *in measuring* the place where he cut the board.,,cn-app-dictionary.csv
732d49fa76d9,* ᎠᏟᎶᏍᏗ * ᎡᏍᎩᏗᏏ.,* ahli:lő:sdi * e:sgidî:si,Hand me a *ruler.*,,cn-app-dictionary.csv
6c138bfdfb8c,ᏓᏆᎴᎳ ᎬᏗ ᎤᏩᏂᎳ ᏔᎷᎩᏍᎩ ᎨᏛ‚ * ᎤᏟᏴᏈᏛᏅᎢ.*,dagwalé:la gv̋hdi ù:wa̋:hnila talu:gì:sgi ge:tv̋ * ù:hliyvhgwidv̂:nv̌:'i *,When he hit the steel post with a car‚ *it bent.*,,cn-app-dictionary.csv
afe9fd17ff02,ᎪᎱᏍᏗ ᏯᏍᎦᏍᏓᏁ ᎠᏫ‚ * ᎠᏟᏴᏌᎾᏩᏍᏗᏍᎪᎢ.*,go:hű:sdi yasgâ:sdà:ne̋ ahwi * à:hliyv̌:sánà:wsdǐ:sgó:ʔi *,When a deer is trying to scare something‚ *it snorts.*,,cn-app-dictionary.csv
eeb22fedae70,ᏑᏟᎶᏓ ᎢᎪᎯᏓ * ᎤᎵᏣᏙᏅᎢ.*,su:hli:lő:da i:gó:hi̋:da * ù:lhjado:hnv́:'i *,He *preached* for one hour.,,cn-app-dictionary.csv
6479120fd466,ᏦᎢ ᎢᏯᏂ ᏧᏪᏥ ᎠᏂᏧᏣ ᎠᎾᎵᏣᏙᎲᏍᎩ * ᏄᎾᎵᏍᏔᏅᎢ.*,jo'i i:yáni̋: juwě:ji ani:chű:ja analhjadő:hvsgi * nù:nalstanv́:'i *,Three of his sons became *preachers.*,,cn-app-dictionary.csv
91b901101f66,ᏍᏆᏞᏍᏗ ᎤᏩᏂᎳ ᏦᎳᏂ‚ * ᎤᎵᎪᏛᏅᎢ.*,sgwà:hle̋:sdi ù:wa̋:hnila jolani * ù:lhko:dv:hnv̌:'i *,When a ball hit the window‚ *it shattered.*,,cn-app-dictionary.csv
78ec6f972d06,ᏓᏲᎯᎲ * ᏓᎵᎪᏛᏗᏍᎪ * ᎫᎫ.,dà:yo:hihv̋: * dà:lhko:tdi:sgô:* gù:gu,He *shatters* the bottles by shooting them.,,cn-app-dictionary.csv
bf4996cb6025,* ᏗᏠᏗ * ᏗᏆᏁᏟᏙᏗ ᎠᎩᎸᏉᏗ.,* di̋:hlohdi * di:gwà:né:lhdohdi̋: agilv̌:kwdi,I like to play *records.*,,cn-app-dictionary.csv
