Index,Source,Source_Long,Entry,Syllabary,Part_of_Speech,PoS,PoS_Family,Definition,Definition_Long,Cross_Reference,Plural,Plural_Syllabary,Verb_1st_Present,Verb_1st_Present_Syllabary,Verb_3rd_Past,Verb_3rd_Past_Syllabary,Verb_3rd_Present_Habitual,Verb_3rd_Present_Habitual_Syllabary,Verb_2nd_Imperative,Verb_2nd_Imperative_Syllabary,Verb_3rd_Infinitive,Verb_3rd_Infinitive_Syllabary,Entry_Tone,Plural_Tone,Verb_1st_Present_Tone,Verb_3rd_Past_Tone,Verb_3rd_Present_Habitual_Tone,Verb_2nd_Imperative_Tone,Verb_3rd_Infinitive_Tone,Audio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31753,rrd,Raven Rock Dictionary,sudetiyvda,ᏑᏕᏘᏴᏓ,n,noun,noun,Year,,,,,,,,,,,,,,,sudẹtiyvda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31754,rrd,Raven Rock Dictionary,suli,ᏑᎵ,n,noun,noun,Buzzard.; Turkey vulture.; biol. <em>Cathartes aura.</em>,,,,,,,,,,,,,,,suli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31755,rrd,Raven Rock Dictionary,sunale usvhi,ᏑᎾᎴ ᎤᏒᎯ,n,noun,noun,Tomorrow night,,,,,,,,,,,,,,,sunalẹ ụsṿhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31756,rrd,Raven Rock Dictionary,sunalei,ᏑᎾᎴᎢ,pt,particle,other,Tomorrow,,,,,,,,,,,,,,,sunalẹɁi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31757,rrd,Raven Rock Dictionary,sunaleitsa,ᏑᎾᎴᎢᏣ,pt,particle,other,Dawn,,,,,,,,,,,,,,,sunaleɁitsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31758,rrd,Raven Rock Dictionary,sundodagwasdi,ᏑᎾᏙᏓᏆᏍᏗ,n,noun,noun,A week,,,,,,,,,,,,,,,sundodạgwạsdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31759,rrd,Raven Rock Dictionary,susvhida,ᏑᏒᎯᏓ,pt,particle,other,Overnight,,,,,,,,,,,,,,,sụsṿhida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31760,rrd,Raven Rock Dictionary,sutsiloda,ᏑᏥᎶᏓ,n,noun,noun,A mile.; A gallon.; A yard (measurement).; An acre,,,,,,,,,,,,,,,sụtsịloda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31761,rrd,Raven Rock Dictionary,svdalugi,ᏒᏓᎷᎩ,n,noun,noun,A shingle,,,,,,,,,,,,,,,sṿdạlugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31762,rrd,Raven Rock Dictionary,svdiwali,ᏒᏗᏩᎵ,n,noun,noun,Raspberries.; biol. <em>Rubus spp.</em>,,,,,,,,,,,,,,,svdịwạɁli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31763,rrd,Raven Rock Dictionary,svdoni,ᏒᏙᏂ,n,noun,noun,Barrel,,,,,,,,,,,,,,,svdoɁni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31764,rrd,Raven Rock Dictionary,svgdv inage anehl,ᏒᎦᏛ ᎢᎾᎨ ᎠᏁᎵ,n,noun,noun,Crab apples.; (lit. Wild Apples) biol. <em>Malus spp.</em>,,,,,,,,,,,,,,,svgdṿ inạge anehl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31765,rrd,Raven Rock Dictionary,svgi,ᏒᎩ,n,noun,noun,Onion.; biol. <em>Allium cepa.</em>,,,,,,,,,,,,,,,svgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31766,rrd,Raven Rock Dictionary,svhiyeyhditsa,ᏒᎯᏰᏱᏗᏣ,pt,particle,other,Afternoon,,,,,,,,,,,,,,,sṿhịyẹyhdịtsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31767,rrd,Raven Rock Dictionary,svki,ᏒᎩ,n,noun,noun,Mink.; biol. <em>Neovison vison.</em>,,,,,,,,,,,,,,,svki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31768,rrd,Raven Rock Dictionary,svkta,ᏒᎦᏔ,n,noun,noun,Apple (all varieties),,,,,,,,,,,,,,,svkta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31769,rrd,Raven Rock Dictionary,svno edo nvda,ᏒᏃ ᎡᏙ ᏅᏓ,n,noun,noun,Moon,,,,,,,,,,,,,,,svnọ edo nvda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31770,rrd,Raven Rock Dictionary,tagwali,ᏔᏆᎵ,n,noun,noun,Bear grass.; Spiderwort.; Virginia spiderwort.; biol. <em>Tradescantia virginiana.</em>,,,,,,,,,,,,,,,tagwali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31771,rrd,Raven Rock Dictionary,tahlduhi,ᏔᎳᏚᎯ,adj,adjective,adjective,Twelve,,,,,,,,,,,,,,,tahldụhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31772,rrd,Raven Rock Dictionary,tahlsgewi,ᏔᎳᏍᎨᏫ,n,noun,noun,Shrew.; biol. <em>Family Soricidae.</em>,,,,,,,,,,,,,,,tahlsgewi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31773,rrd,Raven Rock Dictionary,tahlsgo sogwu,ᏔᎵᏍᎪ ᏐᏊ,adj,adjective,adjective,Twenty-one,,,,,,,,,,,,,,,tahlsgo sogwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31774,rrd,Raven Rock Dictionary,tahlsgohi,ᏔᎵᏍᎪᎯ,adj,adjective,adjective,Twenty,,,,,,,,,,,,,,,tahlsgohi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31775,rrd,Raven Rock Dictionary,tala,ᏔᎳ,n,noun,noun,Oak.; biol. <em>Quercus L.</em>,,,,,,,,,,,,,,,tạla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31776,rrd,Raven Rock Dictionary,taladu,ᏔᎳᏚ,n,noun,noun,Cricket.; biol. <em>Gryllus assimilis.</em>,,,,,,,,,,,,,,,tạladu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31777,rrd,Raven Rock Dictionary,tali,ᏔᎵ,adj,adjective,adjective,Two,,,,,,,,,,,,,,,tali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31778,rrd,Raven Rock Dictionary,taline,ᏔᎵᏁ,n,noun,noun,Tuesday,,,,,,,,,,,,,,,talịne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31779,rrd,Raven Rock Dictionary,talitsgwa,ᏔᎵᏥᏆ,adj,adjective,adjective,Two hundred,,,,,,,,,,,,,,,talịtsgwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31780,rrd,Raven Rock Dictionary,talugisgi,ᏔᎷᎩᏍᎩ,n,noun,noun,Tin.; Tin can.; Bucket,,,,,,,,,,,,,,,tạlugisgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31781,rrd,Raven Rock Dictionary,talutsa,ᏔᎷᏣ,n,noun,noun,Basket,,,,,,,,,,,,,,,tạlutsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31782,rrd,Raven Rock Dictionary,tanegwa,ᏔᏁᏆ,n,noun,noun,Mule (animal).; biol. <em>Equus asinus x Equus caballus.</em>,,,,,,,,,,,,,,,tạnegwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31783,rrd,Raven Rock Dictionary,tansi,ᏔᎾᏏ,n,noun,noun,Tennessee,,,,,,,,,,,,,,,tansi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31784,rrd,Raven Rock Dictionary,tawod egwa,ᏔᏬᏗ ᎡᏆ,n,noun,noun,Red-tailed hawk.; biol. <em>Buteo jamaicensis.</em>,,,,,,,,,,,,,,,tạwodɁ egwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31785,rrd,Raven Rock Dictionary,tawodi,ᏔᏬᏗ,n,noun,noun,Hawk.; biol. <em>Buteo spp.</em>,,,,,,,,,,,,,,,tạwodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31786,rrd,Raven Rock Dictionary,taya,ᏔᏯ,n,noun,noun,Cherry.; biol. <em>Prunus spp.</em>,,,,,,,,,,,,,,,taya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31787,rrd,Raven Rock Dictionary,taya inagei,ᏔᏯ ᎢᎾᎨᎢ,n,noun,noun,Wild cherry.; biol. <em>Prunus pensylvanica.</em>,,,,,,,,,,,,,,,tayạ ịnạgeɁi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31788,rrd,Raven Rock Dictionary,tayuhali,ᏔᏳᎭᎵ,n,noun,noun,Fence lizard.; Pine lizard.; biol. <em>Sceloporus undulatus.</em>,,,,,,,,,,,,,,,tạyuhali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31789,rrd,Raven Rock Dictionary,telvladi,ᏖᎸᎳᏗ,n,noun,noun,Fox grapes.; Wild grapes.; biol. <em>Vitis labrusca.</em>,,,,,,,,,,,,,,,tẹlṿ³ladi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31790,rrd,Raven Rock Dictionary,tili,ᏘᎵ,n,noun,noun,Chestnut.; American chestnut.; biol. <em>Castanea dentata.</em>,,,,,,,,,,,,,,,tili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31791,rrd,Raven Rock Dictionary,tili asuyi gadu,ᏘᎵ ᎠᏑᏱ ᎦᏚ,n,noun,noun,Chestnut bread,,,,,,,,,,,,,,,tịlị ạsuyị gadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31792,rrd,Raven Rock Dictionary,tina,ᏘᎾ,n,noun,noun,Lice.; biol. <em>Family Aphididae.</em>,,,,,,,,,,,,,,,tina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31793,rrd,Raven Rock Dictionary,togiyasdi,ᏙᎩᏯᏍᏗ,n,noun,noun,"Asheville, N.C.",,,,,,,,,,,,,,,togịyasdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31794,rrd,Raven Rock Dictionary,tohitsgwa,ᏙᎯᏥᏆ,n,noun,noun,Grasshopper.; biol. <em>Order Orthoptera.</em>,,,,,,,,,,,,,,,tohịtsgwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31795,rrd,Raven Rock Dictionary,tohldiyusdi,ᏙᎳᏗᏳᏍᏗ,n,noun,noun,Spiny amaranth.; biol. <em>Amaranthus spinosus.</em>,,,,,,,,,,,,,,,tohldịyụsdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31796,rrd,Raven Rock Dictionary,tolatsi,ᏙᎳᏥ,n,noun,noun,Grasshopper.; biol. <em>Order Orthoptera.</em>,,,,,,,,,,,,,,,tolạtsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31797,rrd,Raven Rock Dictionary,toleda,ᏙᎴᏓ,n; gn,"noun, gn",noun,Burlap sack.; Bear nettle,,,,,,,,,,,,,,,toleda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31798,rrd,Raven Rock Dictionary,totsuwa,ᏙᏧᏩ,n,noun,noun,Red bird.; Cardinal.; biol. <em>Cardinalis cardinalis.</em>,,,,,,,,,,,,,,,totsuwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31799,rrd,Raven Rock Dictionary,tsadanugi,ᏣᏓᏄᎩ,n,noun,noun,Chattanooga,,,,,,,,,,,,,,,tsạdạnugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31800,rrd,Raven Rock Dictionary,tsagwolde,ᏣᏉᎳᏕ,n,noun,noun,Bluebird.; Eastern bluebird.; biol. <em>Sialia sialis.</em>,,,,,,,,,,,,,,,tsagwolde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31801,rrd,Raven Rock Dictionary,tsahlsdoni,ᏣᎵᏍᏙᏂ,n,noun,noun,"Bryson City, North Carolina",,,,,,,,,,,,,,,tsahlsdoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31802,rrd,Raven Rock Dictionary,tsahno,ᏣᏃ,pt,particle,other,No,,,,,,,,,,,,,,,tsahno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31803,rrd,Raven Rock Dictionary,tsahyiga,ᏣᏱᎦ,n,noun,noun,Poke salad.; Pokeweed.; Poke.; biol. <em>Phytolacca americana.</em>,,,,,,,,,,,,,,,tsahyịga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31804,rrd,Raven Rock Dictionary,tsalohi,ᏣᎶᎯ,n,noun,noun,Kingfisher.; Belted kingfisher.; biol. <em>Megaceryle alcyon.</em>,,,,,,,,,,,,,,,tsalọhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31805,rrd,Raven Rock Dictionary,tsamaha,ᏣᎹᎭ,n,noun,noun,Bat.; biol. <em>Family Vespertilionidae.</em>,,,,,,,,,,,,,,,tsamạha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31806,rrd,Raven Rock Dictionary,tsanela,ᏣᏁᎳ,adj,adjective,adjective,Eight,,,,,,,,,,,,,,,tsanela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31807,rrd,Raven Rock Dictionary,tsanenv,ᏣᏁᏅ,n,noun,noun,Skink.; biol. <em>Family Scincidae.</em>,,,,,,,,,,,,,,,tsạnenv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31808,rrd,Raven Rock Dictionary,tsanosi,ᏣᏃᏏ,n,noun,noun,Rhinoceros,,,,,,,,,,,,,,,tsanosi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31809,rrd,Raven Rock Dictionary,tsanusi,ᏣᏄᏏ,n,noun,noun,Leech.; biol. <em>Class Hirudinea.</em>,,,,,,,,,,,,,,,tsanusi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31810,rrd,Raven Rock Dictionary,tsanusi,ᏣᏄᏏ,n,noun,noun,"Murphy, N.C.",,,,,,,,,,,,,,,tsạnusi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31811,rrd,Raven Rock Dictionary,tsatsiya,ᏣᏥᏯ,n,noun,noun,Georgia,,,,,,,,,,,,,,,tsạtsịya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31812,rrd,Raven Rock Dictionary,tsayga,ᏣᏱᎦ,n,noun,noun,Blue jay.; biol. <em>Cyanocitta cristata.</em>,,,,,,,,,,,,,,,tsạyga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31813,rrd,Raven Rock Dictionary,tsgayi,ᏣᎦᏱ,n,noun,noun,Yellow jacket.; biol. <em>Vespula maculifrons.</em>,,,,,,,,,,,,,,,tsgayɁi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31814,rrd,Raven Rock Dictionary,tsgili,ᏥᎩᎵ,n,noun,noun,Long-eared owl.; biol. <em>Asio otus.</em>; Witch.; Ghost.; Night traveler,,,,,,,,,,,,,,,tsgili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31815,rrd,Raven Rock Dictionary,tsgoyi anesgilvvsgi,ᏥᎪᏱ ᎠᏁᏍᎩᎸᎥᏍᎩ,n,noun,noun,Caterpillar,,,,,,,,,,,,,,,tsgoyị ạnesgịlvɁṿsgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31816,rrd,Raven Rock Dictionary,tsgwisda,ᏥᏍᏈᏍᏓ,adj,adjective,adjective,A great deal of.; A lot.; Many,,,,,,,,,,,,,,,tsgwịsda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31817,rrd,Raven Rock Dictionary,tsidaga,ᏥᏓᎦ,n,noun,noun,Chicken.; biol. <em>Gallus gallus domesticus.</em>,,,,,,,,,,,,,,,tsịdaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31818,rrd,Raven Rock Dictionary,tsigigi,ᏥᎩᎩ,n,noun,noun,Katydid.; biol. <em>Family Tettigoniidae.</em>,,,,,,,,,,,,,,,tsịgigi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31819,rrd,Raven Rock Dictionary,tsigilili,ᏥᎩᎵᎵ,n,noun,noun,Chickadee.; biol. <em>Poecile carolinensis.</em>,,,,,,,,,,,,,,,tsịgịlili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31820,rrd,Raven Rock Dictionary,tsigtsa,ᏥᎦᏣ,n,noun,noun,Song sparrow.; biol. <em>Melospiza melodia.</em>,,,,,,,,,,,,,,,tsigtsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31821,rrd,Raven Rock Dictionary,tsisdetsi,ᏥᏍᏕᏥ,n,noun,noun,Mouse.; Rat.; biol. <em>Rattus spp.</em>,,,,,,,,,,,,,,,tsisdetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31822,rrd,Raven Rock Dictionary,tsisdu,ᏥᏍᏚ,n,noun,noun,Rabbit.; Eastern cottontail.; biol. <em>Sylvilagus floridanus.</em>,,,,,,,,,,,,,,,tsịsdu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31823,rrd,Raven Rock Dictionary,tsisdu sgidati,ᏥᏍᏚ ᏍᎩᏓᏘ,n,noun,noun,Cotton grass.; Rabbit's tail.; biol. <em>Eriophorum spp.</em>,,,,,,,,,,,,,,,tsisdụ sgidạti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31824,rrd,Raven Rock Dictionary,tsisdvna,ᏥᏍᏛᎾ,n,noun,noun,"Crayfish, green.; Crayfish, brown",,,,,,,,,,,,,,,tsịsdvna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31825,rrd,Raven Rock Dictionary,tsisgogili,ᏥᏍᎪᎩᎵ,n,noun,noun,"Crayfish, red",,,,,,,,,,,,,,,tsịsgogịli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31826,rrd,Raven Rock Dictionary,tsisgwa,ᏥᏍᏆ,n,noun,noun,Bird,,,,,,,,,,,,,,,tsisgwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31827,rrd,Raven Rock Dictionary,tsisgwagawonisgi,ᏥᏍᏆᎦᏬᏂᏍᎩ,n,noun,noun,Parrot,,,,,,,,,,,,,,,tsisgwagạwọɁnịsgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31828,rrd,Raven Rock Dictionary,tsisgwalvna,ᏥᏍᏆᎸᎾ,n,noun,noun,Humblehead (fish).; biol. <em>Cottus spp.</em>,,,,,,,,,,,,,,,tsịsgwạlvna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31829,rrd,Raven Rock Dictionary,tsisgwaya,ᏥᏍᏆᏯ,n,noun,noun,Sparrow.; House sparrow.; biol. <em>Passer domesticus.</em>,,,,,,,,,,,,,,,tsisgwaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31830,rrd,Raven Rock Dictionary,tsisgwenutsv,ᏥᏍᏇᏄᏨ,n,noun,noun,Downy woodpecker.; biol. <em>Dryobates pubescens.</em>,,,,,,,,,,,,,,,tsisgwẹnutsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31831,rrd,Raven Rock Dictionary,tsisgwogwo,ᏥᏍᏉᏉ,n,noun,noun,Robin.; American robin.; biol. <em>Turdus migratorius.</em>,,,,,,,,,,,,,,,tsisgwogwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31832,rrd,Raven Rock Dictionary,tsisgwohi,ᏥᏍᏉᎯ,n,noun,noun,Birdtown,,,,,,,,,,,,,,,tsịsgwohi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31833,rrd,Raven Rock Dictionary,tsitsi,ᏥᏥ,n,noun,noun,Cotton thistle.; Scotch thistle.; Dart (for a blow gun).; biol. <em>Onopordum acanthium.</em>,,,,,,,,,,,,,,,tsitsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31834,rrd,Raven Rock Dictionary,tsiyo,ᏥᏲ,n,noun,noun,Otter.; biol. <em>Lontra canadensis.</em>,,,,,,,,,,,,,,,tsiyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31835,rrd,Raven Rock Dictionary,tsiyohi,ᏥᏲᎯ,n,noun,noun,Robbinsville,,,,,,,,,,,,,,,tsiyọhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31836,rrd,Raven Rock Dictionary,tsiyu,ᏥᏳ,n,noun,noun,"Canoe.; Boat.; Airplane.; Yellow poplar, Tuliptree, Tulip poplar; biol. <em>Liriodendron tulipifera.</em>",,,,,,,,,,,,,,,tsiyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31837,rrd,Raven Rock Dictionary,tsodalv nvya,ᏦᏓᎸ ᏅᏯ,n,noun,noun,"Stone Mountain, GA",,,,,,,,,,,,,,,tsodạlṿ nṿɁya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31838,rrd,Raven Rock Dictionary,tsogadu iyanvda,ᏦᎦᏚ ᎢᏯᏅᏓ,n,noun,noun,"Thirteen months (a traditional year).; Year, traditional",,,,,,,,,,,,,,,tsọgạdụ ịyạnvda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31839,rrd,Raven Rock Dictionary,tsogaduhi,ᏦᎦᏚᎯ,adj,adjective,adjective,Thirteen,,,,,,,,,,,,,,,tsogạdụhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31840,rrd,Raven Rock Dictionary,tsogesi,ᏦᎨᏏ,n,noun,noun,Field,,,,,,,,,,,,,,,tsọgesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31841,rrd,Raven Rock Dictionary,tsogi,ᏦᎩ,pt,particle,other,Upstream,,,,,,,,,,,,,,,tsogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31842,rrd,Raven Rock Dictionary,tsohla,ᏦᎳ,n,noun,noun,Scarlet tanager.; biol. <em>Piranga olivacea.</em>,,,,,,,,,,,,,,,tsohla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31843,rrd,Raven Rock Dictionary,tsoi,ᏦᎢ,adj,adjective,adjective,Three,,,,,,,,,,,,,,,tsoɁi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31844,rrd,Raven Rock Dictionary,tsoine iga,ᏦᎢᏁ ᎢᎦ,n,noun,noun,Wednesday,,,,,,,,,,,,,,,tsoɁịne⁴ iga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31845,rrd,Raven Rock Dictionary,tsola,ᏦᎳ,n,noun,noun,Tobacco.; biol. <em>Nicotiana tabacum.</em>,,,,,,,,,,,,,,,tsola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31846,rrd,Raven Rock Dictionary,tsola agayvli,ᏦᎳ ᎠᎦᏴᎵ,n,noun,noun,Booger tobacco.; Aztec tobacco.; biol. <em>Nicotina rustica.</em>,,,,,,,,,,,,,,,tsolạ ạgạyvli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31847,rrd,Raven Rock Dictionary,tsola asdayhtanvhi,ᏦᎳ ᎠᏍᏓᏯᏔᏅᎯ,n,noun,noun,"Tobacco, plug of",,,,,,,,,,,,,,,tsolạ ạsdạyhtạnṿhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31848,rrd,Raven Rock Dictionary,tsola ganudeyohlvhi,ᏦᎳ ᎦᏄᏕᏲᎸᎯ,n,noun,noun,"Tobacco, twist of",,,,,,,,,,,,,,,tsolạ gạnudeyohlṿhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31849,rrd,Raven Rock Dictionary,tsola uwosgili,ᏦᎳ ᎤᏬᏍᎩᎵ,n,noun,noun,Snuff,,,,,,,,,,,,,,,tsolạ ụwosgịli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31850,rrd,Raven Rock Dictionary,tsolani,ᏦᎳᏂ,n,noun,noun,Window pane,,,,,,,,,,,,,,,tsolạni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31851,rrd,Raven Rock Dictionary,tsoosgohi,ᏦᎣᏍᎪᎯ,adj,adjective,adjective,Thirty,,,,,,,,,,,,,,,tsoɁọsgohi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31852,rrd,Raven Rock Dictionary,tsosdahlinvtsi,ᏦᏍᏓᎵᏅᏥ,n,noun,noun,"Brothers, we are",,,,,,,,,,,,,,,tsọsdahlịnvtsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31853,rrd,Raven Rock Dictionary,tsoyaga,ᏦᏯᎦ,n,noun,noun,Bank swallow.; biol. <em>Riparia riparia.</em>,,,,,,,,,,,,,,,tsoyạga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31854,rrd,Raven Rock Dictionary,tsudegi,ᏧᏕᎩ,n,noun,noun,Pitcher (baseball),,,,,,,,,,,,,,,tsụdegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31855,rrd,Raven Rock Dictionary,tsudesvnali,ᏧᏕᏒᎾᎵ,n,noun,noun,Vireo.; Red-eyed vireo.; biol. <em>Vireo olivaceus.</em>,,,,,,,,,,,,,,,tsụdesṿnali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31856,rrd,Raven Rock Dictionary,tsudigwantsi,ᏧᏗᏆᏅᏥ,n,noun,noun,Barn swallow.; biol. <em>Hirundo rustica.</em>,,,,,,,,,,,,,,,tsudịgwantsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31857,rrd,Raven Rock Dictionary,tsudigwasdi,ᏧᏗᏆᏍᏗ,n,noun,noun,Peacock,,,,,,,,,,,,,,,tsụdịgwasdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31858,rrd,Raven Rock Dictionary,tsudulodi,ᏧᏚᎶᏗ,n,noun,noun,Harelip.; Split lip,,,,,,,,,,,,,,,tsụdulodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31859,rrd,Raven Rock Dictionary,tsudvnohidv,ᏧᏛᏃᎯᏛ,n,noun,noun,Sheets,,,,,,,,,,,,,,,tsudṿnohịdv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31860,rrd,Raven Rock Dictionary,tsuganonv,ᏧᎦᏃᏅ,n,noun,noun,Ash (tree).; biol. <em>Fraxinus L.</em>,,,,,,,,,,,,,,,tsugạnonv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
