Index,Source,Source_Long,Entry,Syllabary,Part_of_Speech,PoS,PoS_Family,Definition,Definition_Long,Cross_Reference,Plural,Plural_Syllabary,Verb_1st_Present,Verb_1st_Present_Syllabary,Verb_3rd_Past,Verb_3rd_Past_Syllabary,Verb_3rd_Present_Habitual,Verb_3rd_Present_Habitual_Syllabary,Verb_2nd_Imperative,Verb_2nd_Imperative_Syllabary,Verb_3rd_Infinitive,Verb_3rd_Infinitive_Syllabary,Entry_Tone,Plural_Tone,Verb_1st_Present_Tone,Verb_3rd_Past_Tone,Verb_3rd_Present_Habitual_Tone,Verb_2nd_Imperative_Tone,Verb_3rd_Infinitive_Tone,Audio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,cn,Cherokee Nation,usvhiulosvsdi,ᎤᏒᎯᎤᎶᏒᏍᏗ,,,,Day or so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,cn,Cherokee Nation,usvnilv,ᎤᏒᏂᎸ,,,,Touched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,cn,Cherokee Nation,utayoselv,ᎤᏔᏲᏎᎸ,,,,At request of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,cn,Cherokee Nation,utsoasedi,ᎤᏦᎠᏎᏗ,,,,Trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559,cn,Cherokee Nation,utsosdinigvhnanv,ᎤᏦᏍᏗᏂᎬᎿᏅ,,,,Technical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,cn,Cherokee Nation,uwagudidisv,ᎤᏩᎫᏗᏗᏒ,,,,Thereafter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,cn,Cherokee Nation,uwagudidisv,ᎤᏩᎫᏗᏗᏒ,,,,By and by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,cn,Cherokee Nation,uwenawisgv,ᎤᏪᎾᏫᏍᎬ,,,,Tremble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,cn,Cherokee Nation,uwonisvgi,ᎤᏬᏂᏒᎩ,,,,Talked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,cn,Cherokee Nation,uyotsvhi,ᎤᏲᏨᎯ,,,,Trash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,cn,Cherokee Nation,uyuquadisgv,ᎤᏳᏆᏗᏍᎬ,,,,Toothache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,cn,Cherokee Nation,vdatinelv,ᎥᏓᏘᏁᎸ,,,,Token,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,cn,Cherokee Nation,vtlagidigadanilvga,ᎥᏝᎩᏗᎦᏓᏂᎸᎦ,,,,Cannot accept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,cn,Cherokee Nation,vtlanasgiyinusdi,ᎥᏝᎾᏍᎩᏱᏄᏍᏗ,,,,But this is not so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,cn,Cherokee Nation,vtlanasgiyinusdidana,ᎥᏝᎾᏍᎩᏱᏄᏍᏗᏓᎾ,,,,But this is not the case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,cn,Cherokee Nation,vtlayalisgolvdi,ᎥᏝᏯᎵᏍᎪᎸᏗ,,,,Does not allow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,cn,Cherokee Nation,vtlayikaneisdi,ᎥᏝᏱᎧᏁᎢᏍᏗ,,,,Does not suggest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,cn,Cherokee Nation,vyugiunagasesdi,ᎥᏳᎩᎤᎾᎦᏎᏍᏗ,,,,Board of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,cn,Cherokee Nation,wadinvdi,ᏩᏗᏅᏗ,,,,Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,cn,Cherokee Nation,wadiyi,ᏩᏗᏱ,,,,Transmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,cn,Cherokee Nation,walosi,ᏩᎶᏏ,,,,Toad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,cn,Cherokee Nation,wanai,ᏩᎾᎢ,,,,Tender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,cn,Cherokee Nation,watsialiyilisv,ᏩᏥᎠᎵᏱᎵᏒ,,,,O'clock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,cn,Cherokee Nation,weladiyvi,ᏪᎳᏗᏴᎢ,,,,As low as possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,cn,Cherokee Nation,widayohisdi,ᏫᏓᏲᎯᏍᏗ,,,,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,cn,Cherokee Nation,widuyugodv,ᏫᏚᏳᎪᏛ,,,,Tendency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,cn,Cherokee Nation,widuyugodv,ᏫᏚᏳᎪᏛ,,,,Toward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,cn,Cherokee Nation,winanigvi,ᏫᎾᏂᎬᎢ,,,,As many as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,cn,Cherokee Nation,winanigviga,ᏫᎾᏂᎬᎢᎦ,,,,As many as possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,cn,Cherokee Nation,winiduyugodv,ᏫᏂᏚᏳᎪᏛ,,,,Towards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,cn,Cherokee Nation,winiduyugodvna,ᏫᏂᏚᏳᎪᏛᎾ,,,,No way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,cn,Cherokee Nation,winigatsihihv,ᏫᏂᎦᏥᎯᎲ,,,,As far as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,cn,Cherokee Nation,winigatsihihvaselv,ᏫᏂᎦᏥᎯᎲᎠᏎᎸ,,,,As far as it lies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,cn,Cherokee Nation,winigatsihihviga,ᏫᏂᎦᏥᎯᎲᎢᎦ,,,,As much as possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,cn,Cherokee Nation,winigatsihihviyv,ᏫᏂᎦᏥᎯᎲᎢᏴ,,,,As far as possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,cn,Cherokee Nation,winigatsihihvyadvhna,ᏫᏂᎦᏥᎯᎲᏯᏛᎿ,,,,As far as that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,cn,Cherokee Nation,winigatsiihviga,ᏫᏂᎦᏥᎢᎲᎢᎦ,,,,By all means,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,cn,Cherokee Nation,winitsatsetsvhv,ᏫᏂᏣᏤᏨᎲ,,,,As far as you can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,cn,Cherokee Nation,wiwadvhv,ᏫᏩᏛᎲ,,,,Call upon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,cn,Cherokee Nation,wudinvsv,ᏭᏗᏅᏒ,,,,Threw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,cn,Cherokee Nation,wudinvsvgi,ᏭᏗᏅᏒᎩ,,,,Thrown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596,cn,Cherokee Nation,wududayohiselv,ᏭᏚᏓᏲᎯᏎᎸ,,,,Transferred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,cn,Cherokee Nation,wunadegvi,ᏭᎾᏕᎬᎢ,,,,Throwing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,cn,Cherokee Nation,yadanadvlisgo,ᏯᏓᎾᏛᎵᏍᎪ,,,,Can you think,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,cn,Cherokee Nation,yadvhna,ᏯᏛᎿ,,,,Thence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,cn,Cherokee Nation,yanvdadaquusgo,ᏯᏅᏓᏓᏊᏍᎪ,,,,Can you recollect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,cn,Cherokee Nation,yeliquuatlanvdadisgv,ᏰᎵᏊᎠᏝᏅᏓᏗᏍᎬ,,,,Ample time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,cn,Cherokee Nation,yeliquusgoyanvdada,ᏰᎵᏊᏍᎪᏯᏅᏓᏓ,,,,Can you think of any,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,cn,Cherokee Nation,yeliquusgoyihvga,ᏰᎵᏊᏍᎪᏱᎲᎦ,,,,Can you give,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,cn,Cherokee Nation,yeliquuyinulinigvga,ᏰᎵᏊᏱᏄᎵᏂᎬᎦ,,,,Could be able,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,cn,Cherokee Nation,yiniulistane,ᏱᏂᎤᎵᏍᏔᏁ,,,,As might have been,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,cn,Cherokee Nation,yiniwisgo,ᏱᏂᏫᏍᎪ,,,,Can you state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,cn,Cherokee Nation,yinvgetsadula,ᏱᏅᎨᏣᏚᎳ,,,,As you may desire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608,cn,Cherokee Nation,yuquuhadelohosv,ᏳᏊᎭᏕᎶᎰᏒ,,,,As soon as you know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,cn,Cherokee Nation,yvwiditinidohi,ᏴᏫᏗᏘᏂᏙᎯ,,,,Stage coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,cnld,CN Language Documents,ada dinisgogisgi,ᎠᏓ ᏗᏂᏍᎪᎩᏍᎩ,n,noun,noun,Long-horned  Beetle;  <em> Cerambycidae</em>; Insect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,cnld,CN Language Documents,Adaho,ᎠᏓᎰ,n,noun,noun,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,cnld,CN Language Documents,adanesdali,ᎠᏓᏁᏍᏓᎵ,n,noun,noun,Caterpillar; <em> Lepidoptera</em>;  Larva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,cnld,CN Language Documents,agaluga,ᎠᎦᎷᎦ,n,noun,noun,whirlwind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,cnld,CN Language Documents,agasgi ale gutisgi,ᎠᎦᏍᎩ ᎠᎴ ᎫᏘᏍᎩ,n,noun,noun,rain and snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,cnld,CN Language Documents,agola,ᎠᎪᎳ,n,noun,noun,Bluegill; biol. <em> Lepomis macrochirus</em>; Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,cnld,CN Language Documents,agola,ᎠᎪᎳ,n,noun,noun,Crappie; biol. <em> Pomoxis</em>; Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,cnld,CN Language Documents,agola,ᎠᎪᎳ,n,noun,noun,Yellow Perch; biol. <em> Perca flavescens</em>; Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,cnld,CN Language Documents,ahlihyoluhvsgii,ᎠᏟᏲᎷᎲᏍᎩᎢ,n,noun,noun,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,cnld,CN Language Documents,Ahno kamama,ᎠᏃ ᎧᎹᎹ,n,noun,noun,Pipevine Swallowtail; biol. <em> Battus philenor</em>; butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,cnld,CN Language Documents,ahyvdaqualosgi,ᎠᏴᏓᏆᎶᏍᎩ,n,noun,noun,Trillium; biol. <em> Melanthiaceae</em>; Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,cnld,CN Language Documents,ajadi gigage,ᎠᏣᏗ  ᎩᎦᎨ,n,noun,noun,Sunfish (Pumpkinseed); biol. <em> Lepomis gibbosus</em>; Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,cnld,CN Language Documents,ajadi golu,ᎠᏣᏗ ᎪᎷ,n,noun,noun,Fish crow; biol. <em>Corvus ossifragus</em>; Crow/Raven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,cnld,CN Language Documents,Akilo kamama,ᎠᎩᎶ ᎧᎹᎹ,n,noun,noun,Zebra Swallowtail; biol. <em> Protographium marcellus </em>; butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,cnld,CN Language Documents,Alasga,ᎠᎳᏍᎦ,n,noun,noun,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,cnld,CN Language Documents,Alini kamama,ᎠᎵᏂ ᎧᎹᎹ,n,noun,noun,American Copper; biol.<em> Lycaena phlaeas</em>; butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,cnld,CN Language Documents,alitsinosga,ᎠᎵᏥᏃᏍᎦ,n,noun,noun,Painted bunting; biol. <em>Passerina ciris</em>; Songbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,cnld,CN Language Documents,amequohi  edohv agaluga,ᎠᎺᏉᎯ ᎡᏙᎲ ᎠᎦᎷᎦ,n,noun,noun,hurricane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,cnld,CN Language Documents,anatsisdaluga,ᎠᎾᏥᏍᏓᎷᎦ,n,noun,noun,"Lightning Bug,  Firefly;  <em> Coleoptera</em>;  Insect",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,cnld,CN Language Documents,ani inage ehi,ᎠᏂ ᎢᎾᎨ ᎡᎯ,n,noun,noun,Wild Strawberry;biol. <em> Fragaria vesca</em> ; Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,cnld,CN Language Documents,ani yusdi,ᎠᏂ ᏳᏍᏗ,n,noun,noun,Oldfield Strawberry; Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,cnld,CN Language Documents,anigola jun(a)tana,ᎠᏂᎪᎳ ᏧᎾᏔᎾ,n,noun,noun,Black Perch; biol. <em> Embiotoca jacksoni</em>; Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,cnld,CN Language Documents,anigosdayi,ᎠᏂᎪᏍᏓᏱ,n,noun,noun,Chimney swift; biol. <em>Chaetura pelagic</em>; Songbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,cnld,CN Language Documents,anvdatagi,ᎠᏅᏓᏔᎩ,n,noun,noun,Gnat; <em>  Nematocera</em>;   Insect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,cnld,CN Language Documents,asdutlitsido,ᎠᏍᏚᏟᏥᏙ,n,noun,noun,drizzle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,cnld,CN Language Documents,asohyologila,ᎠᏐᏲᎶᎩᎳ,n,noun,noun,wall cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,cnld,CN Language Documents,atitsi,ᎠᏘᏥ,n,noun,noun,Water Strider; <em> Gerridae</em>;    Insect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,cnld,CN Language Documents,atsadi galidi,ᎠᏣᏗ ᎦᎵᏗ,n,noun,noun,Wild Mint; biol. <em> Mentha canadensis</em> ; Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,cnld,CN Language Documents,Atse Hamisv,ᎠᏤ ᎭᎻᏒ,n,noun,noun,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,cnld,CN Language Documents,Atse Tsvsi,ᎠᏤ ᏨᏏ,n,noun,noun,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,cnld,CN Language Documents,atsila amayi uduhi,ᎠᏥᎳ ᎠᎹᏱ ᎤᏚᎯ,n,noun,noun,Watercress; biol. <em> Nasturtium officinale</em> ; Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,cnld,CN Language Documents,atsisgvhnage,ᎠᏥᏍᎬᎿᎨ,n,noun,noun,Buffalo Fish; biol. <em> Ictiobus cyprinellus</em>; Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,cnld,CN Language Documents,awohali awoduhi jugidatli,ᎠᏬᎭᎵ ᎠᏬᏚᎯ ᏧᎩᏓᏟ,n,noun,noun,Golden eagle; biol. <em>Aquila chrysaeto</em>; Raptor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,cnld,CN Language Documents,awohali iyusdi,ᎠᏬᎭᎵ ᎢᏳᏍᏗ,n,noun,noun,Redstart; biol. <em> Setophaga ruticilla</em>; Songbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,cnld,CN Language Documents,Ayawa,ᎠᏯᏩ,n,noun,noun,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,cnld,CN Language Documents,ayehli  ale gageda  gutisgi,ᎠᏰᏟ ᎠᎴ ᎦᎨᏓ ᎫᏘᏍᎩ,n,noun,noun,moderate to heavy snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,cnld,CN Language Documents,dagulida,ᏓᎫᎵᏓ,n,noun,noun,Blue goose; biol. <em>Chen caerulescens</em>; Waterfowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,cnld,CN Language Documents,daksi uwoyi,ᏓᎦᏏ ᎤᏬᏱ,n,noun,noun,Galax; biol. <em> Galax urceolata</em>; Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,cnld,CN Language Documents,dakwsani ulisi,ᏓᏈᏌᏂ ᎤᎵᏏ,n,noun,noun,Wild turnip.; biol.  <em> Arisaema triphyllum</em> ; Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,cnld,CN Language Documents,dala (amasgoni),ᏓᎳ (ᎠᎹᏍᎪᏂ),n,noun,noun,Tree Frog; biol. <em>Hyla versicolor</em>; Amphibian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,cnld,CN Language Documents,daloge,ᏓᎶᎨ,n,noun,noun,Hogsucker; biol. <em> Hypentelium nigricans</em>; Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,cnld,CN Language Documents,danuga,ᏓᏄᎦ,n,noun,noun,Alligator Gar; biol. <em> Atractosteus spatula</em>; Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,cnld,CN Language Documents,datluga,ᏓᏡᎦ,n,noun,noun,Yellow-billed cuckoo (Raincrow); biol. <em>Coccyzus americanus</em>; Songbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,cnld,CN Language Documents,dayowanulida,ᏓᏲᏩᏄᎵᎠ,n,noun,noun,freezing rain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,cnld,CN Language Documents,degaligv,ᏕᎦᎵᎬ,n,noun,noun,wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,cnld,CN Language Documents,deganohugi,ᏕᎦᏃᎱᎩ,n,noun,noun,flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,cnld,CN Language Documents,dehalige wadaga,ᏕᎭᎵᎨ ᏩᏓᎦ,n,noun,noun,Purple finch; biol. <em> Haemorhous purpureus</em>; Songbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657,cnld,CN Language Documents,Delawei,ᏕᎳᏪᎢ,n,noun,noun,Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,cnld,CN Language Documents,didanisisgi,ᏗᏓᏂᏏᏍᎩ,n,noun,noun,Cicada Killer Wasp; <em> Sphecius speciosus</em>;Insect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,cnld,CN Language Documents,digada'anuida,ᏗᎦᏓᎠᏄᎢᏓ,n,noun,noun,Hen harrier (Marsh Hawk); biol. <em>Circus cyaneu</em>; Raptor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660,cnld,CN Language Documents,digadonvnida (ayosgi),ᏗᎦᏙᏅᏂᏓ (ᎠᏲᏍᎩ),n,noun,noun,Red-tailed hawk; biol. <em> Buteo jamaicensis</em>; Raptor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,cnld,CN Language Documents,digagwani,ᏗᎦᏆᏂ,n,noun,noun,American coot; biol. <em>Fulica americana</em>; Waterfowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,cnld,CN Language Documents,digatsigi (digatisgi),ᏗᎦᏥᎩ (ᏗᎦᏘᏍᎩ),n,noun,noun,Red-shouldered hawk; biol. <em>Buteo lineatus</em>; Raptor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,cnld,CN Language Documents,digi,ᏗᎩ,n,noun,noun,Ring-billed gull; biol. <em>Larus delawarensis</em>; Shorebird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664,cnld,CN Language Documents,digutisgi,ᏗᎫᏘᏍᎩ,n,noun,noun,snow showers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,cnld,CN Language Documents,dilisdodi,ᏗᎵᏍᏙᏗ,n,noun,noun,Scissortail flycatcher; biol. <em>Tyrannus forficatus</em>; Songbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,cnld,CN Language Documents,dilisdohdi,ᏗᎵᏍᏙᏗ,n,noun,noun,Water Spider; Arachnid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,cnld,CN Language Documents,dinisvgi,ᏗᏂᏒᎩ,n,noun,noun,Wheel Bug;  <em> Arilus cristatus</em>;   Insect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,cnld,CN Language Documents,dinisvgi,ᏗᏂᏒᎩ,n,noun,noun,Water Turtle (Red-eared slider); biol. <em> Trachemys scripta elegans</em>; Reptile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,cnld,CN Language Documents,disi,ᏗᏏ,n,noun,noun,Blue-grey gnatcatcher; biol. <em>Polioptila caerulea</em>; Songbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670,cnld,CN Language Documents,ditihlidisdi,ᏗᏘᏟᏗᏍᎩ,n,noun,noun,Eastern Glass Lizard; biol. <em>Ophisaurus ventralis</em>; Reptile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,cnld,CN Language Documents,ditlonesgi,ᏗᏠᏁᏍᎩ,n,noun,noun,Maple; biol. <em> Acer</em>; Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
