Index,Source,Entry,Syllabary,Part_of_Speech,PoS,PoS_Family,Definition,Cross_Reference,Entry_Tone,Other_Forms,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28924,noq,udanulvhi,ᎤᏓᏄᎸᎯ,,,,lazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28925,noq,udanvdi,ᎤᏓᏅᏗ,,,,kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28926,noq,udanvdi,ᎤᏓᏅᏗ,,,,pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28927,noq,udanvgalisadv,ᎤᏓᏅᎦᎵᏌᏛ,,,,purely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28928,noq,udanvgalvda,ᎤᏓᏅᎦᎸᏓ,,,,sanitary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28929,noq,udanvgalvda,ᎤᏓᏅᎦᎸᏓ,,,,clean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28930,noq,udanvgalvda,ᎤᏓᏅᎦᎸᏓ,,,,neat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28931,noq,udanvgalvda,ᎤᏓᏅᎦᎸᏓ,,,,pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28932,noq,udanvnv,ᎤᏓᏅᏅ,,,,column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28933,noq,udanvnv,ᎤᏓᏅᏅ,,,,row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28934,noq,udanvsv,ᎤᏓᏅᏒ,,,,moved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28935,noq,udanvtedi,ᎤᏓᏅᏖᏗ,,,,worries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28936,noq,udanvtedi,ᎤᏓᏅᏖᏗ,,,,sense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28937,noq,udanvtedisgi,ᎤᏓᏅᏖᏗᏍᎩ,,,,nervous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28938,noq,udanvtedisgi,ᎤᏓᏅᏖᏗᏍᎩ,,,,uneasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28939,noq,udanvtedisgv,ᎤᏓᏅᏖᏗᏍᎬ,,,,worrying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28940,noq,udanvtedodi,ᎤᏓᏅᏖᏙᏗ,,,,sigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28941,noq,udanvtehisadv,ᎤᏓᏅᏖᎯᏌᏛ,,,,sensible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28942,noq,udanvtelv,ᎤᏓᏅᏖᎸ,,,,managed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28943,noq,udanvtetanv,ᎤᏓᏅᏖᏔᏅ,,,,worried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28944,noq,udanvti,ᎤᏓᏅᏘ,,,,gentle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28945,noq,udanvti alinohedi,ᎤᏓᏅᏘ ᎠᎵᏃᎮᏗ,,,,entertain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28946,noq,udanvti danalinohesgv,ᎤᏓᏅᏘ ᏓᎾᎵᏃᎮᏍᎬ,,,,entertaining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28947,noq,udanvti tsunalinohedi,ᎤᏓᏅᏘ ᏧᎾᎵᏃᎮᏗ,,,,entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28948,noq,udanvti unalinohelv,ᎤᏓᏅᏘ ᎤᎾᎵᏃᎮᎸ,,,,entertained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28949,noq,udanvtige,ᎤᏓᏅᏘᎨ,,,,kindly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28950,noq,udanvtigesdodi,ᎤᏓᏅᏘᎨᏍᏙᏗ,,,,kindest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28951,noq,udasdayohisedi,ᎤᏓᏍᏓᏲᎯᏎᏗ,,,,poverty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28952,noq,udasdelvhv,ᎤᏓᏍᏕᎸᎲ,,,,protected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28953,noq,udasdvdisdi,ᎤᏓᏍᏛᏗᏍᏗ,,,,penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28954,noq,udasegatsedi,ᎤᏓᏎᎦᏤᏗ,,,,accident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28955,noq,udasegatselv,ᎤᏓᏎᎦᏤᎸ,,,,accidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28956,noq,udasehelv,ᎤᏓᏎᎮᎸ,,,,indicated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28957,noq,udasehelvgi,ᎤᏓᏎᎮᎸᎩ,,,,showed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28958,noq,udasgasdanedi,ᎤᏓᏍᎦᏍᏓᏁᏗ,,,,fright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28959,noq,udasgasdanediyi,ᎤᏓᏍᎦᏍᏓᏁᏗᏱ,,,,excitement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28960,noq,udatanv agisdi,ᎤᏓᏔᏅ ᎠᎩᏍᏗ,,,,fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28961,noq,udatanvhi,ᎤᏓᏔᏅᎯ,,,,berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28962,noq,udatinvsdi,ᎤᏓᏘᏅᏍᏗ,,,,escort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28963,noq,udatiyedi,ᎤᏓᏘᏰᏗ,,,,inherit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28964,noq,udatlogiyv,ᎤᏓᏠᎩᏴ,,,,niece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28965,noq,udatlosdv,ᎤᏓᏠᏍᏛ,,,,waist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28966,noq,udatlosv,ᎤᏓᏠᏒ,,,,won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28967,noq,udatlosv aguyvdi,ᎤᏓᏠᏒ ᎠᎫᏴᏗ,,,,fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28968,noq,udatlosvi,ᎤᏓᏠᏒᎢ,,,,earned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28969,noq,udatlugv,ᎤᏓᏡᎬ,,,,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28970,noq,udatlvgv,ᎤᏓᏢᎬ,,,,verse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28971,noq,udatlvtasdi,ᎤᏓᏢᏔᏍᏗ,,,,overcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28972,noq,udatolastanv,ᎤᏓᏙᎳᏍᏔᏅ,,,,leased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28973,noq,udatsadodi,ᎤᏓᏣᏙᏗ,,,,radical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28974,noq,udatsi,ᎤᏓᏥ,,,,maternal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28975,noq,udatsosadanedi,ᎤᏓᏦᏌᏓᏁᏗ,,,,afflict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28976,noq,udawadisgv,ᎤᏓᏩᏗᏍᎬ,,,,shade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28977,noq,udawadvhidolvgi,ᎤᏓᏩᏛᎯᏙᎸᎩ,,,,visited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28978,noq,udawonvtanvgi,ᎤᏓᏬᏅᏔᏅᎩ,,,,advised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28979,noq,udayilv,ᎤᏓᏱᎸ,,,,refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980,noq,udayohusedi,ᎤᏓᏲᎱᏎᏗ,,,,lose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28981,noq,udayosdanelvgi,ᎤᏓᏲᏍᏓᏁᎸᎩ,,,,interrupted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28982,noq,udayosisodi,ᎤᏓᏲᏏᏐᏗ,,,,hunger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28983,noq,udayvladv,ᎤᏓᏴᎳᏛ,,,,shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28984,noq,udayvsdesdi,ᎤᏓᏴᏍᏕᏍᏗ,,,,intoxicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28985,noq,udegi,ᎤᏕᎩ,,,,pitcher (ball),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28986,noq,udehohisdi,ᎤᏕᎰᎯᏍᏗ,,,,disgrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28987,noq,udehosati,ᎤᏕᎰᏌᏘ,,,,bashful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28988,noq,udehosati,ᎤᏕᎰᏌᏘ,,,,shy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28989,noq,udelida,ᎤᏕᎵᏓ,,,,secret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28990,noq,udelidv,ᎤᏕᎵᏛ,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28991,noq,udelidv,ᎤᏕᎵᏛ,,,,secrecy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28992,noq,udelidv dinvsidi,ᎤᏕᎵᏛ ᏗᏅᏏᏗ,,,,adultery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28993,noq,udelidv gvdi advnelvdi,ᎤᏕᎵᏛ ᎬᏗ ᎠᏛᏁᎸᏗ,,,,magic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28994,noq,udelidv ugasesdi,ᎤᏕᎵᏛ ᎤᎦᏎᏍᏗ,,,,spy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28995,noq,udelidv unadatlugv,ᎤᏕᎵᏛ ᎤᎾᏓᏡᎬ,,,,fraternity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28996,noq,udelidv unaligohi,ᎤᏕᎵᏛ ᎤᎾᎵᎪᎯ,,,,lodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28997,noq,udeligvditlv uyvtlv,ᎤᏕᎵᎬᏗᏢ ᎤᏴᏢ,,,,northwestern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28998,noq,udelisv,ᎤᏕᎵᏒ,,,,obscure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28999,noq,udelohosv,ᎤᏕᎶᎰᏒ,,,,noticed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29000,noq,udeloquav,ᎤᏕᎶᏆᎥ,,,,learned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29001,noq,udenv,ᎤᏕᏅ,,,,birth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29002,noq,udenv,ᎤᏕᏅ,,,,born,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29003,noq,udetiyisgv,ᎤᏕᏘᏱᏍᎬ,,,,birthday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29004,noq,udetiyisgv,ᎤᏕᏘᏱᏍᎬ,,,,anniversary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29005,noq,udeyasdisdi,ᎤᏕᏯᏍᏗᏍᏗ,,,,brook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29006,noq,udeyatodi,ᎤᏕᏯᏙᏗ,,,,bother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29007,noq,udeyatodisgi,ᎤᏕᏯᏙᏗᏍᎩ,,,,bothered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29008,noq,udiditlv,ᎤᏗᏗᏢ,,,,further,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29009,noq,udiditlv,ᎤᏗᏗᏢ,,,,beyond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29010,noq,udiditlv,ᎤᏗᏗᏢ,,,,farther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29011,noq,udiditlv igai,ᎤᏗᏗᏢ ᎢᎦᎢ,,,,moreover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29012,noq,udiditlv igohida,ᎤᏗᏗᏢ ᎢᎪᎯᏓ,,,,overtime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29013,noq,udiditlvigesdodi,ᎤᏗᏗᏢᎢᎨᏍᏙᏗ,,,,furthermore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29014,noq,udilegi,ᎤᏗᎴᎩ,,,,hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29015,noq,udilegi ama gananugogv,ᎤᏗᎴᎩ ᎠᎹ ᎦᎾᏄᎪᎬ,,,,geyser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29016,noq,udilehvsgi,ᎤᏗᎴᎲᏍᎩ,,,,fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29017,noq,udilehvsgi,ᎤᏗᎴᎲᏍᎩ,,,,feverish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29018,noq,udilehvsgi,ᎤᏗᎴᎲᏍᎩ,,,,yellow fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29019,noq,udinvsvgi,ᎤᏗᏅᏒᎩ,,,,led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29020,noq,udiqualvdeyadv,ᎤᏗᏆᎸᏕᏯᏛ,,,,screw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29021,noq,udisvnvgi,ᎤᏗᏒᏅᎩ,,,,exhausted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29022,noq,uditahv,ᎤᏗᏔᎲ,,,,drunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29023,noq,uditahvgi,ᎤᏗᏔᎲᎩ,,,,drank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29024,noq,udlanvdv,ᎤᏜᏅᏛ,,,,space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29025,noq,udlanvdv diganolvdisgv,ᎤᏜᏅᏛ ᏗᎦᏃᎸᏗᏍᎬ,,,,draft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29026,noq,udlanvdvi,ᎤᏜᏅᏛᎢ,,,,vacancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29027,noq,udlasidvhi,ᎤᏜᏏᏛᎯ,,,,silly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29028,noq,udlasitvhi,ᎤᏜᏏᏛᎯ,,,,quandary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29029,noq,udoda ulosiyv,ᎤᏙᏓ ᎤᎶᏏᏴ,,,,father-in-law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29030,noq,udogisgo tsvse,ᎤᏙᎩᏍᎪ ᏨᏎ,,,,did you not expect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29031,noq,udohiyu,ᎤᏙᎯᏳ,,,,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29032,noq,udohiyu,ᎤᏙᎯᏳ,,,,certain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29033,noq,udohiyu,ᎤᏙᎯᏳ,,,,very,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29034,noq,udohiyu,ᎤᏙᎯᏳ,,,,definitely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29035,noq,udohiyu gohiyudi,ᎤᏙᎯᏳ ᎪᎯᏳᏗ,,,,sincerity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29036,noq,udohiyu gvyoiyu,ᎤᏙᎯᏳ ᎬᏲᎢᏳ,,,,sincerely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29037,noq,udohiyu nasgi,ᎤᏙᎯᏳ ᎾᏍᎩ,,,,sincere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29038,noq,udohiyu nasgi,ᎤᏙᎯᏳ ᎾᏍᎩ,,,,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29039,noq,udohiyu nusdv,ᎤᏙᎯᏳ ᏄᏍᏛ,,,,reality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29040,noq,udohiyuhi,ᎤᏙᎯᏳᎯ,,,,really,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29041,noq,udohiyuhiya,ᎤᏙᎯᏳᎯᏯ,,,,positively,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29042,noq,udohiyuhiya,ᎤᏙᎯᏳᎯᏯ,,,,certainly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29043,noq,udohiyuhiya,ᎤᏙᎯᏳᎯᏯ,,,,absolute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29044,noq,udohiyuhiya,ᎤᏙᎯᏳᎯᏯ,,,,actually,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29045,noq,udohiyui,ᎤᏙᎯᏳᎢ,,,,indeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29046,noq,udohiyui,ᎤᏙᎯᏳᎢ,,,,sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29047,noq,udohiyusv,ᎤᏙᎯᏳᏒ,,,,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29048,noq,udohiyusvi,ᎤᏙᎯᏳᏒᎢ,,,,surely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29049,noq,udohiyuyeno,ᎤᏙᎯᏳᏰᏃ,,,,ought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29050,noq,udoluwadvda,ᎤᏙᎷᏩᏛᏓ,,,,developed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29051,noq,udoluwodi,ᎤᏙᎷᏬᏗ,,,,develop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29052,noq,udosati,ᎤᏙᏌᏘ,,,,slant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29053,noq,udotlv gvgotvdi,ᎤᏙᏢ ᎬᎪᏛᏗ,,,,embody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29054,noq,udotlvsv,ᎤᏙᏢᏒ,,,,form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29055,noq,udotlvsvi,ᎤᏙᏢᏒᎢ,,,,shape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29056,noq,udotsali,ᎤᏙᏣᎵ,,,,belongs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29057,noq,udotsalv otseli,ᎤᏙᏣᎸ ᎣᏤᎵ,,,,equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29058,noq,udotsalvnv,ᎤᏙᏣᎸᏅ,,,,belonged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29059,noq,udowelv,ᎤᏙᏪᎸ,,,,birthmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29060,noq,udowelv,ᎤᏙᏪᎸ,,,,mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29061,noq,ududadewidv,ᎤᏚᏓᏕᏫᏛ,,,,untied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29062,noq,ududu,ᎤᏚᏚ,,,,grandfather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29063,noq,udugi adadelisedi,ᎤᏚᎩ ᎠᏓᏕᎵᏎᏗ,,,,zealous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29064,noq,udugi degvsv,ᎤᏚᎩ ᏕᎬᏒ,,,,prospective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29065,noq,udugi digagvdi,ᎤᏚᎩ ᏗᎦᎬᏗ,,,,prospects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29066,noq,udugi gagvdi,ᎤᏚᎩ ᎦᎬᏗ,,,,prospect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29067,noq,udugi gvdi,ᎤᏚᎩ ᎬᏗ,,,,zeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29068,noq,udugi gvdi,ᎤᏚᎩ ᎬᏗ,,,,hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29069,noq,udugi gvdi nigesvna,ᎤᏚᎩ ᎬᏗ ᏂᎨᏒᎾ,,,,desperate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29070,noq,udugi nigesvna,ᎤᏚᎩ ᏂᎨᏒᎾ,,,,despair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29071,noq,udugi nigevnv,ᎤᏚᎩ ᏂᎨᎥᏅ,,,,hopeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29072,noq,udugi nigvsvna tsigesv,ᎤᏚᎩ ᏂᎬᏒᎾ ᏥᎨᏒ,,,,as you did not expect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29073,noq,udugi uwa,ᎤᏚᎩ ᎤᏩ,,,,hopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29074,noq,udugi uwaha,ᎤᏚᎩ ᎤᏩᎭ,,,,hoping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29075,noq,udugi uwahi,ᎤᏚᎩ ᎤᏩᎯ,,,,hopeful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29076,noq,udugi uwasvgi,ᎤᏚᎩ ᎤᏩᏒᎩ,,,,hoped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29077,noq,uduginudvna,ᎤᏚᎩᏄᏛᎾ,,,,futile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29078,noq,uduhisdv,ᎤᏚᎯᏍᏛ,,,,stigma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29079,noq,uduladi,ᎤᏚᎳᏗ,,,,urgent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29080,noq,uduladi,ᎤᏚᎳᏗ,,,,desire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29081,noq,uduladi,ᎤᏚᎳᏗ,,,,necessity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29082,noq,uduladi,ᎤᏚᎳᏗ,,,,need,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29083,noq,uduladi iyadvnedi,ᎤᏚᎳᏗ ᎢᏯᏛᏁᏗ,,,,eager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29084,noq,uduladi nulistanv,ᎤᏚᎳᏗ ᏄᎵᏍᏔᏅ,,,,needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29085,noq,uduladvgi,ᎤᏚᎳᏛᎩ,,,,begged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29086,noq,uduliha,ᎤᏚᎵᎭ,,,,desires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29087,noq,udulisgi,ᎤᏚᎵᏍᎩ,,,,lust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29088,noq,udulisgo,ᎤᏚᎵᏍᎪ,,,,desirous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29089,noq,udulvdi nunadvnv,ᎤᏚᎸᏗ ᏄᎾᏛᏅ,,,,needs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29090,noq,udvhistanvgi,ᎤᏛᎯᏍᏔᏅᎩ,,,,raised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29091,noq,udvnvisdi,ᎤᏛᏅᎢᏍᏗ,,,,willing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29092,noq,udvsidisv,ᎤᏛᏏᏗᏒ,,,,growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29093,noq,udvsonvhi,ᎤᏛᏐᏅᎯ,,,,elderly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29094,noq,udvsonvhi,ᎤᏛᏐᏅᎯ,,,,overgrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29095,noq,udvsv,ᎤᏛᏒ,,,,grew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29096,noq,udvsv,ᎤᏛᏒ,,,,grown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29097,noq,udvsv ugata,ᎤᏛᏒ ᎤᎦᏔ,,,,grain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29098,noq,udvsvhi,ᎤᏛᏒᎯ,,,,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29099,noq,ugadvnatsv,ᎤᎦᏛᎾᏨ,,,,wilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29100,noq,ugahnanv,ᎤᎦᎿᏅ,,,,rained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29101,noq,ugalogv,ᎤᎦᎶᎬ,,,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29102,noq,ugama,ᎤᎦᎹ,,,,soup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29103,noq,uganasdv,ᎤᎦᎾᏍᏛ,,,,delicious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29104,noq,uganasdv,ᎤᎦᎾᏍᏛ,,,,cake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29105,noq,uganasdv,ᎤᎦᎾᏍᏛ,,,,sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29106,noq,uganasisgi,ᎤᎦᎾᏏᏍᎩ,,,,addict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29107,noq,uganawa,ᎤᎦᎾᏩ,,,,warm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29108,noq,uganawu,ᎤᎦᎾᏭ,,,,heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29109,noq,uganawu,ᎤᎦᎾᏭ,,,,south,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29110,noq,uganawu iditlv,ᎤᎦᎾᏭ ᎢᏗᏢ,,,,southern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29111,noq,uganawu kalvgv,ᎤᎦᎾᏭ ᎧᎸᎬ,,,,southeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29112,noq,ugasalesgi,ᎤᎦᏌᎴᏍᎩ,,,,greedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
