Index,Source,Entry,Syllabary,Part_of_Speech,PoS,PoS_Family,Definition,Cross_Reference,Entry_Tone,Other_Forms,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,banks,"tsunitsosdi, tsutsoisdi, tsunatsoyusdi, tsuyasdi, ganvtsudi","ᏧᏂᏦᏍᏗ, ᏧᏦᎢᏍᏗ, ᏧᎾᏦᏳᏍᏗ, ᏧᏯᏍᏗ, ᎦᏅᏧᏗ",n,noun,noun,Oxalis spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,banks,tsuwaduna,ᏧᏩᏚᎾ,n,noun,noun,Euonymus americanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,banks,"tsuwaduna ustiga, dusugo ei","ᏧᏩᏚᎾ ᎤᏍᏘᎦ, ᏚᏑᎪ ᎡᎢ",n,noun,noun,Phlox stolonifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,banks,"udolano, udolini, udolani","ᎤᏙᎳᏃ, ᎤᏙᎵᏂ, ᎤᏙᎳᏂ",n,noun,noun,Amelanchier canadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,banks,ugatasgisgi,ᎤᎦᏔᏍᎩᏍᎩ,n,noun,noun,Euphorbia maculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,banks,"ugatasgisgi, ukatasgisgi, gigage uiyoduwida, ustagatli ustiga, unada iyusdi atasgisgi","ᎤᎦᏔᏍᎩᏍᎩ, ᎤᎧᏔᏍᎩᏍᎩ, ᎩᎦᎨ ᎤᎢᏲᏚᏫᏓ, ᎤᏍᏔᎦᏟ ᎤᏍᏘᎦ, ᎤᎾᏓ ᎢᏳᏍᏗ ᎠᏔᏍᎩᏍᎩ",n,noun,noun,Euphorbia corollata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,banks,"uguka uska, ugugu usgo","ᎤᎫᎧ ᎤᏍᎧ, ᎤᎫᎫ ᎤᏍᎪ",n,noun,noun,Pedicularis canadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,banks,uleukalidi,ᎤᎴᎤᎧᎵᏗ,n,noun,noun,Sanicula spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,banks,unagei tsagaya ehi,ᎤᎾᎨᎢ ᏣᎦᏯ ᎡᎯ,n,noun,noun,Cassia nictitans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,banks,"unagei, anegei, unigai, gunagei, utana unigei, anagei utanv, disdayi","ᎤᎾᎨᎢ, ᎠᏁᎨᎢ, ᎤᏂᎦᎢ, ᎫᎾᎨᎢ, ᎤᏔᎾ ᎤᏂᎨᎢ, ᎠᎾᎨᎢ ᎤᏔᏅ, ᏗᏍᏓᏱ",n,noun,noun,Cassia marilandica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,banks,"unago ustiyu, ulitsosta utanv, equa tsosdi","ᎤᎾᎪ ᎤᏍᏘᏳ, ᎤᎵᏦᏍᏔ ᎤᏔᏅ, ᎡᏆ ᏦᏍᏗ",n,noun,noun,Coronilla varia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,banks,unasuga,ᎤᎾᏑᎦ,n,noun,noun,Ampelopsis cordata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,banks,"unegawisdi tsunvsdi, unaguhisdi utana","ᎤᏁᎦᏫᏍᏗ ᏧᏅᏍᏗ, ᎤᎾᎫᎯᏍᏗ ᎤᏔᎾ",n,noun,noun,Physalis heterophylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,banks,"unesdilaisdi, unistalaisdi tsanequa","ᎤᏁᏍᏗᎳᎢᏍᏗ, ᎤᏂᏍᏔᎳᎢᏍᏗ ᏣᏁᏆ",n,noun,noun,Xanthium echinatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,banks,"uniganasaha nawatialastati, kanatsisduga unitiligatladoei","ᎤᏂᎦᎾᏌᎭ ᎾᏩᏘᎠᎳᏍᏔᏘ, ᎧᎾᏥᏍᏚᎦ ᎤᏂᏘᎵᎦᏝᏙᎡᎢ",n,noun,noun,Agrimonia parviflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,banks,unigisogahasdi,ᎤᏂᎩᏐᎦᎭᏍᏗ,n,noun,noun,Lactuca canadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,banks,uniqua,ᎤᏂᏆ,n,noun,noun,Nyssa sylvatica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,banks,unisdelehisdi,ᎤᏂᏍᏕᎴᎯᏍᏗ,n,noun,noun,Ambrosia artemisofolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,banks,unisdiloi sdiequa usdiga,ᎤᏂᏍᏗᎶᎢ ᏍᏗᎡᏆ ᎤᏍᏗᎦ,n,noun,noun,Cynoglossum virginianum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,banks,unisdiloisdiegu,ᎤᏂᏍᏗᎶᎢᏍᏗᎡᎫ,n,noun,noun,Lappula spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,banks,unisgo,ᎤᏂᏍᎪ,n,noun,noun,Lithospermum spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,banks,unisgoi,ᎤᏂᏍᎪᎢ,n,noun,noun,Echium vulgare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,banks,unistilaisti,ᎤᏂᏍᏘᎳᎢᏍᏘ,n,noun,noun,Datura stramonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,banks,"unitaleisdi anvdayaladigi, sginokanasado","ᎤᏂᏔᎴᎢᏍᏗ ᎠᏅᏓᏯᎳᏗᎩ, ᏍᎩᏃᎧᎾᏌᏙ",n,noun,noun,Desmodium nudiflorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,banks,"unulaista, kaliwotino ulanahi, goliwoda","ᎤᏄᎳᎢᏍᏔ, ᎧᎵᏬᏘᏃ ᎤᎳᎾᎯ, ᎪᎵᏬᏓ",n,noun,noun,Solanum carolinense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,banks,uquasdiluyada,ᎤᏆᏍᏗᎷᏯᏓ,n,noun,noun,Ambrosia spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,banks,uquataluyada,ᎤᏆᏔᎷᏯᏓ,n,noun,noun,Ambrosia trifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,banks,"usquadi, unisquada, osquada, unisquudu, galagena akata","ᎤᏍᏆᏗ, ᎤᏂᏍᏆᏓ, ᎣᏍᏆᏓ, ᎤᏂᏍᏊᏚ, ᎦᎳᎨᎾ ᎠᎧᏔ",n,noun,noun,Aesculus pavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,banks,usquayele,ᎤᏍᏆᏰᎴ,n,noun,noun,Specularia perfoliata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,banks,ustasti,ᎤᏍᏔᏍᏘ,n,noun,noun,Ilex opaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,banks,"ustasti, ustasti ustiya, anasqualasgi","ᎤᏍᏔᏍᏘ, ᎤᏍᏔᏍᏘ ᎤᏍᏘᏯ, ᎠᎾᏍᏆᎳᏍᎩ",n,noun,noun,Chimaphila maculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,banks,"ustigali, gadoloda","ᎤᏍᏘᎦᎵ, ᎦᏙᎶᏓ",n,noun,noun,Asclepias perennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,banks,"utane udai, ganiquilisgi","ᎤᏔᏁ ᎤᏓᎢ, ᎦᏂᏈᎵᏍᎩ",n,noun,noun,Scutellaria incana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,banks,"utsadali iyusdi gadusa ehi, duyunvstii nege nehi, disdayi, alitso utana","ᎤᏣᏓᎵ ᎢᏳᏍᏗ ᎦᏚᏌ ᎡᎯ, ᏚᏳᏅᏍᏘᎢ ᏁᎨ ᏁᎯ, ᏗᏍᏓᏱ, ᎠᎵᏦ ᎤᏔᎾ",n,noun,noun,Tephrosia virginiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,banks,"utsagida, yona unihiyagisdi","ᎤᏣᎩᏓ, ᏲᎾ ᎤᏂᎯᏯᎩᏍᏗ",n,noun,noun,Aralia spinosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,banks,"uwedi, selaquoya, seliquoya","ᎤᏪᏗ, ᏎᎳᏉᏯ, ᏎᎵᏉᏯ",n,noun,noun,Eryngium yuccifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,banks,"walelu unigalegisdi, walelu unatsilagisdi, agikai ga","ᏩᎴᎷ ᎤᏂᎦᎴᎩᏍᏗ, ᏩᎴᎷ ᎤᎾᏥᎳᎩᏍᏗ, ᎠᎩᎧᎢ Ꭶ",n,noun,noun,Impatiens capensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,banks,wesda unigesdi,ᏪᏍᏓ ᎤᏂᎨᏍᏗ,n,noun,noun,Nepeta cataria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,banks,"wolosi nuwoti, dawoli","ᏬᎶᏏ ᏄᏬᏘ, ᏓᏬᎵ",n,noun,noun,Monotropa uniflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,cccc,adanvliyedi,ᎠᏓᏅᎵᏰᏗ,n,noun,noun,"salve, ointment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,ced,-a,,v. suf,verb suffix,morphology,"present tense (see Gram. I, D)",,-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,ced,-di,-ᏗᎢ,v. suf,verb suffix,morphology,"infinitive (see Gram. I, D)",,-d?i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,ced,-dina,-ᏗᎾ,v. suf,verb suffix,morphology,"Imperative intensifier (see Gram. I, D)",,-dina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,ced,-do-,-Ꮩ-,v. suf,verb suffix,morphology,"here-and-there (see Grammar I, D)",,-do-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,ced,-doh,-Ꮩ-,v. suf,verb suffix,morphology,"accidental (see Grammar I, C)",,-doh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,ced,-dv,,"v., n., adj. suf","verb, noun, adjective suffix",morphology,"affirmative, (see Gram. I, D)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,ced,-e-,,v. suf,verb suffix,morphology,"1. repeatedly., 2. Going somewhere in order to _____.  (see Gram. I, C)",,-e-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,ced,-e-,,v. suf,verb suffix,morphology,"benefactive, dative (see Gram. I, C)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,ced,-e-,,v. suf,verb suffix,morphology,"benefactive, dative (see Gram. I, C)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,ced,-ei,,v. suf,verb suffix,morphology,"reportative, (see Gram. I, D)",,-e?i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,ced,-esdi,,v. suf,verb suffix,morphology,"or. (see Gram. I, D)",,-esdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,ced,-g-,,v. suf,verb suffix,morphology,"progressive. (see Gram. I, C)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,ced,-gwu,,"n., v. suf","noun, verb suffix",morphology,"1. only, just 2. still",,-gwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,ced,-ha,,n. suf,noun suffix,morphology,partitive,,-ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,ced,-hehno,,conj,conjunction,other,because,,-hehno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,ced,-hi,,n. suf,noun suffix,morphology,(see -i),,-hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,ced,-hno,,conj. suf,conjunction suffix,morphology,and,,-hno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,ced,-hno,,suf,suffix,morphology,"and (see Gram. III, F)",,-hno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,ced,-hv,-Ꮂ,"n., v. suf","noun, verb suffix",morphology,"Question marker (see Gram. I, D)",,-hv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,ced,-i,-Ꭲ,n. suf,noun suffix,morphology,"locative (see Gram. II, B)",,-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,ced,-i,-Ꭲ,n. suf,noun suffix,morphology,"agent (see Gram.II, B)",,-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,ced,-i,-Ꭲ,v. suf,verb suffix,morphology,"future tense (Gram. I, D)",,-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,ced,-idi,-ᎢᏗ,v. suf,verb suffix,morphology,"about to, on the verge of (see Gram. I, D)",,-idi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,ced,-ju,-Ꮷ,"n., v. suf","noun, verb suffix",morphology,"question marker (see Gram. I, D)",,-ju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,ced,"-jv, -jvi","-Ꮸ, -ᏨᎢ",adj. suf,adjective suffix,morphology,"adj .suf. extremely, exceptionally (see Gram. III, B)",,"-jv, -jv?i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,ced,-ke,,"n., v. suf","noun, verb suffix",morphology,or (see Gram. I D),,-ke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,ced,-n-,,v. prefix,verb prefix,morphology,"plural (see Gram. I, B)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,ced,-na,,"n., pron. suf","noun, pronoun suffix",morphology,"and what about ____? (see Gram. II, B)",,-na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,ced,-nei,,"adj. suf. ordinal, (See Gram. III, B).",adjective suffix,morphology,"adj. suf. ordinal, (See Gram. III, B).",,-nei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,ced,-o-,,v. suf,verb suffix,morphology,"repeatedly (see Gram I, C)",,-o-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,ced,-ohn-,,v. suf,verb suffix,morphology,"completive (see Gram. I, C)",,-ohn-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,ced,-oi,,v. suf,verb suffix,morphology,"habitual (see Gram. I, D.)",,-oi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,ced,-oi,,v. suf,verb suffix,morphology,past perfect (see Gram. I D),,-oi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,ced,-sdi,ᏍᏗ,v. suf,verb suffix,morphology,"instrumental (see Gram. I, D)",,-sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,ced,-si,Ꮟ,v. suf,verb suffix,morphology,"or else (see Gram. I, D)",,-si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,ced,-sisi,ᏏᏏ,v. suf,verb suffix,morphology,"duplicative (see Gram. I, C)",,-sisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,ced,-vi,,v. suf,verb suffix,morphology,"future imperative (see Gram. I, D)",,-v?i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,ced,-vi,,v. suf,verb suffix,morphology,"past tense (see Gram. I, D)",,-v?i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,ced,-we-,,v. suf,verb suffix,morphology,"reversive (see Gram. I, C)",,-we-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,ced,"-ya, -yai",,n. suf,noun suffix,morphology,"pure blood, full blood (see Gram. II, B)",,"-ya, -ya?i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,ced,a-,,n. pref.,noun prefix,morphology,"third person animate (see Gram. II, A)",,a-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,ced,a-,,v. pref.,verb prefix,morphology,"third person subject (see Gram. I, B)",,a-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,ced,achuja,ᎠᏧᏣ,n,noun,noun,boy,,a.²chu⁴ja,Plural:anichuja^ᎠᏂᏧᏣ^a.²ni²chu⁴ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,ced,achvya,ᎠᏨᏯ,n,noun,noun,male (animal),julichvyasdi,a.²chv²ya,Plural:anichvya^ᎠᏂᏨᏯ^a.²ni²chv²ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,ced,ada,ᎠᏓ,n,noun,noun,young animal (animal born in litter or hatched),agina,a.?⁴da,Plural:anida^ᎠᏂᏓ^a.²ni⁴da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,ced,ada,ᎠᏓ,n,noun,noun,wood,,a.²da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,ced,adadega,ᎠᏓᏕᎦ,vi,intransitive verb,verb,he's limping,adadega (bounce),a¹da.²de³ga,Verb 1st Present:gadadega^ᎦᏓᏕᎦ^ga.²da.²de³ga|Verb 3rd Past:udadesvi^ᎤᏓᏕᏒᎢ^u¹da.²de³sv²³?i|Verb 3rd Present Habitual:adadegoi^ᎠᏓᏕᎪᎢ^a¹da²de³go³?i|Verb 2nd Imperative:hadaduga^ᎭᏓᏚᎦ^ha.²da.²du¹ga|Verb 3rd Infinitive:udadinvdi^ᎤᏓᏗᏅᏗ^u²da.²di²³nv³²di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,ced,adadega,ᎠᏓᏕᎦ,vi,intransitive verb,verb,it's bouncing,"adadega (limp), adadinvdiha",a¹da.²de³ga,Verb 1st Present:gadadega^ᎦᏓᏕᎦ^ga.²da.²de³ga|Verb 3rd Past:udadinvsvi^ᎤᏓᏗᏅᏒᎢ^u¹da.²di²³nv³²sv²³?i|Verb 3rd Present Habitual:adadegoi^ᎠᏓᏕᎪᎢ^a¹da.²de³go³?i|Verb 2nd Imperative:hadaduga^ᎭᏓᏚᎦ^ha.²da.²du¹ga|Verb 3rd Infinitive:udadinvdi^ᎤᏓᏗᏅᏗ^u²da.²di²³nv³²di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,ced,adadinvdiha,ᎠᏓᏗᏅᏗᎭ,vt,transitive verb,verb,he's bouncing it,adadega (bounce),a¹da.²di²³nv³²di.²ha,Verb 1st Present:gadadinvdiha^ᎦᏓᏗᏅᏗᎭ^ga.²da.²di²³nv³²di.²ha|Verb 3rd Past:udadinvtanvi^ᎤᏓᏗᏅᏔᏅᎢ^u¹da.²di²³nv³²ta.²nv²³?i|Verb 3rd Present Habitual:adadinvdisgoi^ᎠᏓᏗᏅᏗᏍᎪᎢ^a¹da²di²³nv³²di²sgo³?i|Verb 2nd Imperative:hadadinvda^ᎭᏓᏗᏅᏓ^ha.²da.²di²³nv¹da|Verb 3rd Infinitive:udadinvdohdi^ᎤᏓᏗᏅᏙᏗ^u²da.²di²³nv³²doh²di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,ced,adadlohiha,ᎠᏓᏠᎯᎭ,vt,transitive verb,verb,he's putting on a belt,"adadlosdi, gadlohiha",a¹da³dlo²hi.³ha,Verb 1st Present:gadadlohiha^ᎦᏓᏠᎯᎭ^ga.²da³dlo²hi.³ha|Verb 3rd Past:udadlohlvi^ᎤᏓᏠᏢᎢ^u¹da³dlo²hlv²³i|Verb 3rd Present Habitual:adadlohihoi^ᎠᏓᏠᎯᎰᎢ^a¹da³dlo²³hi²ho³?i|Verb 2nd Imperative:hadadloga^ᎭᏓᏠᎦ^ha.²da¹dlo²³ga|Verb 3rd Infinitive:udadlosdi^ᎤᏓᏠᏍᏗ^u²da¹dlo²³sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,ced,adadlosdi,ᎠᏓᏠᏍᏗ,n,noun,noun,belt,adadlohiha,a.²da¹dlo²³sdi,Plural:didadlosdi^ᏗᏓᏠᏍᏗ^di²da¹dlo²³sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,ced,adadolisdi,ᎠᏓᏙᎵᏍᏗ,n,noun,noun,prayer,"adadolisdiha, gadoliga",a.²da²do²³li³²sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,ced,adadolisdiha,ᎠᏓᏙᎵᏍᏗᎭ,vi,intransitive verb,verb,he's praying,"adadolisdi, gadoliga",a¹da²do²³li³²sdi.²ha,Verb 1st Present:gadadolisdiha^ᎦᏓᏙᎵᏍᏗᎭ^ga.²da²do²³li³²sdi.²ha|Verb 3rd Past:udadolistanvi^ᎤᏓᏙᎵᏍᏔᏅᎢ^u¹da²do²³li³²sta.²nv²³?i|Verb 3rd Present Habitual:adadolisdisgoi^ᎠᏓᏙᎵᏍᏗᏍᎪᎢ^a¹da²do²³li³²sdi²sgo³?i|Verb 2nd Imperative:hadadolisda^ᎭᏓᏙᎵᏍᏓ^ha.²da²do²li¹sda|Verb 3rd Infinitive:udadolisdohdi^ᎤᏓᏙᎵᏍᏙᏗ^u²da²do²³li³²sdoh²di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,ced,adagei,ᎠᏓᎨᎢ,adj,adjective,adjective,"1. tender  2. very young, new",,a.³da.²ge⁴?i,Plural:anidagei^ᎠᏂᏓᎨᎢ^a.²ni³da.²ge⁴?i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,ced,adageyhdi,ᎠᏓᎨᏳᏗ,n,noun,noun,love,udageyuha,a.²da²geyh²di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,ced,adahihi,ᎠᏓᎯᎯ,n,noun,noun,thing that kills,"ahiha, didahihi",a.²da²³hi.²hi,Plural:anadahihi^ᎠᎾᏓᎯᎯ^a.²na.²da²³hi.²hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,ced,adahlinesahldi,ᎠᏓᏟᏁᏌᎵᏗ,n,noun,noun,purse,kanesahla,a.²da²hli.²ne³sahl²di,Plural:didahlinesahldi^ᏗᏓᏟᏁᏌᎵᏗ^di²da²hli.²ne³sahl²di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,ced,adahnehdi,ᎠᏓᏁᏗ,n,noun,noun,gift,ahneha,a.²da²³hneh²di,Plural:didahnehdi^ᏗᏓᏁᏗ^di²da²³hneh²di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,ced,adahnoyeha,ᎠᏓᏃᏰᎭ,vi,intransitive verb,verb,he's fanning himself,"adahnoyo, kanoyeha",a¹da.²hno³ye.²ha,Verb 1st Present:gadanoyeha^ᎦᏓᏃᏰᎭ^ga.²da¹no³ye.²ha|Verb 3rd Past:udahnoyehvi^ᎤᏓᏃᏰᎲᎢ^u¹da.²hno³ye.²hv²³?i|Verb 3rd Present Habitual:adahnoyesgoi^ᎠᏓᏃᏰᏍᎪᎢ^a¹da.²hno³ye²sgo³?i|Verb 2nd Imperative:hadahnoyvla^ᎭᏓᏃᏴᎳ^ha.²da.²hno²yv²³la|Verb 3rd Infinitive:udahnoyehdi^ᎤᏓᏃᏰᏗ^u²da.²hno³yeh³di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,ced,adahnoyo,ᎠᏓᏃᏲ,n,noun,noun,fan,"adahnoyeha, kanoyeha",a.²da.²hno²yo,Plural:didahnoyo^ᏗᏓᏃᏲ^di²da.²hno²yo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,ced,adahwahtvhidoha,ᎠᏓᏩᏛᎯᏙᎭ,vi,intransitive verb,verb,he's visiting,ahwahtvhidoha,a¹da²hwah²tv²hi²³do³²ha,Verb 1st Present:gadawahtvhidoha^ᎦᏓᏩᏛᎯᏙᎭ^ga²da¹wah²tv²hi²³do³²ha|Verb 3rd Past:udahwahtvhidolvi^ᎤᏓᏩᏛᎯᏙᎸᎢ^u¹da²hwah²tv²hi²³do³²lv²³i|Verb 3rd Present Habitual:adahwahtvhidohoi^ᎠᏓᏩᏛᎯᏙᎰᎢ^a¹da²hwah²tv²hi²³do³²ho³?i|Verb 2nd Imperative:hadahwahtvhida^ᎭᏓᏩᏛᎯᏓ^ha.²da²hwah²tv²hi²da|Verb 3rd Infinitive:udahwahtvhidasdi^ᎤᏓᏩᏛᎯᏓᏍᏗ^u²da²hwah²tv²hi²³da³²sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,ced,adahyasdiha,ᎠᏓᏯᏍᏗᎭ,vi,intransitive verb,verb,he's stretching,,a¹da²hya³²sdi.²ha,Verb 1st Present:gadayasdiha^ᎦᏓᏯᏍᏗᎭ^ga.²da¹ya³²sdi.²ha|Verb 3rd Past:udahyastanvi^ᎤᏓᏯᏍᏔᏅᎢ^u¹da²hya³²sta.²nv²³?i|Verb 3rd Present Habitual:adahyasdisgoi^ᎠᏓᏯᏍᏗᏍᎪᎢ^a¹da²hya³²sdi²sgo³?i|Verb 2nd Imperative:hadahyasda^ᎭᏓᏯᏍᏓ^ha.²da²hya¹sda|Verb 3rd Infinitive:udahyasdohdi^ᎤᏓᏯᏍᏙᏗ^u²da²hya¹sdoh³di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,ced,adahyesgi,ᎠᏓᏰᏍᎩ,n,noun,noun,cancer,"gahyea, gahyesdi",a.²da²hye⁴sgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,ced,adahyiha,ᎠᏓᏱᎭ,vt,transitive verb,verb,"he's denying him, it",,a¹da.²hyi.³ha,"Verb 1st Present:jiyadayiha, gadayiha^ᏥᏯᏓᏱᎭ, ᎦᏓᏱᎭ^ji²ya.²da.?²yi.³ha, ga.²da.?²yi.³ha|Verb 3rd Past:udahyilvi^ᎤᏓᏱᎸᎢ^u¹da.²hyi.²lv²³?i|Verb 3rd Present Habitual:adahyihoi^ᎠᏓᏱᎰᎢ^a¹da.²hyi.²ho³?i|Verb 2nd Imperative:hiyadayiga, hadayhga^ᎯᏯᏓᏱᎦ, ᎭᏓᏴᎦ^hi²ya.²da.²yi¹ga, ha²dayh²ga|Verb 3rd Infinitive:udayhsdi^ᎤᏓᏴᏍᏗ^u²dayh²sdi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,ced,adahyoneha,ᎠᏓᏲᏁᎭ,vi,intransitive verb,verb,he's committing adultery,"adahyonehdi, adahyonehi",a¹da²hyo³ne.²ha,Verb 1st Present:gadayoneha^ᎦᏓᏲᏁᎭ^ga.²da¹yo³ne.²ha|Verb 3rd Past:udahyonelvi^ᎤᏓᏲᏁᎸᎢ^u¹da²hyo³ne²lv²³?i|Verb 3rd Present Habitual:adahyonehoi^ᎠᏓᏲᏁᎰᎢ^a¹da²hyo³ne.²ho³?i|Verb 2nd Imperative:hadahyonvla^ᎭᏓᏲᏅᎳ^ha.²da²hyo²nv²³la|Verb 3rd Infinitive:udahyonehdi^ᎤᏓᏲᏁᏗ^u²da²hyo²neh³di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,ced,adahyonehdi,ᎠᏓᏲᏁᏗ,n,noun,noun,adultery,"adahyoneha, adahyonehi",a.²da²hyo²neh³di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
