ID,Source,Syllabary,Transliteration,English,Audio,Story,Chapter,Line,Author,Speaker,,Word-by-word Literal Translation,Cherokee Morphemes,English Morphemes (Gloss)
,Cherokee Narratives,ᏏᏊᎴ ᏦᎢᏁ ᏃᏊ ᎥᎣᎦᏛᎦᏅ ᏃᏊᏛ ᎤᏙᎯᏳ ᎬᏂ ᎨᏒ ᎡᏍᎦ ᏣᎢᏒ ᎠᎴ ᏂᎦᏪᏏᏒ ᎠᏍᏓᏲᏍᎬ,sigwule jo?ine nogwu v?oktvganv nogwudu udohiyu kvhni gesv esga tsa?isv ale nigawesisv asdayosgv,"We heard it again the third time, and we knew for sure it was coming toward us, as the meows were getting louder.",,Cat Meowing,,14,Durbin Feeling,,,"and again, the third time, then, we heard again, and now, very, clear, it was, in this direction, its walking, and, it meowed along, it got louder",sigwu-le jo?i-ne nogwu v-?ok-tvgan-v nogwu-dv udohiyu kvhni ges-v esga j-a?is-v ale ni-gawes-is-v a-sdayos-g-v,"again and, three Ord, now, Rep they-and-I hear exP, now Emp, really, clear, be exP, this-way, Pst 3 walk exP, and, Spec 3 meow-along exP, 3 louder Prog exP"
,Cherokee Narratives,ᏂᏓᎦᏪᏏᏒᏃ ᏂᎦᏓ ᏃᏊ ᎣᏍᏓ ᎣᎦᏛᏓᏍᏛ ᎠᎴ ᎡᏝᏪ ᎣᏥᏅᏜᎥᎢ,nidagawesisvhno nigada nogwu osda oktvdasdv ale ehlawe ojinhdla?v?i,"As it came toward us, we all took notice and listened quietly.",,Cat Meowing,,15,Durbin Feeling,,,"and it was meowing along in this direction, all, then, good, we were all listening, and, quiet, we were lying there",nida-g-awesis-v-hno nigada nogwu osda ok-tvdasd-v ale ehlawe ojin-hdla?-v?i,"this-way 3 come-direction-of exP and, all, then, good, they-and-I hear exP, and, quiet, he-and-I lie exP"
,Cherokee Narratives,ᎪᎯ ᎢᏴ ᏃᏊ ᎠᏊ ᎢᏴ ᏙᏱ ᏗᏢ ᏄᏪᏏᏢ ᏃᏊ ᎤᏕᏲᎸ ᎦᎵᏦᏕ,kohi iyv nogwu agwu iyv doyi didlv nuwesihlv nogwu udeyolv galhjode,"In a little while we heard it right outside, and as it went around the house it was meowing.",,Cat Meowing,,16,Durbin Feeling,,,"after a while, now then, here nearby, outside, toward, it came and meowed, then, it circled, house",kohi iyu nogwu agwu iyu doyi didlv n-u-wes-ihl-v nogwu u-deyol-v galhjo-de,"there after, a while, then, here, nearby, outside, toward, Spec 3 meow come exP, then, 3 go-around exP, house"
,Cherokee Narratives,ᏃᏊ ᏧᎶᏒ ᎢᏗᏜ ᏭᎶᏒ ᏏᏊ ᏂᎦᏪᏏᏐᎢᏊ ᏫᎬᏩᏕᎵᏦᎲᏍᎩ ᏂᎦᏪᏏᏒᎢ,nogwu julosv ididla wulosv sigwu nigawesiso?igwu wigvwadelichohvsgi nigawesisv?i,"It circled the house and then went back the way it came, still meowing as it went, until the meows faded in the distance.",,Cat Meowing,,17,Durbin Feeling,,,"then, where it came from, toward, it returned, still, continued to meow along, until it faded out, it is meowing along",nogwu j-u-los-v ididla w-u-los-v sigwu ni-g-awes-is-o?i-gwu wi-gvw-adeli-chohvs-g-i ni-g-awes-is-v?i,"then, Dst 3 come exP, toward, Tr 3 go exP, still, Spec 3 meow continue Hab just, Tr 3 fade Comp Prog Ag, Spec 3 meow continue exP"
,Cherokee Narratives,ᎡᎵᏏᏃ ᏃᏊ ᎪᎯ ᎢᏴ ᎤᏁᏨ ᎯᎠ ᏄᏪᏒᎢ ᎪᎱᏍᏗᏛ ᏗᏓᏛᎦᏂᏒ ᎢᎩᏃᎯᏎᎭ,elisihno nogwu kohi iyv uhnejv hi?a nuwesv?i gohusdidv didatvganisv igihnohiseha,"After a while my grandmother spoke up and said, ""It's telling us that we will hear some news.""",,Cat Meowing,,18,Durbin Feeling,,,"and my grandmother, then, after a while, she spoke, this, she said, something (affirmative), that we are going to hear, it is telling us",elisi-hno nogwu kohi iyv u-hnej-v hi?a n-u-wes-v?i gohusdi-dv di-d-a-tvganis-v igi-hnohis-eh-a,"1Pos grandmother and, then, after a while, 3 speak exP, this, Spec 3 say exP, something Emp, Pl Fut 3 hear exP, he/you Pl-and-me tell Dat Pres"
,Cherokee Narratives,ᎤᎩᏨᏓᏃ ᏃᏊ ᎯᎠᏴ ᎧᎸ ᏅᏙ ᏃᏊ ᎤᎷᏨ ᎾᎥ ᎢᏦᎦᏓᎵ ᎠᎴ ᎣᎩᏃᎯᏎᎸ ᎾᎯᏳ ᏒᏃᏱ ᎠᏟᎢᎵᏒ ᎤᏲᎱᏎ Ꮎ ᎤᏛᏐᏅ ᏧᏢᎬᎢ,ugijvdahno nogwu hi?ayv kalv nvdo nogwu uluhjv na?v ijogadali ale ogihnohiselv nahiyu svnoyi ahli?ilisv uyohuse na utvsohnv judlvgv?o,"The next day when the sun was up high, a neighbor came over and told us that the old man who had been sick had died that night.",,Cat Meowing,,19,Durbin Feeling,,,"and the next morning, then, about this, the position of, sun, then, he came, near, apart from us, and, and he told us, at that time, midnight time, he died, that, old man, who was sick",ugijvda-hno nogwu hi?a-yv kalv nvdo nogwu u-luhj-v na?v ijo-gadali ale ogi-hnohis-el-v nahiyu svnoyi ahli?ilisv u-yohus-e na utvsohnv j-u-dlv-g-v?i,"next-day and, then, this about, position-of, sun, then, 3 come exP, near, you Pl-and-I apart, and, he/them-and-me tell Dat exP, then, midnight, time, 3 die repP, that, old-man, Rel 3 sick Prog exP"
,Cherokee Narratives,Ꮲ ᎠᏎ ᏓᎳᏚ ᎢᏯᏆᏕᏘᏴᏓ ᎨᏎ ᎩᎳᎢᏊ ᎢᏳᏍᏗ ᎠᎩᏁᏓ ᎨᏒ ᎠᏆᎵᏍᎪᎸᏓᏁᎯ ᏓᏆᎴᎳ ᎠᎩᎯᎵᏓᏍᏗ,dlv ase daladu iyagwadetiyvda gese kila?igwu iyusdi agineda gesv agwalsgolhdanehi dagwalela agihilidasdi,"I guess I was about sixteen years old, and I had just gotten my operator's license.",,Cat Meowing,,1,Durbin Feeling,,,"about, probably, sixteen, my age, was, just recently, almost, I gotten had, which permits me, car, for me to drive",dlv ase daladu iy-agw-adetiyv-da ges-e kila?-igwu iyusdi ag-ined-a ges-v agw-alsgolhdaneh-i dagwalela agi-hili-das-di,"about, perhaps, sixteen, one-year-of-age, 3 be exP, recently just, almost, 1 get recP, be exP, 1 have-permission Ag, car, 1 drive Inf"
,Cherokee Narratives,ᎠᎴ ᎠᎩᎸᏉᏗ ᎨᏒ ᏗᏓᎾᏅ ᎾᎩᎶᎯᏍᏗ ᎣᏏ ᎠᎩᏰᎸᏒ ᏓᏆᎴᎳ ᎬᎩᎯᎵᏓᏍᏗ ᎨᏒᎢ,ale agilvkwdi gesv didadnv nagilohisdi osi agiyelvsv dagwalela gvgihilidasdi gesv?i,I really enjoyed going to the store because I liked to drive our car.,,Cat Meowing,,2,Durbin Feeling,,,"and, I liked, was, to the store, to go and return, good, for me, car, for-me-to-drive, was",ale ag-ilvkwdi ges-v didadnv n-agi-lohis-di osi ag-iyelvs-v dagwalela gv-gihili-das-di ges-v?i,"and, 1 like, be exP, store, Lat 1 go-return Inf, good, 1 think exP, car, nonF they/me drive Inf, be exP"
,Cherokee Narratives,ᎡᎵᏃ Ꮲ ᏦᎢ ᎢᏳᏟᎶᏓ ᎢᏴ ᎠᏂᎩᏓ ᏛᏓᎾᏅ,elihno dlv jo?i iyutliloda iyv ahnigida dvdananv,The store was about three miles from where we lived.,,Cat Meowing,,3,Durbin Feeling,,,"possibly and, about, three, miles, about, in distance, to store",eli-hno dlv jo?i iyuhliloda iyv ahnigi-da dvdananv,"possibly and, about, three, mile, about, in-length, store"
,Cherokee Narratives,ᎤᏔᎾᏃ ᏂᎦᏅᏅ 33 ᎪᏪᎵ Ꮲ ᎩᏄᏛᏗ ᎢᏳᏟᎶᏓ ᎠᏂᎩᏓ ᏦᎨᏅᏒ ᎠᏎᏃ ᎠᎨ ᎢᏴ ᏗᎦᏁᎶ ᎾᎥ ᎢᏦᎦᏓᎵ ᎥᏍᎩᏃ ᏂᎪᎯᎸ ᎠᎪᏩᏛᏗ ᎨᏐ ᎡᎳᏗ ᎠᎢᏒ,utanahno niganvhnv 33 gohweli dlv ginutdi iyutliloda ahnigida jogenvsv asehno age iyv diganelo na?v ijogadali vsgihno nigohilv agowahtvhdi geso eladi a?isv,"There was a state highway about a quarter of a mile from our house, and a neighbor lived just on the other side of us, and you would see him walking these roads all the time.",,Cat Meowing,,4,Durbin Feeling,,,"and big, there was a road, 33 numbered, about, one-fourth, measure of, in distance, our house, but, over there, about, he lived there, near, our neighbor, that and, all the time, him to see, was, on foot, as he walked along",utana-hno ni-g-anvhn-v 33 gohweli dlv ginutdi iyuhliloda ahnigi-da j-og-envsv ase-hno age iyv di-ganel-o na?v ijo-gadali vsgi-hno nigohilv a-gohwahtvh-di ges-o eladi a-?is-v,"big and, Lat 3 be-road exP, 33 numbered, about, one-fourth, one-mile, in-length, Pl they-and-I house, but and, over-there, about, Dst live Hab, near, they-and-I apart, that and, always, 3 see Inf, be Hab, on-ground, 3 walk exP"
,Cherokee Narratives,ᎥᏍᎩᏃ ᏄᎵᏍᏔᏂᏙᎸ ᎾᎯᏳ ᎩᎳ ᎤᏒ,vsgihno nulstanidolv nahiyu kila usv,One evening it had just gotten dark.,,Cat Meowing,,5,Durbin Feeling,,,"that and, it happened, then, early, night",vsgi-hno n-u-lstani-dol-v nahiyu kila usv,"that and, Spec 3 happen exP, then, early, night"
,Cherokee Narratives,ᏗᏓᎾᎾ ᎠᏇᏙᎸ ᎥᎦᎢᏒ ᏗᏇᏅᏒ ᎢᏗᏜ,didanana agwedolv vga?isv digwenvsv ididla,I was driving back from the store going home.,,Cat Meowing,,6,Durbin Feeling,,,"to the store, I had been, I was on my way back, my house, toward",didanana agw-edol-v v-g-a?is-v di-gw-envsv ididla,"store, 1 be exP, Rep 1 walk exP, Pl 1 house, toward"
,Cherokee Narratives,ᏃᏊᏃ ᎠᏆᏞᏌ 33 ᎪᏪᎵ ᎦᏅᏅ ᎠᎴ ᏗᏇᏅᏒ ᎢᏗᏜ ᏫᎦᏅᏅ ᏩᏆᏕᏙᎾ ᏓᏆᎴᎳ ᏚᏨᏍᏛ ᏫᏚᎸᏌᏓᏓ ᏫᎦᏅᏅ ᏫᎦᏥᎪᎥ ᎠᏂᏔᎵ ᎠᏂᏍᎦᏯ ᏩᎾᎢᏒᎢ,nogwuhno agwadlesa 33 gohweli ganvhnv ale digwenvsv ididla wiganvhnv wagwadetona dagwalela dujvstv widulvsadada wiganvhnv wigajigo?v anita?li anisgaya wana?isv?i,"As I turned off the state highway and onto the dirt road, the lights of our car shined down the road, and I saw two men walking.",,Cat Meowing,,7,Durbin Feeling,,,"and then, when I turned off, 33 numbered, road, and, my home, toward, down the road, when I got on, car, lights, they shined, down the road, I saw them, two of them, men, walking in the other direction",nogwu-hno agw-adles-a 33 gohweli ganvhnv ale di-gw-envsv idi-dla wi-g-anv-hnv w-agw-adeton-a dagwalela d-ujvstv wi-d-u-lvsadad-a wi-g-anvhn-v wi-g-ajigo?-v ani-ta?li ani-sgaya w-a-n-a?isv-?i,"then and, 1 turn-off recP, 33 numbered, road, and, Pl 1 house, toward, Tr 3 road exP, Tr 1 get-on recP, car, Pl light, Tr Pl 3 shine recP, Tr 1 down-road exP, Tr 1 see exP, 3 Pl two, 3 Pl man, Tr 3 Pl walk Ag"
,Cherokee Narratives,ᏌᏊᏃ ᎩᎳᏊ ᎢᏴᏓ ᏥᏲᎵᏨ ᎾᎥ ᎢᏦᎦᏓᎵ ᎨᏒᎢ,sagwuhno kilagwu iyvda jiyolijv na?v ijogadali gesv?i,I recognized one of them immediately as our neighbor.,,Cat Meowing,,8,Durbin Feeling,,,"and one, immediately, length of time, I recognized him, near, neighbor, was",sagwu-hno kila-gwu iyvda ji-yolij-v na?v ijo-gadali ges-v?i,"one and, immediately just, length-of-time, 1 recognize exP, near, they-and-I apart, be exP"
,Cherokee Narratives,ᎤᎾᎵᎪᏒᎢᏍᎩᏂ Ꮭ ᏱᏥᏲᎵᏤᎢ,unaligosv?isgini hla yijiyolije?i,But his partner I didn't recognize.,,Cat Meowing,,9,Durbin Feeling,,,"but his partner, not, I did not recognize him",u-n-aligos-v?i-sgini hla yi-ji-yolije-?i,"3 Pl be-partners exP but, no, nonF 1 recognize"
,Cherokee Narratives,ᎠᏎᏃ ᏫᎦᏥᏯᏢᏔᎭ ᎠᏆᎴᏫᏍᏔᏅ ᎤᎾᏦᏗ ᎤᎬᏩᏟ,asehno wigajiyadlvtaha agwalehwistanv unajodi ugvwahli,"As I caught up with them, I stopped the car to give them a ride.",,Cat Meowing,,10,Durbin Feeling,,,"however, when I caught up with them, I stopped, for them to get in, purpose of",ase-hno wi-gajiy-adlvtah-a agw-alehwistan-v u-n-ajo-di ugvwahli,"but and, Tr I-them catch-up recP, 1 stop exP, 3 Pl get-in Inf, purpose"
,Cherokee Narratives,ᏓᏳᏍᏚᎢᏒᏃ ᎦᎶᎯᏍᏗ ᎠᎴ ᏓᏳᏣᏅᎢ ᎤᏣᎾᏃ ᎤᏍᏚᏅ ᎦᎶᎯᏍᏗᎢ,dayusdu?isvhno galohisdi ale dayujanv?i ujanahno usduhnv galohisdi?i,"The door opened, and our neighbor got in and closed the door behind him.",,Cat Meowing,,11,Durbin Feeling,,,"he opened, and, door, and, he got in, and when he got in, he closed it, door",d-a-yu-sdu?is-v-hno galohisdi ale d-a-yu-jan-v?i u-jan-a-hno u-sdu-hnv galohisdi?i,"Pl 3 open exP and, door, and, Pl 3 get-in exP, 3 get-in and, 3 close exP, door"
,Cherokee Narratives,ᏍᏓᎵᎪᏒᎾᎲ Ꮭ ᏱᏛᏣᏂ ᏥᏲᏎᎸ,sdaligosvnahv hla yidvjani jiyoselv,"""Isn't your friend going to ride with us?"" I asked him.",,Cat Meowing,,12,Durbin Feeling,,,"what about your partner, no, he is not getting in, I said to him",sd-aligosv-nahv hla yi-d-v-jan-i ji-yos-el-v,"you/two partner what-about, no, nonF Pl 3 get-in Ag, 1 say Dat exP"
,Cherokee Narratives,ᎡᏝᏪᎢᏊᏃ ᏓᏆᎧᎿᏅ,ehlawe?igwuhno dagwakahnanv,He looked at me puzzled.,,Cat Meowing,,13,Durbin Feeling,,,"and silently, he looked at me",ehlawe?i-gwu-hno d-agw-akahnan-v,"silently also and, Pl he/me look exP"
,Cherokee Narratives,ᏞᎦ ᏥᏍᎦᏍᏓᏁᏗ ᎦᏁᎸᏗᏍᎬ ᎡᎵᏍᎬ,hlega jisgasdanehdi ganelhdisgv elisgv,He thought I was trying to scare him.,,Cat Meowing,,14,Durbin Feeling,,,"awhile, for me to scare him, my trying, he thought",hlega ji-sgasdaneh-di g-anelhdis-g-v elis-g-v,"awhile, 1 scare Inf, 1 try Prog exP, 3 think Prog exP"
,Cherokee Narratives,ᎠᏎᏃ ᎤᏁᏣ ᏝᏗ ᎩᎶ ᏲᎩᎾᎵᎪᏎ ᎠᏉᏎᎸ,asehno uhneja hladi kilo yoginaligose agwoselv,"When he spoke, he said, ""There was no one with me.""",,Cat Meowing,,15,Durbin Feeling,,,"but, when he spoke, not, someone, I wasn't with, he said to me",ase-hno u-hnej-a hladi kilo y-ogi-naligos-e agw-os-el-v,"but and, 3 speak recP, no, someone, nonF they-and-I be-with repP, he/me say Dat exP"
,Cherokee Narratives,ᎠᏴᏃ ᏃᏊ ᎠᎩᏍᎦᏍᏓᏁᎲ ᎤᎴᏅᎲ,ayvhno nogwu aksgasdanehv ulenvhv,Then I began to get scared.,,Cat Meowing,,16,Durbin Feeling,,,"and I, then, my getting scared, started",ayv-hno nogwu ak-sgasdaneh-v u-lenvh-v,"I and, then, 1 get-scared exP, 3 start exP"
,Cherokee Narratives,ᎦᏅᏓᏗᏍᎪ ᏗᎩᎦᏴᎵᎨ ᏥᎨᏒ ᏃᏊᎴ ᎡᏚᏚ ᎡᎵᏏᏃ ᏥᎨᏒ ᎪᎩᏃᎯᏎᎯ ᎨᏒ ᏦᏥᏲᏟ ᏙᎦᏛᏏᏗᏒ Ꮎ ᏴᏫ ᏧᎾᏍᏗ ᏥᏓᏃᏎᎲ,ganvdadisgo digigayvlige jigesv nogwule edudu elisihno jigesv gogihnohisehi gesv jojiyohli dogatvsidisv na yvwi junsdi jidanosehv,"I remember that my parents, my grandfather, and my grandmother would tell us, when we were children, about the Little People.",,Little People,,1,Durbin Feeling,,,"I remember, my parents, who were, and also, my grandfather, and my grandmother, who were, they would tell us, were, we children, as we were growing up, those, people, little ones, which they were called",ga-nvdadis-g-o di-gi-gayvlige ji-ges-v nogwu-le e-dudu e-lisi-hno ji-ges-v gogi-hnohiseh-i ges-v j-oji-yohli d-og-atvs-idis-v na yvwi j-u-n-sdi ji-d-a-noseh-v,"1 remember Prog Hab, Pl 1 parent, Rel be exP, also, 1Pos grandfather, 1Pos grandmother and, Rel be exP, 3 Pl they/them-and-me tell Ag, be exP, Pl they-and-I child, Pl they-and-I grow begin exP, that, person, Pl 3 Pl little, Rel Pl 3 call exP"
,Cherokee Narratives,ᏝᏃ ᎥᏍᏊ ᏱᏂᎦᎵᏍᏗᎭᏊ ᎩᎶ ᏧᏂᎪᎲᎯ ᏱᎨᏎ ᎥᏍᎩᎾ ᏴᏫ ᏧᎾᏍᏗ ᎡᎵᏍᎩᏂ ᎢᎸᏍᎩ ᎾᏂᎥ ᎩᎶ ᎦᏥᏲᎵᎩ ᎤᎾᏕᎶᎰᏒᎯ ᎨᏒ ᎪᎱᏍᏗ ᎠᏎᎩ ᎨᏒ ᏂᎦᎵᏍᏔᏅᎥᏍᎬ ᎠᎴ ᏱᎩ ᎤᎾᏛᎦᏅᎯ ᎨᏒ ᎩᎶ ᎠᏂᏬᏂᏍᎬ ᎠᏎᏍᎩᏂ ᎩᎶ ᏂᏓᏂᎪᏩᏘᏍᎬᎾ,hlahno vsgwu yinigalsdihagwu kilo junigohvhi yigese vsgina yvwi junsdi elisgini ilvsgi nani?v kilo gajiyoligi unadelohosvhi gesv gohusdi asegi gesv nigalstanv?vsgv ale yigi unatvganvhi gesv kilo aniwonisgv asesgini kilo nidanigowhtisgvna,"Not just anyone had seen the Little People, but there were a few people that I know who had experienced some unusual happenings and had heard someone talking but had not seen them.",,Little People,,2,Durbin Feeling,,,"and not even, just any, someone, they have not seen, was, those, people, little ones, although, a few, of them, someone, I know them, they had known about it, was, something, peculiar, was, the happenings, and, maybe, they had heard about it, was, someone, their talking, but however, someone, they not seeing them",hla-hno vsgwu yi-ni-g-alsdih-a-gwu kilo j-u-ni-goh-vhi ji-ges-e vsgina yvwi j-u-n-sdi elisgini ilvsgi n-a-n-i?-v kilo ga-ji-yoligi u-n-adelohos-vhi ges-v gohusdi asegi ges-v ni-g-alstanv?vs-g-v ale y-igi u-n-atv-gan-vhi ges-v kilo a-ni-wonis-g-v asesgini kilo ni-d-a-ni-gowhtis-g-v-na,"not and, even, nonF Spec 3 happen Pres just, someone, Pl 3 Pl see exP, Rel be repP, that, person, Pl 3 Pl little, although, a few, Neg 3 Pl see exP, someone, I/them know, 3 Pl know exP, be exP, something, peculiar, be exP, Spec 3 happen Prog exP, and, nonF be, 3 Pl hear exP, be exP, someone, 3 Pl speak Prog exP, but, someone, Neg Pl 3 Pl see Prog exP Neg"
,Cherokee Narratives,ᎥᏍᎩᏃ ᎢᏳᎵᏍᏔᏂᏙᎸᎯ ᏱᎩ ᏴᏫ ᏧᎾᏍᏗᎢ ᏓᏂᏠᏎᎲᎢ,vsgihno iyulstanidolvhi yigi yvwi junsdi?i danihlosehv?i,"When something like that had happened, they would say it was the Little People.",,Little People,,3,Durbin Feeling,,,"and that, it had happened, if, people, little ones, they blamed them",vsgi-hno iyulstanidolvhi y-igi yvwi j-u-n-sdi?i d-a-ni-hlosehv?i,"that and, happening, nonF be, person, Pl 3 Pl little, Pl 3 Pl blame exP"
,Cherokee Narratives,ᏝᏃ ᎥᏍᏉ ᏗᏍᎦᎢᏍᏗ ᏱᎨᏎ ᎠᎾᏗᏍᎪ ᏱᏚᏂᏃᎮᏝ ᎤᎾᏓᏅᏘᎮᏃ ᎠᎴ ᎣᏍᏓ ᎨᏒ ᎢᏳᎵᏍᏓᏁᏗ ᏴᏫ ᎢᏳᏃ ᏂᏓᏐᏢᏤᎲᎾ ᏱᎩ,hlahno vsgwo disga?isdi yigese anadisgo yidunihnohehla unadanvtihehno ale osda yvwi iyulsdahnehdi yvwi iyuhno nidasodlvjehvna yigi,"The Little People were not to be feared, they would say when they talked about them, because they were friendly, and those who came into contact with them were to meet good fortune if they welcomed them.",,Little People,,4,Durbin Feeling,,,"and not also, to fear them, it was not, they say, when they talked about them, because they are friendly, and, good, that which is to happen to him, person, if, not to dare them, if it was",hla-hno vsgwo di-sga?is-di yi-ges-e a-n-adis-g-o yi-d-u-ni-hno-hehla u-n-adanvtih-e-hno ale osda ges-v iy-u-lsdahn-eh-di yvwi iyuhno ni-d-asodlvjehv-na y-igi,"not and, and, Pl fear Inf, nonF be repP, 3 Pl say Prog Hab, nonF Pl 3 Pl talked-about RecP, 3 Pl friendly repP and, and, good, be exP, Inf 3 happen Dat Inf, person, if, Neg Pl dare Neg, nonF be"
,Cherokee Narratives,ᎠᎾᏗᏍᎪᎢ ᎠᎴ ᏱᎩ ᎬᏩᎾᏓᏍᏕᎸᏗ ᎨᏒ ᎪᎱᏍᏗ ᎦᎾᏰᎩ ᏱᏂᏧᏍᏗᏓᎾ ᏮᎦᏛ ᎢᏗᏜ,anadisgo?i ale yigi gvwanadasdelhdi gesv gohusdi ganayegi yinijusdidana wvktv ididla,Also they would help in a time of need or if you were headed toward danger.,,Little People,,5,Durbin Feeling,,,"they said, and, if it, to help, was, something, dangerous, if it existed, ahead, toward",a-n-adis-g-o?i ale y-igi gvw-an-adasdelh-di ges-v gohusdi ganayegi yi-ni-j-u-sdidan-a wvktv idi-dla,"3 Pl say Prog Hab, and, nonF be, 3 Pl help Inf, be exP, something, dangerous, nonF Pl Pst be recP, ahead, toward"
,Cherokee Narratives,ᎤᏠᏱᏊ ᎤᏁᎳᏅᎯ ᏱᏛᏁᎵᏗ ᏗᏂᎧᏃᏩᏗᏙᎯ ᏥᏕᎬᏗᎭ ᏴᏫ ᏓᏍᏕᎵᏍᎬ ᎠᎭᏂ ᎡᎶᎯ ᎨᏒ ᎾᏍᎩᏯ ᏯᏛᎿ ᎥᏍᎩᎾ ᏴᏫ ᏧᎾᏍᏗᎢ,uhloyigwu unelanvhi yidvnelhdi dinikanowadidohi jidekdiha yvwi dasdelisgv ahani elohi gesv nasgiya yadvhna vsgina yvwi junsdi?i,"Just as one would have faith in God and his angels, so were the Little People there to help.",,Little People,,6,Durbin Feeling,,,"same as, God, if you have faith in, angels, the ones he uses, people, his helping, here, on earth, is, that, let's say, that, people, little ones",uhloyi-gwu unelanvhi yi-d-vnel-hdi di-ni-kanowadidoh-i ji-d-ekdih-a yvwi d-a-sdelis-g-v ahani elohi ges-v nasgi-ya y-a-dvhn-a vsgina yvwi j-u-n-sdi?i,"same just, god, nonF Pl have-faith Inf, Pl Pl keep-eye-on Ag, Rel Pl use Pres, person, Pl 3 help Prog exP, here, on-earth, be exP, that same, nonF 3 say Pres, that, person, Pl 3 Pl little"
,Cherokee Narratives,ᏥᏓᏃᏎᎲᎢ ᎪᎱᏍᏗ ᏴᎦᎵᏍᏔᏂᏓ ᎨᏐ ᎢᏳᏓᎵᎭ ᏱᏅᎦᎦᎵᏍᏓᏊ ᎦᏰᎵᏍᏗ ᎥᏍᎩᏃ ᏱᏄᎵᏍᏔᏂᏙᎳ ᎠᎾᏓᏍᏕᎵᏍᎪ ᏴᏫ ᏧᎾᏍᏗ ᎠᎾᏂᏍᎩ ᎨᏒ ᏗᎩᎦᏴᎵᎨ ᏥᎨᏒᎢ,jidanosehv?i gohusdi yvgalstanida geso iyudaliha yinvgagalsdagwu gayelisdi vsgihno yinulstanidola anadasdelisgo yvwi junasdi anadisgi gesv digigayvlige jigesv?i,"Once in a while something might happen that would seem extraordinary, and if it did, the Little People are there to help, my parents would say.",,Little People,,7,Durbin Feeling,,,"which they are called, something, it might happen, it is, once in a while, impossible to happen, one might think, and that, if that happens, they help you, people, little ones, they would say, were, my parents, who were",ji-d-a-n-oseh-v?i gohusdi y-v-galstanid-a ges-o iyudaliha yi-n-v-gagalsd-a-gwu g-ayelisi-di vsgi-hno yi-n-u-lstanidol-a a-n-adasdelis-g-o yvwi j-u-n-asdi a-n-adis-g-i ges-v di-gigayvlig ji-ges-v?i,"Rel Pl 3 Pl say exP, something, nonF 3 happen Pres, be Hab, once-in-a while, nonF Pl not-possible recP just, 3 think Inf, that and, nonF Spec 3 happen Pres, 3 Pl help Prog Hab, people, Pl 3 Pl little, 3 Pl say Prog Ag, be exP, Pl parent, Rel be exP"
,Cherokee Narratives,ᏌᏊᏃ ᎢᏳᏩᎪᏗ ᎡᎵᏏ ᎡᏚᏚᏃ ᎤᏒ ᎢᎠᎾᎢᏎ ᏧᏁᏅᏒ ᎢᏗᏜ ᏧᏂᎳᏫᎢᏍᏗ ᎤᏁᏙᎸᎯ ᎤᏍᏗᏃ ᎦᏅᏅ ᎠᎾᎢᏎ ᎡᎵ ᎢᎸᏍᎩ ᎢᏳᏩᎪᏗ ᎤᏂᎶᏏᏙᎸ ᎠᎴ ᎤᏂᎩᏌᏓ ᎠᎴ ᎬᏁᎳᎩᏊ ᏯᏛᎿ ᎤᎾᏅᏓ ᏓᏕᏲᎴᎬ ᎤᏍᏗ ᎦᏅᏅ ᎠᎾᏗᏍᎪ ᎾᎯᏳ ᎠᎾᎢᏒᎢ ᏝᏃ ᎠᏨᎢᏍᎪᏗ ᏯᏂᏰᎮ,sagwuhno iyuwakdi elisi eduduhno usv i?ana?ise junenvsv ididla junilawi?isdi unedolvhi usdihno ganvhnv ana?ise eli ilvsgi iyuwakdi unilosidolv ale unikisada ale gvnelagigwu yadvhna unanhte dadeyolegv usdi ganvhnv anadisgo nahiyu ana?isv?i hlahno atsvisdodi yanihyehe,"One night my grandmother and grandfather were walking home from church through a path they had been quite familiar with, familiar enough with it that they had no light with them.",,Little People,,8,Durbin Feeling,,,"and one, time, my grandmother, and my grandfather, night, they were walking back, their home, toward, church, they had been, and little, road, they were walking, quite, a few, times, they had been through, and, they were used to it, and, by memory, you might say, they knew, the curves, little, road, they say, at that time, as they walked, and not, light, they did not have",sagwu-hno iyuwakdi e-lisi e-dudu-hno usv i?-a-n-a?is-e j-u-nenvsv idi-dla j-u-ni-lawi?is-di u-n-edol-vhi usdi-hno ganvhnv i-a-n-a?is-e eli ilvsgi iyuwakdi u-n-ilosidol-v ale u-ni-kisad-a ale gvnelagi-gwu y-a-dvhn-a u-n-anht-e d-adeyole-g-v usdi ganvhnv a-n-adis-g-o nahiyu a-n-a?is-v?i hla-hno ajv?asdodi y-a-n-ihyeh-e,"one and, time, 1Pos grandmother, 1Pos grandfather and, night, Rep 3 Pl walk repP, Pl 3 home, toward, Pl 3 Pl worship Inf, 3 Pl be exP, little and, road, Rep 3 Pl walk repP, quite, few, time, 3 Pl go-through exP, and, 3 Pl accustomed-to Pres, and, memory just, nonF 3 say Pres, 3 Pl know repP, Pl curve Prog exP, little, road, 3 Pl say Prog Hab, at-that-time, 3 Pl walk exP, not and, light, nonF 3 Pl have repP"
