ID,Source,Syllabary,Transliteration,English,Audio,Story,Chapter,Line,Author,Speaker,,Word-by-word Literal Translation,Cherokee Morphemes,English Morphemes (Gloss)
,Cherokee Narratives,ᎣᏂ ᎤᏂᎪ ᏍᎩᎾ ᏧᎧᏅᏍᏕᎾ ᎤᏔᏅ ᏗᏔᎴᏒ ᎤᏍᏓᎦᎸ ᎾᎿ ᏗᏜ ᏩᏴᏟᏙᎮ ᏭᏂᎪᎮ ᎠᏰᏟᏅ Ᏼ ᎨᏎ ᎠᎹᏱ ᎠᏰᏟ ᎢᏴ ᎤᎧᏲᏛ ᎾᏍᎩᎾ ᎤᏔᏅ ᏩᏔᎴᏒ ᏰᎵᏊ ᏧᎧᏅᏍᏕᎾ ᎤᏔᏅ ᎬᏩᏴᏍᏗ ᎢᎩᏓ ᎨᏎ ᎠᏔᎴᏒ ᎾᎿᏃ ᏭᏴᏞ ᎣᏂ ᎤᏂᎪᎲ ᎾᏍᎩ Ꭿ ᏧᎧᏅᏍᏕᎾ,ohni unigo sgina jukanvsdena utan ditalesv usdagalv nahna didla wayvhlidohe wunigohe ayehlihnv yv gese amay ayelh iyv ukahyodv nasgina utan watalesv yeligw jukanvsdena utan gvwayvsd ikid gese atalesv nahnahno wuyvhle ohni unigohv nasgi hi jukanvsdena,"The last they saw of the bull, it was going back into the cave.",,Water Beast,,11,Sam Hair,,,"last, they saw it, that, bull, big, hole, cave, there, toward, it was entering, they saw, half of it, distance, was, in water, half of it, dry land, that, big, hole, enough, bull, big, to enter, size, was, hole, and there, it entered, last, they saw, that, this, bull",ohni u-ni-go sgina wahg utan ditalesv usdagalv nahna didlv w-a-yvhlidoh-e w-u-ni-go-he ayehli-hnv yv ges-e ama-y ayeh iyv ukahyodv nasgina utan watalesv yeligw wahga utan g-vwayv-sd ikida ges-e atalesv nahna-hno w-u-yvhl-e ohni u-ni-goh-v nasgi hi? wahga,"last, 3 Pl see, that, cow, big, hole cave, there, toward, Tr 3 enter repP, Tr 3 Pl see repP, half-way distance, be repP, water in, half distance, dry-land, that, big, hole, enough, cow, big, 3 enter Inf, size, be repP, hole, there and, Tr 3 enter repP, last, 3 Pl see exP, that, this, cow"
,Cherokee Narratives,ᎠᏂᏍᎬᏘ 31Ꮑ 1927 ᎯᎸᏍᎩ ᎢᎧᏁᏥ ᏓᎪᏪᎳᏂ ᎪᎯ ᎢᎪᎯ,ansgvti 31ne 1927 hilvsgi ikanejv dagowelani kohi igohi,"May 31, 1927: I am going to write a few words on this day.",,Diary,,1,Author Unknown,,,"May 31st 1927, a few, words, I will write, today, day",ansgvti 31ne 1927 hilv4sgi ika3nejv da-g-owelan-i kohi igo4hi,"may 31Ord 1927, few, word, Fut 1 write Fut, this, day"
,Cherokee Narratives,ᎠᏆᏓᏂᎳᏉ ᏱᎦᏗ ᎠᏎᏉᏉ ᏱᏂᏥᏪᎭ ᎥᏝ ᎩᎶ ᎰᏩ ᏴᎦᏰᎳ,agwadanilagwo yigadi asegwogwo yinijiweha vhla kilo howa yvgayela,There is no reason for me to say that I am ill because no one would believe me.,,Diary,,2,Author Unknown,,,"I am just ill, if I say, no reason, I would be saying it, no, no one, would believe it, would not think",agw-adani23l-a-gwo yi-g-a3di ase3-gwo4 yi-ni-ji-we32h-a v4hla kilo howa3 yv-g-a3ye23l-a,"1 ill Pres just, nonF 1 say, maybe just, nonF ni 1 say Pres, no, someone, to-believe, nonF 3 think Pres"
,Cherokee Narratives,ᎾᏆᏛᎿᏕᎦ ᎠᏋᏌᏉ ᎾᏆᏛᎾᏕᎦ ᎥᏋᏕᏨᏉ ᏥᏙᏩᏕᎦ,nagwadvhnadega agwvsagwo nagwadvnadega vgwvdejvgwo jidowadega,My life is worthless because I am all alone with no one to stay with me.,,Diary,,3,Author Unknown,,,"I am here and there, I am just alone, I am getting along, I have just been abandoned, I am standing around",ni-g-alsdi23s-g-v nagwadvnade32ga agw-v23sa-gwo n-agw-advnade32-g-a vgw-v-dej-v4-gwo ji-do32wade3g-a,"Spec 3 happen Prog exP, distraught, 1 alone just, Spec 1 get-along Prog Pres, 1Pas abandon exP just, 1 stand Pres"
,Cherokee Narratives,ᎠᏫᏄᏣ ᎠᏋᏕᏥᎸᏉ ᎾᏆᏛᎾ,awinuja agwvdejilvgwo nagwadvna,A young man has left me.,,Diary,,4,Author Unknown,,,"young man, he has abandoned me, I am here",a-winu4ja agw-v-deji23l-v4-gwo n-agw-advn-a,"3 young-man, 1Pas abandon exP just, Spec 1 be-here Pres"
,Cherokee Narratives,ᎾᏉ ᏑᏕᏘᏴᏓ ᏑᏓᎵᏃ ᎢᏯᏅᏙ ᎬᏋᏕᏨᎯ,nagwo sudetiyvda sudalino iyanvdo gvgwvdejvvhi,It has now been a year and six months since he abandoned me.,,Diary,,5,Author Unknown,,,"now, one year, and six, months, since he abandoned me",na23gwo sudetiyv4da?v suda3li-hno3 iya3nv4do gv-gwv-dej-v4hi,"now, one-year, six and, month, since 1Pas abandon exP"
,Cherokee Narratives,ᎠᏉᎯᏳᏗ ᎤᏁᎳᏅᎯ ᏗᏆᏓᏂᎸᏤᎸᎯ ᎨᏒᎢ,agwohiyudi unelanvhi digwadanilvchelvhi gesv?i,I have faith that God has accepted him.,,Diary,,6,Author Unknown,,,"I trust, God, he has accepted him, has",agw-ohiyu23di une23la3nvhi di-gwa-danilvche23l-v4hi ges-v4?i,"1 trust, god, Pl 3 accept exP, be exP"
,Cherokee Narratives,ᎠᎵᎮᎵᏍᏗ ᏗᎨᏒ ᏫᏄᏛᏅ ᎠᏉᎯᏳᏗ ᏧᏅᏟ ᏧᏩᏛᏛ ᎨᏒᎢ,alihelisdi digesv winudvhnv agwohiyudi juhnvhli juhwahtvdv gesv?i,"I have faith that he is in the ""happy place,"" that he has found his brother.",,Diary,,7,Author Unknown,,,"happy, at the place, he is there, I trust, his brothers, he has found them, has",a-lihe4lis-di di-ge3s-v4 wi-n-u-dvhn-v agw-ohiyudi j-u-hnvhli j-u-hwahtvd-v ges-v?i,"3 happy Inf, Dst be exP, Tr Spec 3 say exP, 1 trust, Pl 3 brother, Pl 3 find exP, be exP"
,Cherokee Narratives,ᎠᏉᎯᏳ ᎠᎴ ᎤᎦᏴᎵᎨ ᎤᏩᏛᏛ ᎨᏒᎢ,agwohiyu ale ugayvlige uhwahtvdv gesv?i,I have faith that he has found his parent.,,Diary,,8,Author Unknown,,,"I trust, and, his parent, he has found, has",agw-ohiyu ale3 u-gayv23li3ge3 u-hwahtv4d-v ges-v4?i,"1 trust, and, 3 parent, 3 find exP, be exP"
,Cherokee Narratives,ᎤᏟᏉ ᎤᏲᎢᏳ ᏱᏄᎵᏍᏔᏁ ᏯᏇᎵᏒ,udligwo uyo?iyu yinulstane yagwelisv?i,"When I think about it, he would have suffered if I had left him first.",,Diary,,9,Author Unknown,,,"much more, worse off, he would have been, I",udli4-gwo u-yo?i23-yu yi-n-u-l3sta3n-e y-agw-e23lis-v,"away-from just, 3 worse-off so-much, nonF Spec 3 happen repP, nonF 1 think exP"
,Cherokee Narratives,ᏍᏗᎩᏛ ᎤᎦᎵᏍᏗ ᎢᏳᏍᏗ ᎢᎦᏓᏅᏓᏗᏍᎪᎢ,sdikidv ugalsdi iyusdi igadanvdadisgo?i,Then I feel a little better.,,Diary,,10,Author Unknown,,,"a little bit, eager, like, habitually",sdi23kidv u23-gals-di iyu4sdi i-g-ad3anvdadi32s-g-o3?i,"a-little, 3 abandon Inf, like, again 1 feel Prog Hab"
,Cherokee Narratives,ᏥᏌᏃ ᏧᏁᏨ ᎯᎠ ᏄᏪᏎᎴᎢ ᎩᎶᎢᏳᏍᏗ ᏥᎷᏏᎵᎻ ᎤᏂᎩᏎ ᏤᎵᎪ ᎤᏪᏅᏎᎢ ᏗᎾᏓᏅᏌᎲᏍᎩᏃ ᏚᎾᏓᏩᏛᏔᏁᎢ,jisahno juhnejv hi?a nuwesele?i kiloiyusdi jilusilimi uhnigise jeligo uwenvse?i dinadansahvsgihno dunadawatvhtane?i,"In reply, Jesus said: ""A man was going down from Jerusalem to Jericho, when he fell into the hands of robbers.""",,The Good Samaritan,,1,,,,"and Jesus, when he answered, this, he said to him, a certain someone, Jerusalem, he went from, Jericho, he went, and robbers, they found each other (accidentally)",ji23sa3-hno j-u23-hne4j-v hi?a n-u-wes-e23l-e3?i kilo3 iyu4sdi jilu3silimi u23-hni3gis-e3 jeligo u-wenv3s-e3?i di-n-ada-h23nsahvs-g-i3-hno d-u-n-ada-hwantvh-tan-e3?i,"jesus and, Pst 3 answer exP, this, ni 3 reply Dat repP, someone a-certain, jerusalem, 3 go-from repP, jericho, 3 go repP, Pl Pl Refl rob Prog Ag and, Pl 3 Pl Refl find accidentally repP"
,Cherokee Narratives,ᎾᏍᎩ ᏕᎬᏩᏄᏪᏎ ᏚᏄᏩᎥᎢ ᎠᎴ ᎬᏩᎵᎥᏂᎴᎢ ᎠᎴ ᎤᎾᏓᏅᏎ ᎬᏩᏕᏤ ᎠᏰᎵ ᎢᏴᏛ ᎤᏲᎱᏒᎯ ᎨᏎᎢ,nasgi degvwahnuwese duhnuwa?v?i ale gvwali?vhnile?i ale unadanvse gvwadeje ayeli iyvdv uyohusvhi gese?i,"They stripped him of his clothes, beat him, and went away, leaving him half dead.",,The Good Samaritan,,2,,,,"that, they took his clothes off, the clothes he had on, and, they beat him, and, they departed, they abandoned him, half, way, dead, he was",nasgi de23-g-v3wahnuwe3s-e3 d-u-hnuwa3?-v4?i ale3 gvw-ali3?vhni3l-e?i ale3 u-n-ada3nvs-e3 gv-wade3j-e3 aye4li iyv4dv u-yohusv4h-i ges-e3-i,"that, Pl 3 take-off-clothes repP, Pl 3 wear-clothes exP, and, they/him beat repP, and, 3 Pl depart repP, they/me repP, half, way, 3 die exP, be repP"
,Cherokee Narratives,ᎠᏰᎵᏃ ᏄᏮᏔᏅ ᎩᎶ ᎢᏳᏍᏗ ᎠᏥᎸᎨᎶᎯ ᎾᎿ ᏂᎦᏅᏅ ᏗᎤᎶᏎᎢ ᎤᎪᎲᏃ ᎠᏂᏗᏢᏉ ᏄᎶᏎᎢ,ayelihno nuwvtanv kilo iyusdi ajilvgelohi nahna niganvhnv di?ulose?i ugohvhno ahnididlvgwo nulose?i,"A priest happened to be going down the same road, and when he saw the man, he passed by on the other side.",,The Good Samaritan,,3,,,,"and half, he came, someone, certain (priest), fire feeder, there, down the road, he came, and when he saw him, the other way, he went",ayeli-hno n-u-wvtan-e3 kilo3 iyu4sdi a-ji23lvge23loh-i nahna ni-ga3nv3hnv di3?-u-los-e3? u-go23hn-v-hno a3hni3-didlv3gwo n-u3-los-e3?i,"and half and, Spec 3 come repP, someone, type, 3 feed-fire Ag, there, Lat road, Dst 3 come repP, 3 see exP and, other toward just, Spec 3 go repP"
,Cherokee Narratives,ᎠᎴ ᎾᏉ ᎠᎵᏫ ᎾᎿ ᎡᏙᎲ ᎤᎷᏤ ᎤᎦᏔᏁᎢ ᎠᎴ ᎠᏂᏗᏢᏉ ᏄᎶᏎᎢ,ale nasgwo aliwi nahna edohv uluhje uktahe?i ale ahnididlvgw nulose?i,"So too a Levite, when he came to the place and saw him, passed by on the other side.",,The Good Samaritan,,4,,,,"and, also, a Levite, there, he was walking, he came, he looked at him, and, the other way, he went by",ale3 nasgwo ali23wi nahna3 edo3h-v u-luh3j-e3 u-ktahn-e3?i ale3 a3hni3-di3dlv3-gwo n-u23-lo3s-e3?i,"and, also, levite, there, walk around exP, 3 come repP, 3 look-at repP, and, other toward just, Lat 3 go repP"
,Cherokee Narratives,ᎩᎶᏍᎩᏂ ᎢᏳᏍᏗ ᏌᎺᎵᏱ ᎡᎯ ᎠᎢᏒᎢ ᎤᎷᏤ ᎦᏅᎢ ᎤᎪᎲᏃ ᎤᏪᏙᎵᏤᎢ,kilosgini iyusdi sameliyi ehi a?isv?i uluhje ga?nv?i ugohvhno uwedolije?i,"But a Samaritan, as he traveled, came where the man was, and when he saw him he took pity on him.",,The Good Samaritan,,5,,,,"but someone, certain, Samaria, dweller, as he walked along, he came to, where he lay, and when he saw him, he had compassion for him",kilo23-sgini3 iyu4sdi sameli4-yi e4h-i a3?-is-v4?i u-luh3j-e3 g-a?3n-v4?i u-go23h-v-hno u-wedo23li32j-e3?i,"someone but, type, samaria from, live Ag, 3 walk exP, 3 arrive repP, 3 lie exP, 3 see exP and, 3 pity repP"
,Cherokee Narratives,ᎠᎴ ᏭᎷᏣ ᎠᎴ ᏚᎸᎴᎢ ᏓᏥᏐᏅᎢ ᎠᎴ ᎪᎢ ᎩᎦᎨᏃ ᎠᏗᏔᏍᏗ ᏓᏍᏚᏞᎮᎢ,ale wuluhje ale dulv?le?i dajisonvhnv?i ale go?i gigagehno aditasdi dasdudlehe?i,"He went to him and bandaged his wounds, pouring on oil and wine.",,The Good Samaritan,,6,,,,"and, he came, and, he bandaged him, on his wounds, and, oil, and red, drink, he was pouring on them",ale3 w-u3-luhj-e3 ale3 d-u-lv3?ei-e3 d-a-jisonvhn-v4?i ale3 go?i giga3ge4-hno a-di23tas-di d-a-sdu3dleh-e3?i,"and, Tr 3 arrive repP, and, Pl 3 bandage repP, Pl 3 on-wounds exP, and, oil, red and, 3 drink Inf, Pl 3 pour repP"
,Cherokee Narratives,ᎠᎴ ᎤᏩᏒ ᎤᎩᎸᏙᏗ ᎤᎩᎸᏔᏁᎯ ᏧᏂᏒᏍᏗᏱᏃ ᎠᏓᏁᎸ ᎤᏘᏃᎴᎢ ᎠᎴ ᎤᏍᏆᏂᎪᏔᏁ,ale uwasv ukilvdohdi ukilvtane?i junisvsdiyihno adanelv utinole?i ale usgwanigotane?i,"Then he put the man on his own donkey, took him to an inn, and took care of him.",,The Good Samaritan,,7,,,,"and, his own, to ride upon, he sat him upon it, and inn, house, he brought him, and, he took care of him",ale3 u-wa23sv u-kilv3doh-di u-kilv32tan-e3?i junisvsdi23yi-hno adane23lv u-tino23l-e3?i ale3 u-sgwanigo32tan-e3?i,"and, 3 self, 3 ride Inf, 3 put-on repP, inn and, house, 3 bring repP, and, 3 take-care repP"
,Cherokee Narratives,ᎤᎩᏨᏛᏃ ᎾᏉ ᎤᏂᎩᏒ ᏔᎵ ᎠᏂᎩᏏ ᏧᎾᎬᏩᎶᏗ ᏚᎴᏎᎢ ᎠᎴ ᏚᏁᎴ ᎦᏁᎳ ᎠᎴ ᎯᎠ ᏄᏪᏎᎴᎢ,ugijvdvhno hnagwo uhnigisv ta?li anigisi junagvwalhdi dulese?i ale duhnele ganel ale hi?a nuwesele?i,The next day he took out two silver coins and gave them to the innkeeper.,,The Good Samaritan,,8,,,,"and the next morning, then, when he started out, two, denarii, worth, he took out, and, he gave to him, the one that lives there, and, this, he said to him",ugijv23dv-hno hna23-gwo u-hni3gi4s-v ta?li a-ni-gi23si j-u-n-agv23walh-di d-u-le3s-e3?i ale3 d-u-hn-e23l-e3 ga-ne4l-a ale3 hi?a n-u-wese23l-e?i,"next-morning and, then just, 3 start-out exP, two, 3 Pl denarii, Pl 3 Pl be-worth Inf, Pl 3 take-out repP, and, Pl 3 give Dat repP, 3 live Pres, and, this, ni 3 say Dat repP"
,Cherokee Narratives,ᎯᏍᏆᏂᎪᏕᏍᏗ ᎢᎦᎢᏃ ᏫᎦᎶᏒᏍᏗᏍᎬ ᏣᎫᏳᎯᏙᎸᎢ ᎢᏥᎷᏣᎭ ᎢᎬᏯᎫᏴᎡᎸᎭ,hisgwanigodesdi iga?ihno wigalosvsdisgv jakuyuhidolv?i ijiluhjvha igvyaguyv?elvha,"""Look after him,"" he said, ""and when I return, I will reimburse you for any extra expense you may have.""",,The Good Samaritan,,9,,,,"keep him, however much, over, your expenses, when I return, I will repay you",h-isgwanigo32de3s-di iga3?i-hno3 wi-ga3-losvsdis-g-v3 j-akuyuhi23do32l-v4?i i-ji3-luh3jv4h-a i-gv3-yaguyv3?-elvh-a,"2 keep Inf, however-much and, Tr 3 exceed Prog exP, 2 expenses exP, Rep 1 arrive recP, Rep I/you repay Dat recP"
,Cherokee Narratives,ᎯᎠᏃ ᎾᏍᎩ ᏦᎢ ᎢᏯᏂᏛ ᎨᏒ ᏂᎯ ᎭᏓᏅᏖᏒᏍᎬ ᎦᎪ ᎾᎥ ᎢᏧᎾᏓᎳ ᏅᏩᏍᏗ ᎾᏍᎩ ᏗᎾᏓᏅᏌᎲᎫᏍᎩ ᏥᏚᎾᏓᏩᏛᏔᏁᎢ,hi?ahno nasgi jo?i iyanidv gesv nihi hadanhtesgv gago na?v ijunadala nvwasdi nasgi dinadanhsahvsgi jidunadawahtvhtane?i,"""Which of these three do you think was a neighbor to the man who fell into the hands of robbers?""",,The Good Samaritan,,10,,,,"and this, that, three, of them, which, you, your thinking, who, neighbor, apart, it seems, that, robbers, those that found each other by chance",hi?a3-hno nasgi jo?i iya3ni4dv ges-v3 nihi h-adanhte23s-g-v ga3go na?v iju3nada4la nvwa3sdi nasgi di-n-ada-nhsahvs-g-i ji-d-u-n-ada-wahtvh-ta3n-e4?i,"this and, that, three, number, be exP, you, 2 think Prog exP, who, close, apart, it-seems, that, Pl Pl Refl find Prog Ag, Rel Pl 3 Pl Refl find accidental repP"
,Cherokee Narratives,ᎯᎠᏃ ᏄᏪᏎᎢ ᎾᏍᎩ Ꮎ ᎤᏪᏙᎵᏣᎯ,hi?ahno nuwese?i nasgi na uwedolijvhi,"""The one who had mercy on him.""",,The Good Samaritan,,11,,,,"and this, he said, that, the, one who had compassion for him",hi?a3-hno n-u-wes-e3?i nasgi na3 u-wedolij-v4hi,"this and, ni 3 say exP, that, the, 3 pity exP"
,Cherokee Narratives,ᎿᏉᏃ ᏥᏌ ᎯᎠ ᏄᏪᏎᎴᏏ ᎮᎾ ᎠᎴ ᏂᎯ ᎾᏍᎩᏯ ᏫᎾᏛᎦ,hnagwohno jisa hi?a nuwesele?i hena ale nihi nasgiya winadvga,"Jesus told him, ""Go and do likewise.""",,The Good Samaritan,,12,,,,"and then, Jesus, this, he said to him, go, and, you, the same, go and do",hna23-gwo3-hno ji23sa hi?a n-u-wes-e23l-e3?i h-en-a ale nihi nasgi-ya wi-n-nadv32g-a,"then just and, jesus, this, ni 3 say Dat repP, 2 go Imp, and, you, that exactly, Tr Spec do Imp"
,Cherokee Narratives,ᎠᎬᏱᏃ ᎠᎬᏱ ᏕᎦᎵᏍᏗᏍᎪ ᎠᏎᎨ ᏅᎩᎭ ᎢᏳᏪᏅᏍᏗ ᏕᎦᎵᏗᏍᎪ ᏘᎵ ᎩᎳᏃ ᏳᏅᏂᏍ ᏱᎨᎵ,agvyhno agvy degalisdisgo asege nvhgiha iyuwenvsdi degalihdisgo tili kilno yunvs yigeli,First I cook the chestnuts for about four hours until I think they are done.,,How to Make Chestnut Bread,,1,Annie Jessan,,,"and first, first, I cook them, perhaps, about four, hours, I boil them, chestnuts, then, when they are done, when I think",agvy-hno agvy de-g-vnisdis-g-o asege nvhgiha iyuwenvsd de-g-alihdis-g-o tili kilo y-u-n-vs yi-g-eli,"first and, first, Pl 1 cook Prog Hab, perhaps, four of them, hour, Pl 1 boil Prog Hab, chestnut, then, nonF 3 Pl be-done, nonF 1 think"
,Cherokee Narratives,Ꮓ ᎩᎳ ᎠᎹ ᏥᏙᏗᏍᎪ ᏗᎩᏚᏗᏱ,no kil am jitondisgo digitdiyi,Then I heat some water to bake the bread.,,How to Make Chestnut Bread,,2,Annie Jessan,,,"then, until then, water, I heat water, to bake bread",no kil am ji-todis-g-o di-git-diyi,"then, until, water, 1 heat-water Prog Hab, Pl bake Inf"
,Cherokee Narratives,ᏃᏭᏃ ᏣᎵᏟᎭᏭᏴ ᎠᎹ Ꮓ ᏕᎦᏑᏴᏍᎪ ᏘᎵ ᎦᏚ Ꮎ ᏯᏋᎫᏍᏔᎾ ᎢᏣ ᏃᏭ ᎩᎳ,nown jaljihawyv am no degasuyvsgo til gadu na yagwvgutan itsa now kil,"When the water is just beginning to boil, I mix the chestnuts into the batter.",,How to Make Chestnut Bread,,3,Annie Jessan,,,"then, just when it starts to boil, water, then, I mix them in, chestnuts, in bread, that, when I sift, flour, then, until then",nown j-a-lji-hawyv am no de-g-asuyvs-g-o tili gadu na y-agw-vgutan ihcha now kil,"then, when 3 start-to-boil, water, then, Pl 1 mix-in Prog Hab, chestnut, bread, that, nonF 1 sift, flour, then, until"
,Cherokee Narratives,ᏘᎸ ᏐᏓ ᏥᎸᏍᎪ ᏃᏭᎴ ᎧᎵᏎᏥ ᏍᎩᏅ,tilv sod jilvsgo nowle kalseji sginv,I then add soda and sugar.,,How to Make Chestnut Bread,,4,Annie Jessan,,,"chestnut, soda, I put it in, also, sugar, and that",tili sod ji-lvs-g-o nowle kalseji sgi-no,"chestnut, soda, I put-in Prog Hab, also, sugar, that and"
,Cherokee Narratives,ᏃᏭ ᎠᏉᏰᏂ ᎧᎵ ᎢᎦ ᎦᏐᏳᎩᏍᎪ ᏍᎩᎾ ᏐᏊ ᏂᎦᎵᏍᏓ ᎦᏄᎵ ᏌᏊᏃ ᎤᏆᎶ ᏃᏭ ᎦᏄᎶᏙᏗ ᏍᎩ ᎦᏚ ᎦᏄᎵ ᏃᏭ ᏂᎦᎵᏍᏗ,now agwoyeni kali iga gasoyugisgo sgin sogwu nigalsdi ganuli sagwuno ugwalo now ganulodohd sgi gadu ganul now nigalsdi,"After I have mixed in all the ingredients, I take just a handful and wrap it up in a leaf.",,How to Make Chestnut Bread,,5,Annie Jessan,,,"then, my hand, full, quantity, I get a handful, that, one, it happens, wrap, and one, leaf, then, to wrap it with, that, bread, wrapped, then, it becomes",now ag-woyeni kali iga g-asoyugis-g-o sgin sogwu ni-g-alsdi g-anuli sagwu-no ugwalo now g-anulo-dohd sgi gadu g-anul now ni-ga-lsdi,"then, 1Pos hand, full, quantity, 1 get-handful Prog Hab, that, one, Spec 3 happen, 1 wrap, one and, leaf, then, 1 wrap Ins, that, bread, 1 wrap, then, Spec 3 happen"
,Cherokee Narratives,ᏃᏭᏅ Ꮟ ᎯᎸ ᏳᏪᏅᏍᏗ ᏗᎵᏥᏍᏙᏗ ᎩᎳ ᎤᏅᏏᏌᏛ ᏂᎦᎵᏍᏗ,nowhnv si hilv yuwenvsd dilitsdod kil unvsisad nigalsdi,They must be boiled a few more hours until they are well done.,,How to Make Chestnut Bread,,6,Annie Jessan,,,"and then, still, a few, hours, to boil, until, well done, it becomes",now-hnv si hilv y-u-wenvsd di-lits-dod kil u-n-sisad ni-g-alsdi,"then and, still, a-few, nonF 3 hour, Pl boil Ins, until, 3 Pl done, Spec 3 happen"
,Cherokee Narratives,ᏝᎮ ᏱᏃᎭᎵᏓ ᎠᏫ ᏧᏂᏲᏍᏗ ᏥᎡᎲ,hlahe hyinohalida ahwi juniysdi ji?ehv,Did you not go hunting during deer season?,,Hunting Dialogue,,1,Durbin Feeling,Durbin,Durbin,"so you didn’t hunt, deer, season, when it was",hla-he h-y-nohalid-a ahwi juniyosdi ji?-eh-v,"not or, 2 nonF hunt Pres, deer, season, Pst be exP"
,Cherokee Narratives,ᎨᏍᏗ ᏥᏃᎠᎵᏙᎯ ᏱᎩ,gesdi jino?alidohi yigi,I don’t hunt.,,Hunting Dialogue,,2,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"not, I a hunter, am not",gesd ji-no?alidoh-i y-ig,"not, 1 hunt Ag, nonF be"
,Cherokee Narratives,ᏌᏊᎡᎦ ᎢᏯᎩᏃᎭᎵᏙᎸ,sagwu?ega iyaginohalidolv,"One time, though, I did go hunting.",,Hunting Dialogue,,3,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"once however, I have gone hunting",sagwu?ega iy-a-ginohalidol-v,"one however, 1 hunt exP"
,Cherokee Narratives,ᏥᎾᏩᏛᎲᏊᏅ ᎥᏍᏊ ᎠᏫ ᎩᎶ ᎤᏲᏢ,jinawatvhvgwuhnv vsgwu ahwi kilo uyohlv,"I just found a deer, too, that someone had shot.",,Hunting Dialogue,,4,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"I just found it too, deer, someone, who had shot",ji-nawatvhv-gwu-hnv vsgwu ahwi kilo u-yohl-v,"1 find exP just and, too, deer, someone, 3 shot exP"
,Cherokee Narratives,ᎨᏍᏗ ᎠᏋᏍ ᏱᏥᎳ,gesdi agwvs yijila,I didn’t kill it.,,Hunting Dialogue,,5,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"not, myself, I kill",gesd agw-vs yi-ji-l,"not, 1 self, nonF 1 kill"
,Cherokee Narratives,ᎩᎶ ᏦᎩᎾᎵᎪᏒ ᏦᎢᏕ ᏃᏥᎥ,kilo joginaligosv jo?ide noji?v,"I was with someone, I mean there were three of us.",,Hunting Dialogue,,6,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"someone, we were together, or three, there were of us",kilo j-ogi-n-ali3gos-v jo?i-de n-oj-i?-v,"someone, Pst he-and-I be-together exP, three or, Spec they-and-I number exP"
,Cherokee Narratives,ᎣᏣᎣᏍ ᎣᎦᏛᎦᏅ ᎩᎶ ᏚᏍᏓᏲᏢ,oja?isv ogatvganv kilo dusdayohlv,"We were walking along, and we heard someone shooting.",,Hunting Dialogue,,7,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"we were walking along, we heard, some, he shot a gun",oj-a?is-v ok-tvgan-v kilo d-u-sdayohl-v,"they-and-I walk exP, they-and-I hear exP, some, Pl 3 shoot exP"
,Cherokee Narratives,ᎪᎯ ᎢᏴ ᏃᏊ ᏄᏢᏍᏔᏅ ᎢᎬᏱ ᏝᏍᏊ ᏲᏥᎪᎡ ᏭᎶᏒ ᎢᎬᏱ ᎣᏣᎢᏒ,kohi iyv nogwu nutlvstanv igvyi hlasgwu yojigo?e wulosv igvyi oja?isv,"Pretty soon we heard one cross the path in front of us, but we didn’t see it.",,Hunting Dialogue,,8,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"after a while, then, it ran across, ahead, and not, we did not see it, (where) it went, ahead, where we walked",kohi iyv nogwu n-u-tlvstan-v igvy hla-sgwu y-oji-go?-e n-u-los-v igvy oj-a?is-v,"after a while, then, Lat 3 run exP, ahead, not also, nonF they-and-I see repP, Lat 3 pass-by exP, ahead, they-and-I walk exP"
,Cherokee Narratives,ᏥᎦᎾᏏᏂᏐ ᎢᏳᏍᏗ ᏂᎦᎵᏍᏗᏍᎬ ᎯᎠ ᎢᏗᏜ ᏭᎿᎷᏒ,jiganasiniso iyusdi nigalisdisgv hi?a ididla wuhnalusv,"It sounded like it was dragging something, and it went up a hill.",,Hunting Dialogue,,9,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"as though dragging it, like, it was, this, toward, it went up a hill",ji-gansinis-o iyusd ni-g-alsdis-g-v hi?a ididla w-u-hnalus-v,"1 drag Hab, like, Spec 3 happen Prog exP, this, toward, Tr 3 ascend exP"
,Cherokee Narratives,ᎤᎿᏅ ᏬᎩᎷᏣ ᏚᎾᏗᏩᏒ ᎩᎦ ᎤᏩᏍᏉᏨᏍᏔᏅ,uhnahnv wogiluhja dunadiwasv giga uwasgwojvstanv,"When we got to the place where it had crossed our path, we saw some blood where it had bled as it walked.",,Hunting Dialogue,,10,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"and there, when we got there, where it had crossed, blood, where it dripped along",uhna-hnv w-ogi-luhj-a d-u-n-adiws-v gig uw-asgwojvs-tan-v,"there and, Tr they-and-I arrive Pres, Pl 3 Pl cross exP, blood, 3 drip-along accidentally exP"
